specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source
CHSC43315,1977-04-07,1977,4,7,97,,Sutter,"""Under Douglas oaks, about 1/2 mile south-west of the Myers home, Myers Ranch, Sutter Buttes.""",45,39.266389,-121.813056,804.67,,,NAD 1983,cch1
CHSC32094,1973-04-15,1973,4,15,105,,Yuba,"""On dry edge of rd cut bank, Darby Rd, Bangor.""",304,39.395833,-121.361944,804.67,,,NAD 1983,cch1
CHSC57471,1987-03-27,1987,3,27,86,,Glenn,200 yds west of Co Rd 306 and 13.2 mi south of Elk Creek.,304,39.428056,-122.511111,3218.68,,,NAD 1983,cch1
HSC48300,1979-03-31,1979,3,31,90,,Mendocino,"""MacKericker State Park, N of Fort Bragg""",,39.44548,-123.802055,1783.14872,,,NAD27,cch1
CHSC55712,1991-04-05,1991,4,5,95,,Glenn,"""Ca. 4 km s of Elk Creek, California, and 100 m w of Stony Creek.""",122,39.480278,-122.5,402.335,,,NAD 1983,cch1
CHSC81274,2001-03-31,2001,3,31,90,menziesii,Mendocino,MacKerricher State Park adjacent to campsite 127.,6,39.491111,-123.789722,402.335,,,NAD 1983,cch1
CHSC62467,1991-04-19,1991,4,19,109,menziesii,Butte,"""Ca 10 air mi NE of Oroville, 0.25 mi NW of Oregon Gulch, on gentle E-facing slope in N part of a 'Y' formed by jcn of old RR bed and road from Oregon Gulch to Hollow Spring.""",295,39.546667,-121.387778,201.1675,,,NAD 1983,cch1
CHSC31077,1980-04-01,1980,4,1,92,,Butte,"""25 yd n of Craig Access Rd, 2 mi ssw of Lumpkin Rd inside boundary of State Park, ca. 18 mi e of Oroville.""",316,39.550556,-121.380278,804.67,,,NAD 1983,cch1
CAS-BOT-BC7219,1897-04-15,1897,4,15,105,,Butte,Near Clear Creek,53,39.605797,-121.68332,415.20972,,,"""Terrain Navigator 1:24,000 (copied from UC107941)""",cch1
CHSC116929,2011-04-24,2011,4,24,114,,Glenn,Oak woodland 4 miles NW of Elk Creek. Beautiful rolling foothills.,235,39.610556,-121.561667,,,,,cch1
HSC32847,1973-05-06,1973,5,6,126,,Mendocino,SE end of Eden Valley,,39.6114,-123.1794,259,,,WGS84,cch1
CHSC118643,2016-03-24,2016,3,24,84,menziesii,Mendocino,Along U.S. Hwy. 101 ca. 5 miles south of Laytonville.,469,39.614167,-123.458611,,,,WGS84,cch1
CHSC697,1897-04-01,1897,4,1,91,,Butte,,,39.655,-121.584167,40233.5,,,NAD 1983,cch1
CHSC31306,1980-05-14,1980,5,14,135,,Mendocino,1.2 mi n of Laytonville city limits between Rte 101 and County Road 307. Under a large Quercus lobata.,,39.716389,-123.489444,402.335,,,NAD 1983,cch1
CHSC4019,1967-04-12,1967,4,12,102,,Butte,Honey Run Road ca. 7 yards after the bridge beside the road.,,39.729167,-121.702778,201.1675,,,NAD 1983,cch1
CHSC76944,1893-04-01,1893,4,1,91,menziesii,Butte,Rancho Chico.,,39.731667,-121.841667,3218.68,,,NAD 1983,cch1
CHSC2522,1958-04-19,1958,4,19,109,,Butte,"""Chico Canyon, Chico area.""",365,39.732778,-121.834167,16093.4,,,NAD 1983,cch1
CHSC38460,1983-03-14,1983,3,14,73,menziesii,Butte,"""Upper Bidwell Park, Chico, on the north rim ca. 0.75 mi e of the power lines.""",297,39.783333,-121.757222,402.335,,,NAD 1983,cch1
CHSC77587,1999-04-28,1999,4,28,118,menziesii,Glenn,"""About 23 air miles W of Orland and 3.5 mi W of Newville, 2 mi W of Salt Ck crossing of Newville Rd. On USFS land.""",243,39.793333,-122.591111,402.335,,,NAD 1983,cch1
HSC87900,1980-04-28,1980,4,28,119,menziesii,Mendocino,"""End of Hwy. 162, 3 mi. E of Covelo""",427,39.798524,-123.187297,3266,,,WGS84,cch1
CHSC698,1904-04-01,1904,4,1,92,,Butte,Richardson Springs road.,83,39.830556,-121.810556,3218.68,,,NAD 1983,cch1
JEPS1483,1938-04-16,1938,4,16,106,,Tehama,on Paskenta-Covelo Road 6 mi w Paskenta; w of Paskenta,,39.84641,-122.62066,2426.88472,,,,cch1
CHSC83371,2002-03-21,2002,3,21,80,menziesii,Tehama,"""Inner North Coast Ranges. Vicinity of Benner Creek, Thomes Creek, and Round Valley Road.""",320,39.8525,-122.618889,3218.68,,,NAD 1983,cch1
CHSC56643,1977-03-31,1977,3,31,90,,Tehama,"""Ca 1km east of Newville Road, ca 0.8 km north of junction of Round Valley Road and Newville Road; ca 40 km west-northwest of Corning.""",300,39.853056,-122.573333,804.67,,,NAD 1983,cch1
CHSC88986,2000-02-18,2000,2,18,49,,Butte,1.5 mi east on Wookey Road.,112,39.880556,-121.894167,402.335,,,NAD 1983,cch1
CDA11943,1989-04-16,1989,4,16,106,atomaria,Mendocino,"""North Coast Ranges; Mail Ridge, on Bell Springs Rd, to Alderpoint. Approx. 7 m. N of US 101.""",,39.883333,-123.55,,,,,cch1
CHSC9270,1971-03-21,1971,3,21,80,,Tehama,"""Abundant in plowed field ca. 1.4 mi s of the intersection of Meridian rd. and Lassen rd. on e side of Meridian rd., 5 yds off road.""",85,39.891944,-121.918889,804.67,,,NAD 1983,cch1
CHSC35982,1982-03-18,1982,3,18,77,,Tehama,"""Open pasture, just N of the Live Oak school and E of and adjacent to Meridian Rd.""",100,39.899444,-121.916944,402.335,,,NAD 1983,cch1
CHSC116923,2011-03-18,2011,3,18,77,,Tehama,"""Corning,Loleta Avenue.""",66,39.91,-122.128611,,,,,cch1
CHSC4065,1967-04-20,1967,4,20,110,,Tehama,Locally abundant atop creek bank s w side of the intersection of Reeds Creek and Paskenta Rd. s of Red Bluff.,91,40.163056,-122.256389,402.335,,,NAD 1983,cch1
JEPS1791,1934-06-15,1934,6,15,166,atomaria,Humboldt,"""summit of Grasshopper Peak; Bull Creek Region, South Fork Eel River, Grasshopper Peak""",975,40.3077,-123.9767,266,,,WGS84,cch1
HSC51156,1979-06-04,1979,6,4,155,,Trinity,"""Near Van Duzen River, close to the town of Alderpoint.""",853,40.334111,-123.385722,,,,,cch1
CHSC55499,1991-04-13,1991,4,13,103,,Tehama,"""Long Ranch property. Ca. 15 m e Lanes Valley Road, .7 km s A6.""",365,40.401111,-121.9775,402.335,,,NAD 1983,cch1
JEPS1883,1932-05-10,1932,5,10,131,atomaria,Humboldt,"""Bear River Ridge , Bear River Ridge (Northern Coast Ranges)""",609,40.459929,-124.205192,1468,,,WGS84,cch1
HSC34960,1975-05-24,1975,5,24,144,atomaria,Humboldt,"""McKeown Ranch, N of Dinsmore.""",,40.515569,-123.61705,1000,,,WGS84,cch1
HSC71063,1977-05-30,1977,5,30,150,,Humboldt,McKeown Ranch; along road to Anderson's Ford,854,40.5156,-123.6171,1000,,,WGS84,cch1
HSC97903,1995-03-11,1995,3,11,70,,Trinity,"""12 mi. S on S Fork Rd from its intersection with Hwy. 299, 1.5 mi. on S Fork Trail 6E23""",,40.76891,-123.55083,85,,,WGS84,cch1
CHSC97984,2005-06-10,2005,6,10,161,atomaria,Humboldt,7.4 mi south of Hwy 299 on NF1. Coldspring Camp.,1357,40.833611,-123.701111,,,,,cch1
HSC96266,2005-06-10,2005,6,10,161,atomaria,Humboldt,"""Cold Spring Camp, 7.4 mi. S of Hwy. 299 on NF 1""",1375,40.833667,-123.701167,1000,,,WGS84,cch1
HSC97503,2007-05-08,2007,5,8,128,atomaria,Humboldt,Cold Spring. 1/2 mile south of Titlow Hill.,1410,40.8341,-123.7133,46,,,WGS84,cch1
HSC35261,1975-05-17,1975,5,17,137,,Trinity,"""Humboldt Meridian, SE facing slope on the trail to Denny at the confluence of the New River and Trinity River""",310,40.8474,-123.4762,166,,,WGS84,cch1
HSC27545,1973-04-07,1973,4,7,97,,Trinity,New River trail from Grays Falls Campground on the N side of the Trinity River and W side of the New River,244,40.8499,-123.4799,749,,,WGS84,cch1
HSC23559,1970-04-18,1970,4,18,108,,Trinity,Above New River.,244,40.8581,-123.468,450,,,WGS84,cch1
HSC13590,1948-05-15,1948,5,15,136,,Humboldt,Horse Mtn.,,40.8743,-123.733,87,,,WGS84,cch1
CDA40359,2005-06-08,2005,6,8,159,atomaria,Humboldt,Northwestern California; 1.7 mi. south of Highway 299 on Titlow Hill Rd.,,40.87725,-123.757889,,,,,cch1
HSC77392,1983-04-16,1983,4,16,106,atomaria,Humboldt,Near the old Hwy. 299 on W side of Berry Summit.,823,40.8957,-123.7732,84,,,WGS84,cch1
HSC73815,1980-06-07,1980,6,7,159,,Humboldt,Near Brush Mtn.,1128,40.912222,-123.666667,,,,,cch1
HSC13581,1962-03-22,1962,3,22,81,atomaria,Humboldt,2 mi. S of Trinidad along old Hwy. 101,122,41.0406,-124.1148,252,,,WGS84,cch1
HSC89473,1986-03-12,1986,3,12,71,menziesii,Humboldt,"""Trinidad Head, along trail""",61,41.0542,-124.1519,249,,,WGS84,cch1
HSC32387,1974-05-11,1974,5,11,131,atomaria,Humboldt,"""Redwood National Park, Bald Hills Rd., Gans Prairie""",549,41.2795,-124.0082,215,,,WGS84,cch1
CHSC26430,1977-04-09,1977,4,9,99,atomaria,Del Norte,"""W side Hurdygurdy Ck., 3 mi. n Big Flat Guard Stn., 12 mi from junction gravel road and Hwy. 99.""",304,41.728333,-123.892222,402.335,,,NAD 1983,cch1
CHSC24930,1976-03-13,1976,3,13,73,atomaria,Del Norte,"""Ca. 2.5 mi n of Cresent City, ca. 50 ft from end of Sage Rd on top of hill.""",9,41.795833,-124.201944,1609.34,,,NAD 1983,cch1
CAS-BOT-BC95004,2006-04-06,2006,4,6,96,,Monterey,"""Los Padres N.F., Santa Lucia Range, along Nacimiento-Fergusson Road, 2 mi. W of border with Fort Hunter Liggett""",472,,,,,,,cch1
CDA40358,1985-03-14,1985,3,14,73,,Fresno,"""Elwood at Pine Flat Road, Sanger.""",,,,,,,,cch1
CDA40360,2011-03-24,2011,3,24,83,,Ventura,Mountains near Santa Paula.,,,,,,,,cch1
CSUSB117,1966-05-04,1966,5,4,124,,Los Angeles,Foothills below Mount Baldy.,,,,,,,,cch1
CSUSB119,1966-03-14,1966,3,14,73,,Los Angeles,"""500 yards along a path, end of 14th Street in the Puente Hills; found in a rocky, grassy slope.""",213.36,,,,,,,cch1
OBI13914,1952-03-23,1952,3,23,83,,San Luis Obispo,"""Shell Crk. 3 mi E 12 mi S, Shandon""",,,,,,,,cch1
OBI13915,1966-04-03,1966,4,3,93,,San Luis Obispo,Lopez Cyn near the 15th or 16 crk crossing,,,,,,,,cch1
OBI13917,1964-02-29,1964,2,29,60,,San Luis Obispo,"""Routzahn Park Rd, approx 11 mi from SLO""",,,,,,,,cch1
OBI19531,1967-05-06,1967,5,6,126,,San Luis Obispo,Avenales Wildlife refuge,,,,,,,,cch1
OBI19838,1978-04-16,1978,4,16,106,,San Luis Obispo,Off hwy 58 near hwy 127 turnoff,,,,,,,,cch1
OBI39146,1978-03-19,1978,3,19,78,,Kern,"""Along State hwy 178 in Kern River Cyn area, 8 mi W of jctn with Bodfish Rd""",701,,,,,,,cch1
OBI40889,1965-03-20,1965,3,20,79,,Fresno,"""Along the Fresno side of Millerton Lake (above the lake 300 ft), W slope of hill""",213,,,,,,,cch1
OBI43248,1933-04-30,1933,4,30,120,,Monterey,"""Santa Lucia mts, 6 mi from Carmel; N base of Santa Lucia Mts; 5 mi from ocean""",30,,,,,,,cch1
OBI46188,1986-05-06,1986,5,6,126,,San Luis Obispo,Santa Margarita Ranch. Estadio field in E part of the ranch where a large stand of blue oaks occur on slopes of decomposed limestone,,,,,,,,cch1
OBI54498,1997-04-05,1997,4,5,95,,Kern,Bitter Crk NAtl Wildlife Refuge. Near Cerro Noroeste Rd where rd to Red lake intersects,,,,,,,,cch1
OBI56258,1965-03-22,1965,3,22,81,,Santa Barbara,"""Blue Cyn, N slope, Santa Ynez Mts""",,,,,,,,cch1
OBI6323,1968-04-06,1968,4,6,97,,San Luis Obispo,On hill on W side of Carrizo Plain due W of Soda lake's southern end,,,,,,,,cch1
OBI77727,1978-03-01,1978,3,1,60,,San Luis Obispo,"""Carrizo Plain, 1 mi S of the jctn of hwy 58 and Sim soda lake san diego cr rd""",,,,,,,,cch1
PASA2114,1929-05-22,1929,5,22,142,,Tulare,Yosemite,,,,,,,,cch1
PASA2115,1930-04-15,1930,4,15,105,,Kern,Techapi mountains near Caliente,,,,,,,,cch1
PGM5923,1956-05-12,1956,5,12,133,,Monterey,"""Sierra de Salinas, Hastings Reservation boundary, Melin's pasture on""",,,,,,,,cch1
PGM5926,1963-03-18,1963,3,18,77,,Monterey,"""Diablo Range, Vineyard Canyon Rd along, Along rd""",,,,,,,,cch1
POM17609,1923-04-07,1923,4,7,97,,Kern,DevilAs Den west of Bakersfield,,,,,,,,cch1
POM17632,1923-04-08,1923,4,8,98,,Kern,Tehachapi.,,,,,,,,cch1
POM318298,1971-05-02,1971,5,2,122,,Kern,"""Raljon Ranch, 3.5 miles SW of Glennville,Greenhorn Mt, San Joaquin River.""",1037,,,,,,,cch1
POM3486,1909-03-20,1909,3,20,79,,Los Angeles,Claremont.,,,,,,,,cch1
POM3510,1918-04-05,1918,4,5,95,,Los Angeles,Pomona.,,,,,,,,cch1
POM3534,1916-03-16,1916,3,16,76,,Los Angeles,"""Wash near Greek Theater, Claremont,""",,,,,,,,cch1
POM3739,1909-04-19,1909,4,19,109,,Los Angeles,Claremont.,,,,,,,,cch1
POM97226,1925-05-17,1925,5,17,137,,San Diego,1 mile east of Warners Ranch,1037,,,,,,,cch1
POM97447,1925-03-20,1925,3,20,79,,Kern,18 miles north of Bakersfield.,,,,,,,,cch1
POM248998,1938-04-24,1938,4,24,114,atomaria,Sonoma,"""Mouth of small canyon, 0.5 mile south of Fort Ross.""",91,,,,,,,cch1
POM273280,1966-03-22,1966,3,22,81,atomaria,Solano,"""5 miles south Rockville, along Rockville Road.""",,,,,,,,cch1
POM289746,1928-03-25,1928,3,25,85,atomaria,Mendocino,Cloverdale-Hopland. Middle North Coast. Russian River.,549,,,,,,,cch1
POM65260,1902-03-29,1902,3,29,88,atomaria,Sonoma,Bodega Bay,,,,,,,,cch1
POM73962,1906-05-06,1906,5,6,126,atomaria,Humboldt,Near Hydesville.,60,,,,,,,cch1
HSC79847,1971-05-09,1971,5,9,129,integrifolia,Los Angeles,"""10 mi. NE of Azusa, 3 mi. N of Rincon fire station on Hwy. 39 in Angeles National Forest in San Gabriel Mtns.""",610,,,,,,,cch1
POM14028,1922-03-25,1922,3,25,84,integrifolia,Ventura,[Unspecified],,,,,,,,cch1
POM184665,1932-05-29,1932,5,29,150,integrifolia,Los Angeles,Ridge east of Mount Gleason,1524,,,,,,,cch1
POM214383,1932-03-19,1932,3,19,79,integrifolia,Los Angeles,"""Head Mandeville Canyon, Santa Monica Mts.""",457,,,,,,,cch1
POM3470,1906-05-02,1906,5,2,122,integrifolia,Los Angeles,Claremont.,366,,,,,,,cch1
POM3509,1918-04-18,1918,4,18,108,integrifolia,Los Angeles,Carbon Cannyon- Chino,,,,,,,,cch1
POM3611,1916-03-10,1916,3,10,70,integrifolia,Los Angeles,East of Greek Theater. Claremont.,,,,,,,,cch1
POM3619,1909-05-15,1909,5,15,135,integrifolia,Los Angeles,Mountains near Claremont.,,,,,,,,cch1
POM49021,1924-05-31,1924,5,31,152,integrifolia,San Bernardino,Burnt Mill Ranger Station,1524,,,,,,,cch1
POM50196,1901-04-03,1901,4,3,93,integrifolia,Los Angeles,Santa Monica Mountains.,,,,,,,,cch1
POM8272,1920-05-17,1920,5,17,138,integrifolia,Los Angeles,"""Topango [Topanga] Canon, Santa Monica Mtns""",152,,,,,,,cch1
POM97043,1925-05-15,1925,5,15,135,integrifolia,San Diego,4 miles SE of BuckmanAs Springs.,915,,,,,,,cch1
POM97180,1925-05-16,1925,5,16,136,integrifolia,San Diego,"""Laguna Mountains, Laguna Camp""",1524,,,,,,,cch1
POM97301,1925-03-18,1925,3,18,77,integrifolia,Los Angeles,Newhall Grade.,,,,,,,,cch1
PGM1065,1971-05-24,1971,5,24,144,menziesii,Monterey,"""Santa Lucia Mountains, Carmel Valley Carmel Valley Rd, 15 mi E of Esquiline (sp) Rd Carmel Valley Village""",,,,,,,,cch1
PGM1097,1973-04-18,1973,4,18,108,menziesii,Monterey,"""Santa Lucia Mountains, Oasis Rd W of San Lucas, 1 mi from junction with San Lucas Rd""",,,,,,,,cch1
PGM3838,1990-04-16,1990,4,16,106,menziesii,Monterey,"""Northern Monterey County, Garin Rd 2 mi fr Los Lomas jct, 2 mi from Las Lomas jctn""",,,,,,,,cch1
POM125920,1920-03-26,1920,3,26,86,menziesii,Monterey,Pine Canyon road near Kings City.,,,,,,,,cch1
POM126455,1907-04-28,1907,4,28,118,menziesii,Sonoma,Santa Rosa to Calistoga.,,,,,,,,cch1
POM126468,1907-04-02,1907,4,2,92,menziesii,Santa Clara,Hills west of Los Gatos.,274,,,,,,,cch1
POM127855,1910-04-17,1910,4,17,107,menziesii,Monterey,San Jose Canyon.,,,,,,,,cch1
POM161735,1928-04-08,1928,4,8,99,menziesii,San Benito,Two miles below Idria on the Panoche Road.,,,,,,,,cch1
POM181492,1923-04-21,1923,4,21,111,menziesii,Butte,Canyon of Chico Creek,,,,,,,,cch1
POM196283,1928-03-23,1928,3,23,83,menziesii,San Joaquin,Near Peters.,30,,,,,,,cch1
POM216812,1933-03-18,1933,3,18,77,menziesii,Sonoma,Field northeast of Santa Rosa.,,,,,,,,cch1
POM216813,1934-03-12,1934,3,12,71,menziesii,Calaveras,Between MurphyAs and Calaveras Big Trees.,,,,,,,,cch1
POM225897,1929-03-16,1929,3,16,75,menziesii,Fresno,In Big Sandy Valley or near on the Tollhouse Road.,457,,,,,,,cch1
POM226856,1914-05-04,1914,5,4,124,menziesii,Santa Clara,Junction of Los Troncos and San Francisquito Creeks.,,,,,,,,cch1
POM248968,1938-03-24,1938,3,24,83,menziesii,Alameda,"""Head of Claremont Creek, south slope of the Berkeley Hills.""",335,,,,,,,cch1
POM248973,1938-05-08,1938,5,8,128,menziesii,Fresno,"""East bank of Tollhouse Creek, 0.6 miles southwest of Tollhouse, Sierra Nevada foothills.""",610,,,,,,,cch1
POM249022,1938-04-22,1938,4,22,112,menziesii,Lake,"""A branch of Cache Creek, 4 miles southwest of Lower Lake, North Coast Ranges.""",457,,,,,,,cch1
POM249032,1938-04-03,1938,4,3,93,menziesii,San Benito,"""On Tres Pinos Creek 7 miles northwest of Llanada, San Carlos Range, Inner South Coast Ranges.""",610,,,,,,,cch1
POM289745,1930-05-01,1930,5,1,121,menziesii,San Mateo,Stanford University. San Lorenzo Mt. Range.,91,,,,,,,cch1
POM289749,1932-03-06,1932,3,6,66,menziesii,Madera,8 mi. E Madera; Mt. Range: Sierra Nevada; Watershed: Fresno River.,244,,,,,,,cch1
POM305410,1937-03-05,1937,3,5,64,menziesii,Tulare,[No location information on label.],,,,,,,,cch1
POM318982,1965-03-26,1965,3,26,85,menziesii,Santa Barbara,"""California State Highway 154 at high voltage power line; southeast from San Marcos Pass, Pacific Drainage Area, Santa Ynez Mountains.""",305,,,,,,,cch1
POM320432,1972-03-28,1972,3,28,88,menziesii,Napa,"""North shore of Lake Berryessa, about 5 miles above Monticello Dam. South Coast Range, Lake Berryessa drainage area.""",274,,,,,,,cch1
POM346565,1971-04-08,1971,4,8,98,menziesii,Lake,"""Intersection of Edgewood Drive, Westlake Drive, and Soda Bay Road, Mayacmas Mts, Clear Lake.""",427,,,,,,,cch1
POM65271,1902-03-09,1902,3,9,68,menziesii,Santa Clara,Foothills near Stanford University.,,,,,,,,cch1
POM65284,1903-05-02,1903,5,2,122,menziesii,San Francisco,Presidio,,,,,,,,cch1
POM65303,1902-03-04,1902,3,4,63,menziesii,Alameda,"""San Leandro Creek, San Francisco Bay region.""",,,,,,,,cch1
POM65313,1906-04-03,1906,4,3,93,menziesii,Santa Clara,North slope of Mt. Hamilton.,1067,,,,,,,cch1
POM65315,1906-04-15,1906,4,15,105,menziesii,San Francisco,Near Lake Merced.,,,,,,,,cch1
POM65318,1898-04-08,1898,4,8,98,menziesii,Sonoma,Healdsburg.,,,,,,,,cch1
POM65320,1900-02-10,1900,2,10,41,menziesii,Sacramento,Sacramento.,,,,,,,,cch1
POM65358,1906-04-17,1906,4,17,107,menziesii,Alameda,Hills near Berkeley.,,,,,,,,cch1
POM88220,1925-03-23,1925,3,23,82,menziesii,Madera,Sandy soil near Fairmead in Madera Road.,,,,,,,,cch1
POM88642,1925-03-26,1925,3,26,85,menziesii,Monterey,Western base of Big Pinnacles.,,,,,,,,cch1
POM96520,1926-04-08,1926,4,8,98,menziesii,San Luis Obispo,Paso Robles.,,,,,,,,cch1
POM97049,1925-03-20,1925,3,20,79,menziesii,Tulare,1 mile N of Richgrove.,,,,,,,,cch1
NY337175,1882-02-27,1882,2,27,58,integrifolia,Unknown,Pasadena,,,,,,,,cch1
