specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source
SJSU8553,1975-03-15,1975,3,15,74,,Marin,"""c. 300 yds from shoreline c. 1.5 mi S of Abbotts Lagoon, Point Reyes Peninsula""",,,,,,,,cch1
SJSU960,1948-04-28,1948,4,28,119,,Santa Clara,Skyline Blvd 5 mi W of Saratoga,,,,,,,,cch1
UC619287,1898-03-11,1898,3,11,70,,Napa,e Yountville (foothills Napa Range); foothills Napa Range e of Yountville,,,,,,,,cch1
UCD120084,1962-04-02,1962,4,2,92,,Solano,"""East side of Pleasants Valley Road, 0.6 mile south of State Highway 128.""",213,,,,,,,cch1
UCD120085,1951-04-08,1951,4,8,98,,Napa,"""6.1 miles southwest of Monticello, on Napa Road.""",,,,,,,,cch1
UCD120213,1942-02-21,1942,2,21,52,,Lake,"""At the west bank of Clear Lake, 3 mi. south of Lucerne along Calif. #20.""",,,,,,,,cch1
UCD120216,1978-04-19,1978,4,19,109,,Los Angeles,Verdugo Mountains on fireroad from Stough Canyon to La Crescenta.,548,,,,,,,cch1
UCD120218,1973-05-08,1973,5,8,128,,Fresno,1.1 mi. past Trimmer Ranger Station on Trimmer Springs Rd. coming from Trimmer.,,,,,,,,cch1
UCD120219,1974-04-22,1974,4,22,112,,San Luis Obispo,"""San Luis Obispo County: In Commatti Canyon, 1.1 miles N of CA 58.""",,,,,,,,cch1
UCD120220,1959-03-29,1959,3,29,88,,El Dorado,"""State Highway 49, 2 1/2 miles southeast of Pilot Hill.""",,,,,,,,cch1
UCD120221,1963-05-07,1963,5,7,127,,Amador,"""Near Cook's Station, State Highway 88.""",914,,,,,,,cch1
UCD120225,1965-04-12,1965,4,12,102,,Tulare,1 mile northeast of gravel pit on Nigger Creek Road.,160,,,,,,,cch1
UCD120226,1993-03-19,1993,3,19,78,,San Luis Obispo,"""San Luis Obispo County: Carrizo Plain Natural Area, grassland along Soda Lake Rd., 2.3 miles NW of intersection with dirt road leading to Painted Rock and Education Center.""",,,,,,,,cch1
UCD120231,1940-04-01,1940,4,1,92,,Yolo,Putah.,,,,,,,,cch1
UCD120235,1928-04-05,1928,4,5,96,,Napa,Monticello.,,,,,,,,cch1
UCD120236,1961-03-29,1961,3,29,88,,Colusa,South of Bear Valley; 3 miles north of junction of State Highways 16 and 20.,,,,,,,,cch1
UCD15305,1985-04-06,1985,4,6,96,,Sutter,"""Sutter Buttes, Dean Place;""",213,,,,,,,cch1
UCD15536,1989-05-06,1989,5,6,126,,Amador,Town of Volcano.,106,,,,,,,cch1
UCD23396,1977-04-16,1977,4,16,106,,Napa,"""Small herbaceous plant, flowers blue and white. 300 meters south of Highway 128, 6.4 miles SW of Monticello Dam. Low on NE facing slope of canyon in riparian and oak woodland ecocline.""",,,,,,,,cch1
UCD23404,1977-04-24,1977,4,24,114,,Napa,"""Proximal part of petals white, distal part sky blue, with longitudinal rows of small purple spots. In full sun in meadow. Berryessa Knoxville Rd. 2.3 miles SE of Knoxville Mine.""",304,,,,,,,cch1
UCD32468,1952-02-24,1952,2,24,55,,Fresno,"""Fresno County, 0.5 mile southwest of Navalencia.""",121,,,,,,,cch1
UCSB49773,1917-03-17,1917,3,17,76,,Unknown,Upland,,,,,,,,cch1
UCSB54144,1979-04-15,1979,4,15,105,,Fresno,Ellwood Road; Wonder Valley,213,,,,,,,cch1
UCSC000577,1989-04-01,1989,4,1,91,,San Luis Obispo,3 mi. E. and 12 mi. S. of Shandon Shandon - Shell Creek,,,,,,,,cch1
UCSC002111,1995-04-07,1995,4,7,97,,Monterey,"""Fort Ord, UC Reserve Site: 01 -""",,,,,,,,cch1
UCSC004272,2004-02-07,2004,2,7,38,,Santa Cruz,"""Swanton Road, inland-facing slope on coastward side of road""",,,,,,,,cch1
UCSC005030,2007-03-15,2007,3,15,74,,Santa Cruz,"""Scotts Valley, Santa's Village meadow, Scotts Valley""",,,,,,,,cch1
UCSC000578,1979-04-13,1979,4,13,103,atomaria,Sonoma,"""in wet, rocky soil at roadside near an orchard 4.7 miles east of the junction of Trinity Road with highway 12 Trinity Road, highway 12""",671,,,,,,,cch1
UCSC003914,1948-06-19,1948,6,19,171,menziesii,Monterey,"""Carmel Valley, 3 mi. E. of Carmel Village on Tularcitos Rd. N. side of road, 200 yds. Carmel Valley, Tularcitos Rd.""",610,,,,,,,cch1
SEINET4462407,1906-04-29,1906,4,29,119,integrifolia,Unknown,,,,,,,,,cch1
SBBG6138,1940-03-21,1940,3,21,81,atomaria,Marin,rd to Tamalpais from Fairfax,,,,,,,,cch1
SD42585,1937-06-19,1937,6,19,170,atomaria,Humboldt,"""North Coast Range, 3 mi. w. of Little Van Duzen River at summit of grade -- Dinsmores to Bridgeville.""",762,,,,,,,cch1
SEINET5521026,1955-04-23,1955,4,23,113,atomaria,Placer,"""Along iron mine road, 1/4 mile off U.S. 40. Iron mine turnoff 4 miles east of Auburn""",549,,,,,,,cch1
SEINET9351968,1933-04-02,1933,4,2,92,atomaria,Napa,"""Napa Co., CA""",,,,,,,,cch1
UCD120238,1993-05-08,1993,5,8,128,atomaria,Sonoma,About 40 air miles N of San Francisco; about 11 air miles E of Santa Rosa and 2.5 air miles NE of Kenwood. In Adobe Canyon N of Sugarloaf Ridge and S of Red Mtn 1 mile.,,,,,,,,cch1
UCD120239,1947-02-18,1947,2,18,49,atomaria,Napa,14 miles north of Napa.,,,,,,,,cch1
UCD120241,1988-02-21,1988,2,21,52,atomaria,Sonoma,South of Mt. St. Helena. Near Kenwood.,,,,,,,,cch1
UCD120243,1993-04-17,1993,4,17,107,atomaria,Sonoma,"""About 40 air miles N of San Francisco, 11 air miles E of Santa Rosa, and 2.5 air miles NE of Kenwood. In Adobe Canyon N of Sugarloaf Ridge and S of Red Mtn. 1 mile. Near visitor center.""",365,,,,,,,cch1
UCD120244,1957-03-22,1957,3,22,81,atomaria,Solano,"""North side of road to Green Valley Falls, 1 mile west of Rockville.""",,,,,,,,cch1
UCD166683,1998-03-21,1998,3,21,80,atomaria,Napa,"""west of Pope Canyon Road, north side of Burton Creek.""",187,,,,,,,cch1
UCSC005047,1989-04-20,1989,4,20,110,atomaria,Santa Cruz,"""Scotts Valley, """"Glamud Estates"""" site, Scotts Valley""",,,,,,,,cch1
UCSC007570,1989-04-01,1989,4,1,91,atomaria,Santa Cruz,North-facing slope above Swanton Road,,,,,,,,cch1
UCSC007610,2004-03-24,2004,3,24,84,atomaria,Santa Cruz,Shady slope above (W of) Swanton Rd,,,,,,,,cch1
SBBG15862,1935-02-02,1935,2,2,33,integrifolia,Los Angeles,"""Acacia Hills, near Glendale""",,,,,,,,cch1
SBBG15951,1935-03-24,1935,3,24,83,integrifolia,Los Angeles,Glendale,,,,,,,,cch1
SBBG46905,1942-03-18,1942,3,18,77,integrifolia,Santa Barbara,Foothill Rd,,,,,,,,cch1
SBBG64800,1927-06-14,1927,6,14,165,integrifolia,Los Angeles,"""Pine Cyn, Cottonwood Springs""",,,,,,,,cch1
SDSU6131,1927-05-08,1927,5,8,128,integrifolia,Unknown,,1219,,,,,,,cch1
SEINET5521028,1907-05-25,1907,5,25,145,integrifolia,San Bernardino,Southern slope of the San Bernardino mountains,792,,,,,,,cch1
SEINET5521029,1906-04-10,1906,4,10,100,integrifolia,San Diego,"""Near San Diego, Point Loma""",,,,,,,,cch1
SEINET5521031,1906-04-20,1906,4,20,110,integrifolia,San Bernardino,San Bernardino valley,300,,,,,,,cch1
UCSC000895,1968-03-24,1968,3,24,84,integrifolia,Orange,"""damp rocky base of slide in canyon bottom Santa Ana Mts., Holy Jim Canyon""",,,,,,,,cch1
SEINET5521034,1976-03-28,1976,3,28,88,integrifolia,Contra Costa,"""Morgan territory road, 1 mile north of Curry Creek Park""",122,,,,,,,cch1
SBBG54841,1979-04-08,1979,4,8,98,menziesii,San Luis Obispo,2 mi S of California Valley along Soda Lake Rd,579,,,,,,,cch1
SEINET10814721,1897-05-15,1897,5,15,135,menziesii,Butte,Clear Creek.,213,,,,,,,cch1
UCD120253,1993-04-24,1993,4,24,114,menziesii,Sonoma,"""Sugarloaf Ridge State Park. About 50 air miles N of San Francisco, 10 air miles E of Santa Rosa, 2.5 air miles NE of Kenwood and 18 air miles NW of Napa. Along Hillside Trail.""",381,,,,,,,cch1
UCSC009417,2015-02-16,2015,2,16,47,menziesii,Monterey,"""Ft. Ord National Monument (Region L7, Jacks Road in ditch)""",,,,,,,,cch1
