specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source
RSA660848,1988-05-04,1988,5,4,125,,Los Angeles,"""Strawberry Peak, San Gabriel Mountains.""",,34.283344,-118.120515,600,,,WGS84,cch1
RSA309677,1979-05-10,1979,5,10,130,integrifolia,San Bernardino,San Bernardino Mountains: Silverwood Lake Recreational Park on SW bay of lake.,1037,34.283611,-117.344722,1000,,,,cch1
RSA607025,1968-05-24,1968,5,24,145,menziesii,Los Angeles,"""San Gabriel Mountains: Northwest slope of Smith Mountain, along Bear Creek Trail.""",1280,34.284317,-117.864724,300,,,WGS84,cch1
RSA554412,1992-06-09,1992,6,9,161,,San Bernardino,"""San Bernardino National Forest, Willow Creek, 1.5 - 2 miles E of Rock Camp Guard Station & immediately NE of large curve to S on Hwy 173.""",1463,34.286667,-117.185833,,,,,cch1
RSA421377,1979-05-05,1979,5,5,125,integrifolia,Los Angeles,"""Angeles Forest Highway 3 miles from jct. with Angeles Crest Hwy, ca. 30 yds. up a small stream.""",915,34.2909,-118.1705,800,,,WGS84,cch1
RSA721602,1995-04-29,1995,4,29,119,menziesii,San Bernardino,"""West of Cajon Wash and south of Hwy 138, c. 1 mile SSW of Cajon Junction, off FS road 3N49.""",945,34.299722,-117.480278,,,,,cch1
RSA554391,1992-06-08,1992,6,8,160,,San Bernardino,"""San Bernardino National Forest, vicinity of Rock Camp Ranger Station, from the Station to ca. 1 mi due E, and at widest part of site, S to Hwy 173.""",1494,34.3,-117.216667,400,,,NAD83,cch1
RSA607224,1968-05-31,1968,5,31,152,integrifolia,Los Angeles,San Gabriel Mountains: Devil's Canyon.,1128,34.300557,-117.979918,400,,,WGS84,cch1
RSA729397,1998-05-23,1998,5,23,143,integrifolia,San Bernardino,"""Ralston Peak, on southern ridge.""",1335,34.301389,-117.495833,1000,,,,cch1
RSA650055,1974-05-02,1974,5,2,122,integrifolia,San Bernardino,Summit Valley.,1037,34.30864,-117.32091,2500,,,WGS84,cch1
RSA794025,2012-05-08,2012,5,8,129,menziesii,San Bernardino,"""Western San Bernardino Mountains: Cajon Pass area, Cleghorn Road (dirt), 2 miles airline east (92 degrees) of Cajon Junction.""",1198,34.311017,-117.438833,,,,,cch1
RSA747361,2008-03-24,2008,3,24,84,,San Bernardino,"""Wye Peak at Cajon Junction, NE of 215/Hwy 138 intersection.""",1107,34.314167,-117.438611,1000,,,,cch1
RSA421495,1930-06-16,1930,6,16,167,,San Bernardino,Lower Horsethief Canyon.,,34.31497,-117.354998,2500,,,WGS84,cch1
RSA0043194,1995-04-25,1995,4,25,115,integrifolia,San Bernardino,"""East of hwy. I-15 and Cajon Pass, via hwy. 138, Elliott's Ranch area.""",1067,34.325,-117.422778,,,,,cch1
RSA421360,1949-04-16,1949,4,16,106,,San Bernardino,Canyon [Cajon] Pass,823,34.3252,-117.4284,2000,,,WGS84,cch1
RSA421361,1934-03-27,1934,3,27,86,,San Bernardino,Cajon Pass.,1220,34.3252,-117.4284,2000,,,WGS84,cch1
RSA333764,1980-06-02,1980,6,2,154,integrifolia,San Bernardino,"""Near Mojave River, S of Hesperia and 5.2 miles N of junction of Silverwood Lake and Hesperia roads.""",976,34.325556,-117.267222,1000,,,,cch1
RSA75884,1925-03-18,1925,3,18,77,integrifolia,Los Angeles,South slope of Newhall Grade between Saugus and San Fernando Valley,381,34.32692,-118.502841,1600,,,WGS84,cch1
RSA596954,1995-05-09,1995,5,9,129,,Los Angeles,"""E edge of Santa Susana Mts., Just W of San Gabriel Mtns: 'Sunshine Canyon' (name not shown on topo): W of San Fernando Road and I-5 Fwy. Just SW of interchange with State Route 14. Sunshine Canyon Landfill property.""",457,34.333333,-118.516667,,,,,cch1
RSA296798,1947-04-16,1947,4,16,106,menziesii,San Bernardino,"""Edge of Mojave desert, 10 miles northwest of Cajon.""",1402,34.36437,-117.50296,6400,,,NAD83,cch1
RSA421483,1929-05-22,1929,5,22,142,integrifolia,San Bernardino,"""Sheep Creek Canyon, Mahave Desert.""",1067,34.3735,-117.6129,2500,,,WGS84,cch1
RSA655478,1998-05-12,1998,5,12,132,integrifolia,San Bernardino,"""Mojave Desert: Baldy Mesa, Lugo-Vincent Powerline (S Cal. Edison), ca. 1 mi. W of I-15 and N of Cajon Summit)""",1250,34.374722,-117.45,1000,,,,cch1
RSA31814,1946-03-09,1946,3,9,68,,Ventura,Sulphur Mountain.,,34.378,-119.299,2000,,,NAD27,cch1
RSA615510,1967-05-18,1967,5,18,138,integrifolia,Los Angeles,San Gabriel Mountains: Placerita Canyon.,518,34.3781,-118.4578,1000,,,WGS84,cch1
RSA421302,1940-03-17,1940,3,17,77,integrifolia,Los Angeles,Near Newhall,610,34.3785,-118.5286,5000,,,WGS84,cch1
RSA718849,1995-03-25,1995,3,25,84,menziesii,San Bernardino,"""Pinon Hills area at Sheep Creek, 0.9 mi. south of Hwy 138 at Scrub Oak Rd.""",1378,34.406389,-117.605833,,,,,cch1
RSA729931,1998-04-14,1998,4,14,104,menziesii,Los Angeles,"""Southern Mojave Desert: 100 m east of mouth of Mescal Canyon, in Mescal Heights area, 50 m E of 237th St. East""",1512,34.423333,-117.714444,,,,,cch1
RSA725200,2005-05-06,2005,5,6,126,integrifolia,Los Angeles,"""Off Big Pines Hwy (Road N) on the N side of the San Gabriel Mountains. Near Shoemaker Canyon. Along ridge, wash and roadside.""",1444,34.42548,-117.80429,,,,,cch1
RSA0065634,2015-03-19,2015,3,19,78,integrifolia,Los Angeles,"""San Gabriel Mountains: Arrastre Canyon, south of Acton.""",846,34.42758,-118.18402,,,,,cch1
RSA589117,1992-04-04,1992,4,4,95,menziesii,Los Angeles,"""Big Rock Creek: ca 0.25 mile S of Big Pines Highway, between the stream and Big Rock Creek Road.""",1207,34.429,-117.8374,150,,,WGS84,cch1
RSA616268,1998-03-15,1998,3,15,74,,Los Angeles,"""Soledad Canyon Proposed quarry area N of Soledad Canyon road, S of I14 freeway, E of Bee Canyon and W of Agua Dulce Canyon. Degraded shrublands on S facing slopes and canyons above Soledad Canyon.""",579,34.433333,-118.35,,,,,cch1
RSA618787,1973-04-20,1973,4,20,110,integrifolia,Los Angeles,San Gabriel Mountains: Aliso Canyon approximately 1/2 mile east of Blum Ranch.,945,34.449722,-118.158333,,,,,cch1
RSA252917,1973-04-20,1973,4,20,110,integrifolia,Los Angeles,"""San Gabriel Mts., Mojave Desert slopes: 3.2 miles S of Hwy 138 along Grandview Canyon Rd.""",1280,34.451769,-117.764984,500,,,WGS84,cch1
RSA733445,2001-04-18,2001,4,18,108,menziesii,Los Angeles,"""San Gabriel Mtns./Mojave Desert: Valyermo area, ridge top ca. 500 m east of south end of Bobs Gap""",,34.453056,-117.806944,,,,,cch1
RSA771945,1973-04-25,1973,4,25,115,,Los Angeles,"""San Gabriel Mountains, Mojave Desert Slope: 1/4 mi N of Bob's Gap, 3.5 miles S of Llano, N slope of Holcomb Ridge""",1159,34.457427,-117.81411,300,,,WGS84,cch1
RSA588054,1994-04-15,1994,4,15,105,menziesii,Los Angeles,Santiago canyon: W slopes of drainage near confluence with Little Rock Creek.,1113,34.4662,-118.0305,400,,,NAD83,cch1
RSA421373,1944-04-09,1944,4,9,100,integrifolia,Ventura,"""Nordhoff Peak, Ojai Valley.""",,34.498,-119.241,500,,,NAD83,cch1
RSA597821,1969-04-20,1969,4,20,110,menziesii,Los Angeles,Mt. Emma Road just north of National Forest Boundary; ridge east of Hunt Canyon.,,34.499427,-118.061306,500,,,WGS84,cch1
RSA421378,1933-04-02,1933,4,2,92,integrifolia,Los Angeles,Mint Canyon.,,34.511496,-118.346151,22000,,,WGS84,cch1
RSA44096,1947-03-15,1947,3,15,74,,Ventura,"""Middle Fork, upper Matilija Creek.""",,34.519061,-119.361637,2000,,,WGS84,cch1
RSA611655,1998-03-17,1998,3,17,76,menziesii,Los Angeles,Liebre Mountains region: Anaverde Valley at north base of Sierra Pelona.,976,34.543278,-118.159056,,,,,cch1
RSA509552,1989-03-17,1989,3,17,76,menziesii,Los Angeles,"""Palmdale area, Elizabeth Lake Road at California Aqueduct. San Andreas rift zone bisects the site.""",884,34.583333,-118.166667,,,,,cch1
RSA523374,1935-03-06,1935,3,6,65,menziesii,Los Angeles,4 miles west of Palmdale,945,34.584766,-118.188557,500,,,WGS84,cch1
RSA579473,1994-05-10,1994,5,10,130,integrifolia,Los Angeles,Warm Springs Mountain: at the confluence of a blueline drainage NNE off the face of Warm Springs Mtn; ca 1250 m WNW from the canyon's effluence into Elizabeth Lake Canyon,668,34.610556,-118.571944,,,,,cch1
RSA595452,1995-05-08,1995,5,8,128,menziesii,Los Angeles,Slopes between Leona Valley and Lost Valley.,1098,34.611667,-118.326111,,,,,cch1
RSA240754,1973-04-20,1973,4,20,110,menziesii,Los Angeles,San Gabriel Mountains.,1143,34.618611,-118.415556,,,,,cch1
RSA599257,1997-03-31,1997,3,31,90,integrifolia,Los Angeles,"""Liebre Mountains region: Knapp Ranch area at upper end of Castaic Creek drainage in broad alluvial valley at head of Cienaga Canyon, south of Liebre Mountain""",914,34.687167,-118.662278,,,,,cch1
RSA600077,1997-05-20,1997,5,20,140,integrifolia,Los Angeles,"""Liebre Mountains region: Northern flank of Sawmill Mountain, upper Heryford Canyon drainage, just northeast of Sawmill Summit at the junction of Forest Service roads 7N23 and 7N08.""",1341,34.691417,-118.55475,,,,,cch1
RSA592849,1996-05-01,1996,5,1,122,integrifolia,Los Angeles,"""Liebre Mountains, Sawmill Mountain, upper slopes and summit at head of Heryford Canyon, east of the junction of 7N23 and 7N08.""",1524,34.691667,-118.55,,,,,cch1
RSA580464,1994-05-11,1994,5,11,131,integrifolia,Los Angeles,Atmore Meadows: between Liebre and Sawmill Mountains; streams draining southward to the North Fork of Fish Canyon. (sections not demarcated).,1317,34.691944,-118.604167,,,,,cch1
RSA599470,1997-04-01,1997,4,1,91,integrifolia,Los Angeles,Liebre Mountains region: Atmore Meadows area at the southeastern end of Liebre Mountain in a tributary drainage to the North Fork Fish Canyon.,1317,34.692417,-118.604222,,,,,cch1
RSA421312,1929-03-30,1929,3,30,89,,Los Angeles,W. of Lancaster,,34.693645,-118.415685,20000,,,WGS84,cch1
RSA598890,1997-03-21,1997,3,21,80,,Los Angeles,"""Liebre Mountains, Portal Ridge, open ridgeline about junction of Juday Truck Trail and Troedel Motorway, south of Troedel Spring.""",1183,34.696556,-118.4625,,,,,cch1
RSA598872,1997-03-21,1997,3,21,80,menziesii,Los Angeles,"""Liebre Mountains, Portal Ridge, upper Broad Canyon, ca. 1 mile east of VABM King and 1.2 miles east of the junction of Forest Service Roads 7N07 and 7N07A, along the ridgeline dividing Bleich Canyon and Broad Canyon.""",1195,34.7065,-118.480917,,,,,cch1
RSA597768,1997-03-14,1997,3,14,73,menziesii,Los Angeles,"""Liebre Mountains, lower southeastern flank of Bald Mountain, near head of Liebre Gulch, due west of Sandberg.""",1213,34.74125,-118.717194,,,,,cch1
RSA24986,1941-04-29,1941,4,29,119,integrifolia,San Bernardino,"""Mojave Desert, S side of Old Dad-Granite Mt. Range. East fork (upper portion) of Willow Spring Canyon""",1372,34.771617,-115.70569,900,,,WGS84,cch1
RSA747646,2009-04-07,2009,4,7,97,menziesii,Kern,"""Western Transverse Range; San Emigdio Mountains Region; Bitter Creek National Wildlife Preserve, ca. 1.10 miles east northeast of junction of Cerro Noroeste Road and Klipstein Canyon Road.""",1089,34.942661,-119.381445,500,,,WGS84,cch1
RSA421287,1907-06-10,1907,6,10,161,,Kern,Tehachapi Mountains.,,35.0142,-118.5999,27000,,,WGS84,cch1
RSA421292,1930-03-29,1930,3,29,88,,Kern,Ranch near Bakersfield.,,35.3733,-119.0187,26500,,,WGS84,cch1
RSA421286,1973-04-22,1973,4,22,112,,Kern,"""Piute Meadows, Walker Basin, vicinity of Rankin Ranch.""",915,35.381944,-118.553611,,,,,cch1
RSA730888,2008-05-01,2008,5,1,122,integrifolia,Kern,"""Piute Mountains, lower Esperanza Canyon at eastern base of Sorrell Peak and western edge of Kelso Valley.""",1372,35.418611,-118.256111,1000,,,,cch1
RSA713429,2006-03-19,2006,3,19,78,menziesii,San Luis Obispo,"""roadside of 58-E, east of 101. Sunny flat, gravelly soil.""",492,35.441917,-120.310267,,,,,cch1
RSA0073853,2015-03-07,2015,3,7,66,menziesii,Kern,"""Horse Canyon. West side of canyon, near the mouth of the canyon. Near primitive campsite.""",1203,35.54837,-118.04398,,,,,cch1
RSA0073849,2015-03-21,2015,3,21,80,menziesii,Kern,"""Near Rocky Point, small canyon south of Cane Canyon. East of Kelso Valley Road. South of old mining road.""",1028,35.57886,-118.23388,,,,,cch1
RSA750477,1985-03-23,1985,3,23,82,,Kern,"""Piute Mtns. Along Erskine Creek Road, 2.1 miles from the flume and the first creek crossing of Erskine Creek.""",1000,35.6,-118.458333,,,,,cch1
RSA421285,1938-04-23,1938,4,23,113,,Kern,Round Mountain.,,35.6319,-118.812,1500,,,WGS84,cch1
RSA0067586,2014-04-26,2014,4,26,116,menziesii,Kern,Scodie Canyon. At the end of the U.S. Fish and Wildlife Ecological Reserve.,1222,35.64018,-118.18436,,,,,cch1
RSA346566,1971-05-02,1971,5,2,122,,Kern,First summit between Glenville and wood,1006,35.705585,-118.752627,2200,,,WGS84,cch1
RSA605958,1935-04-09,1935,4,9,99,menziesii,San Luis Obispo,Cholame,457,35.724,-120.296,1000,,,NAD27,cch1
RSA721842,1937-03-20,1937,3,20,79,,Kern,Near Delano.,,35.76889,-119.24611,3800,,,WGS84,cch1
RSA77919,1952-04-16,1952,4,16,107,menziesii,Tulare,"""About Bear Creek, roughly 4 miles north of Springville along North Fork Tule River.""",457,36.177229,-118.796146,3752,,,WGS84,cch1
RSA113487,1955-05-06,1955,5,6,126,menziesii,Monterey,"""2 miles west of China Camp, Santa Lucia Mountains""",1311,36.2742,-121.5045,428,,,WGS84,cch1
RSA651289,1981-05-10,1981,5,10,130,,Los Angeles,Hwy 10 N Dudley & [Ganesha] Hills Raod - 1 mile. Pomona.,,36.324722,-117.028889,,,,,cch1
RSA603648,1944-02-27,1944,2,27,58,menziesii,Monterey,Point Lobos Reserve: NE of China Cove.,,36.5156,-121.94211,990,,,WGS84,cch1
RSA381419,1971-05-24,1971,5,24,144,menziesii,Fresno,Foothills of Sierra Nevada: ca. 2 miles beyond turn-off to Maxon Road.,442,36.906227,-119.268642,300,,,WGS84,cch1
RSA421351,1933-04-09,1933,4,9,99,menziesii,Mariposa,Raymond,,37.217168,-119.905438,3360,,,WGS84,cch1
RSA15266,1927-03-02,1927,3,2,61,menziesii,San Mateo,Above Searsville Lake.,,37.404068,-122.236617,1000,,,WGS84,cch1
RSA51250,1950-03-18,1950,3,18,77,menziesii,San Francisco,Bayview Hills.,76,37.7147,-122.3908,778.92056,,,NAD27,cch1
RSA733621,1946-03-23,1946,3,23,82,,Napa,"""Napa range, along Napa-Monticello road.""",,38.38984,-122.2023,12300,,,WGS84,cch1
RSA201829,1965-03-19,1965,3,19,78,menziesii,Napa,"""Open meadow along Dollarhide Road, 3.5 miles east of Pope Valley.""",,38.60634,-122.36959,910,,,WGS84,cch1
RSA2478,1922-04-05,1922,4,5,95,,Lake,Kelseyville.,,38.978,-122.8394,3274,,,WGS84,cch1
RSA296068,1935-04-10,1935,4,10,100,menziesii,Lake,Kelseyville,,38.978,-122.8394,3274,,,WGS84,cch1
RSA10775,1928-05-06,1928,5,6,127,menziesii,Lake,3 miles west of Bartlett Springs on the road to Clear Lake.,,39.16637,-122.74145,500,,,WGS84,cch1
RSA114997,1955-05-15,1955,5,15,135,atomaria,Humboldt,13.5 miles southwest from Ferndale along Old Coast road to Capetown.,335,40.92292,-123.80674,160,,,WGS84,cch1
RSA33408,1929-02-19,1929,2,19,50,atomaria,Humboldt,Little River.,,40.991,-124.105,8046.7,,,NAD27,cch1
RSA0036056,1935-03-03,1935,3,3,62,,Orange,San Juan Canyon.,762,,,,,,,cch1
RSA0037196,1991-05-12,1991,5,12,132,,Riverside,"""Area of High Country Ranches. From Tamatea Road approx. 100 ft. to dry stream bed, walking northeasterly direction.""",1280,,,,,,,cch1
RSA0043165,1933-04-19,1933,4,19,109,,Los Angeles,Palos Verdes Hills.,,,,,,,,cch1
RSA0051320,1932-03-28,1932,3,28,88,,Orange,2 miles NW of H.B.,,,,,,,,cch1
RSA0056306,1970-04-04,1970,4,4,94,,Santa Barbara,San Marcos Pass.,678,,,,,,,cch1
RSA0059611,1917-04-04,1917,4,4,94,,Riverside,Palm Canyon,762,,,,,,,cch1
RSA0059738,1945-05-05,1945,5,5,125,,Riverside,San Gorgonio Mountains above Banning.,914,,,,,,,cch1
RSA0113523,1938-03-26,1938,3,26,85,,Riverside,Corona-Elsinore Rd.,,,,,,,,cch1
RSA0128925,1932-03-05,1932,3,5,65,,Madera,"""5 miles west of Coarsegold. Sierra Nevadas, Fresno River watershed.""",549,,,,,,,cch1
RSA29514,1954-02-24,1954,2,24,55,,Kern,"""7 miles S of Maricopa, Hwy 399, Grocer Grade""",,,,,,,,cch1
RSA3166,1932-03-08,1932,3,8,68,,Orange,"""Santiago Dam, W. base Santa Ana Mts.""",305,,,,,,,cch1
RSA359870,1986-04-02,1986,4,2,92,,Riverside,"""Gavilan Plateau, Gavilan Hills, Harford Springs County Park.""",610,,,,,,,cch1
RSA418541,1978-03-30,1978,3,30,89,,Tulare,Sequoia National Park; Dry Creek Road.,159,,,,,,,cch1
RSA421291,1932-03-21,1932,3,21,81,,Kern,S end Great Valley.,305,,,,,,,cch1
RSA421300,1932-03-25,1932,3,25,85,,Los Angeles,2 miles N Claremont.,412,,,,,,,cch1
RSA421307,1917-04-01,1917,4,1,91,,Los Angeles,"""Upper Aliso Canyon, Santa Susana Mts.""",,,,,,,,cch1
RSA421308,1917-06-02,1917,6,2,153,,Los Angeles,Exposition Park,,,,,,,,cch1
RSA421315,1890-01-14,1890,1,14,14,,Los Angeles,Los Angeles.,,,,,,,,cch1
RSA421317,1922-04-14,1922,4,14,104,,Los Angeles,Culver City.,,,,,,,,cch1
RSA421318,1884-03-03,1884,3,3,63,,Los Angeles,Near USC Los Angeles,,,,,,,,cch1
RSA421322,1933-03-31,1933,3,31,90,,Los Angeles,Playa del Rey.,,,,,,,,cch1
RSA421324,1920-03-13,1920,3,13,73,,Los Angeles,"""San Jose Hills, 1 mi. South of San Dimas.""",305,,,,,,,cch1
RSA421329,1938-03-20,1938,3,20,79,,Los Angeles,"""Rolling hills, Palos Verdes Hills, Los Angeles.""",,,,,,,,cch1
RSA421357,1935-02-10,1935,2,10,41,,Orange,El Toro.,,,,,,,,cch1
RSA421363,1926-04-25,1926,4,25,115,,San Bernardino,"""Rim of W Old Drive, San Bernardino Mts.""",,,,,,,,cch1
RSA48449,1949-03-16,1949,3,16,75,,Los Angeles,3 miles north of Claremont,,,,,,,,cch1
RSA49732,1949-05-11,1949,5,11,131,,Kern,10 miles north of Caliente on road to Kernville,1280,,,,,,,cch1
RSA518016,1986-03-31,1986,3,31,90,,Los Angeles,"""Mojave Desert:Hwy 138, 4 miles E of jct w/Hwy 18 NE of Pinyon Hills.""",,,,,,,,cch1
RSA59320,1950-03-29,1950,3,29,88,,Kern,"""7 miles S of Maricopa, Grocer Grade, Hwy 399""",457,,,,,,,cch1
RSA608053,1931-02-07,1931,2,7,38,,Los Angeles,Sargent's Grove.,,,,,,,,cch1
RSA610229,1997-03-19,1997,3,19,78,,Orange,"""Rancho Mission Viejo: Canada Gobernadora, east slope. 1.7 km SW Cliff Survey Mark, 1.7 N Calf. Route 74.""",122,,,,,,,cch1
RSA648209,1983-05-17,1983,5,17,137,,San Bernardino,1.7 miles northwest of the end of Etiwanda Ave.; Day Canyon Gaging Station.,884,,,,,,,cch1
RSA652199,1969-05-10,1969,5,10,130,,Los Angeles,Evey Can. off Baldy Rd.,,,,,,,,cch1
RSA652200,1961-05-29,1961,5,29,149,,Los Angeles,"""Mt. Wilson Rd., Angeles Natl. Forest.""",,,,,,,,cch1
RSA652201,1937-04-12,1937,4,12,102,,Los Angeles,"""Franklin Canyon, Los Angeles. [North of Beverly Hills]""",,,,,,,,cch1
RSA717060,2006-04-11,2006,4,11,101,,Los Angeles,"""Lebec USGS quad; triangular site generally bounded by Interstate 5, Highway 138, and Gorman Post Road.""",1037,,,,,,,cch1
RSA746616,2009-03-16,2009,3,16,75,,Kern,"""Western Transverse Range; San Emigdio Mtns. Region; Bitter Creek National Wildlife Preserve, ca. 0.25 mi. SW of junction of Hwy. 166 and Cerro Noroeste Rd.""",905,,,,,,,cch1
RSA75885,1938-03-31,1938,3,31,90,,Kern,"""2 miles W of Famosa, S of road to Wasco""",,,,,,,,cch1
RSA783266,1962-05-03,1962,5,3,123,,San Bernardino,Edge of yellow pine forest in canyon of southern access road to Thomas Mt. 2 miles west of southern Garner Valley and Pine-to-Palms Hwy,1448,,,,,,,cch1
RSA783331,1958-03-03,1958,3,3,62,,San Bernardino,Along tributary to Deer Creek where it crosses Cucamonga Truck Trail 2.5 miles from locked gate at foot of Cucamonga Canyon at head of Sapphire Station and 3 miles N of State Hwy 30 to San Bernardino out of Upland.,1143,,,,,,,cch1
RSA785870,1954-04-05,1954,4,5,95,,Los Angeles,Puddingstone Dam area near LaVerne,457,,,,,,,cch1
RSA785871,1966-04-22,1966,4,22,112,,San Bernardino,"""Pinnacles stream, San Bernardino Mts.""",1494,,,,,,,cch1
RSA785873,1974-04-10,1974,4,10,100,,Kern,"""Greenhorn Mt. Rd., Tehachapi Mts.""",1067,,,,,,,cch1
RSA0003800,1882-02-25,1882,2,25,56,integrifolia,Los Angeles,Pasadena.,,,,,,,,cch1
RSA0035444,1982-05-15,1982,5,15,135,menziesii,San Diego,"""CA Hwy S6, 4 mi. N of Palomar Mtn.""",1524,,,,,,,cch1
RSA0060576,1984-04-28,1984,4,28,119,menziesii,Riverside,"""Collected on North-facing slope adjacent ot and on the South side of Highway 74, 3.6 miles from Strawberry Creek going towards Mountain Center.""",1219,,,,,,,cch1
RSA101011,1950-04-02,1950,4,2,92,atomaria,San Mateo,"""Near San Andreas Lake, San Francisco Watershed Reserve""",,,,,,,,cch1
RSA10994,1928-02-26,1928,2,26,57,atomaria,Mendocino,"""On Hopland Grade, 3 miles south of Hopland.""",,,,,,,,cch1
RSA15373,1927-04-24,1927,4,24,114,atomaria,Marin,The coastal side of Mill Valley toll road.,,,,,,,,cch1
RSA421376,1929-03-30,1929,3,30,89,atomaria,Marin,Mt. Tamalpais.,,,,,,,,cch1
RSA42344,1946-03-22,1946,3,22,81,atomaria,Marin,"""Jct of Alpine Lake road with Pine Mtn fire trail, 2 miles SW of Fairfax""",168,,,,,,,cch1
RSA74751,1951-06-06,1951,6,6,157,atomaria,Humboldt,On road between Orick and Weitchpec.,,,,,,,,cch1
RSA75877,1926-03-28,1926,3,28,87,atomaria,Marin,Tennessee Cove.,,,,,,,,cch1
RSA79378,1952-05-12,1952,5,12,133,atomaria,Trinity,"""Mad River, 3.6 miles east of Humboldt-Trinity Co. line, Highway 36 from Cobbs to Forest Glen.""",915,,,,,,,cch1
RSA796428,1939-04-23,1939,4,23,113,atomaria,Marin,Nicasio.,46,,,,,,,cch1
RSA0043192,1931-03-01,1931,3,1,60,integrifolia,Los Angeles,Oak Wilde.,,,,,,,,cch1
RSA0046820,1994-05-22,1994,5,22,142,integrifolia,Los Angeles,USFS trail 7W12 Baldy Tr.,1500,,,,,,,cch1
RSA156323,1902-07-01,1902,7,1,182,integrifolia,Los Angeles,Little Santa Anita Canyon,914,,,,,,,cch1
RSA191096,1967-06-25,1967,6,25,176,integrifolia,Los Angeles,"""Chantry Flats, N of Sierra Madre, Arroyo Seco Section, Angeles National Forest.""",762,,,,,,,cch1
RSA225716,1971-05-22,1971,5,22,142,integrifolia,Los Angeles,"""San Gabriel Mountains, Angeles National Forest: Fish Canyon""",274,,,,,,,cch1
RSA274234,1978-04-23,1978,4,23,113,integrifolia,Inyo,Coso Hot Springs Area; 0.25 miles north Haiwee Spring.,1488,,,,,,,cch1
RSA307343,1979-05-10,1979,5,10,130,integrifolia,San Bernardino,Near junction of Grass Valley Creek and Mojave River.,976,,,1600,,,,cch1
RSA33902,1945-05-24,1945,5,24,144,integrifolia,Riverside,"""Big Oaks Canyon, San Gorgonio Mountains, Banning.""",1220,,,,,,,cch1
RSA421304,1973-04-07,1973,4,7,97,integrifolia,Los Angeles,"""Agua Dulce, north of freeway""",610,,,,,,,cch1
RSA421375,1932-04-16,1932,4,16,107,integrifolia,Los Angeles,W fork Santa Anita Canyon.,762,,,,,,,cch1
RSA421484,1932-03-12,1932,3,12,72,integrifolia,Los Angeles,Arrastre Canyon,,,,,,,,cch1
RSA421496,1931-05-10,1931,5,10,130,integrifolia,San Bernardino,San Gabriel Mountains: Sheep Canyon.,,,,,,,,cch1
RSA421499,1944-07-02,1944,7,2,184,integrifolia,San Diego,Palomar Mountain. Upper Campground.,1555,,,,,,,cch1
RSA588711,1990-05-22,1990,5,22,142,integrifolia,Orange,"""Santa Ana Mountains; Upper Hot Springs canyon, just west of Falcon Group Camp, 1.9km ESE Los Pinos Peak.""",994,,,,,,,cch1
RSA588783,1990-04-11,1990,4,11,101,integrifolia,Orange,"""Santa Ana Mountains: East Fork Upper Long Canyon, along Main Divide Truck Trail, 4.4 kilometers SE Los Pinos Peak.""",750,,,,,,,cch1
RSA60205,1950-03-28,1950,3,28,87,integrifolia,Los Angeles,"""12 miles south of Castaic, hwy 99.""",335,,,,,,,cch1
RSA646981,2000-04-22,2000,4,22,113,integrifolia,Los Angeles,Verdugo Mountains: South on La Crescenta to Shirleyjean turn right to Camp Max Straus. City of Verdugo City.,518,,,,,,,cch1
RSA75867,1920-05-01,1920,5,1,122,integrifolia,Los Angeles,"""Idle Hour Camp, Eaton Canyon.""",732,,,,,,,cch1
RSA75883,1921-06-13,1921,6,13,164,integrifolia,Los Angeles,"""RangerAs cabin, west fork of San Gabriel River.""",960,,,,,,,cch1
RSA0028725,1933-04-09,1933,4,9,99,menziesii,Santa Cruz,Ano Nuevo Pines,,,,,,,,cch1
RSA0070947,1973-05-28,1973,5,28,148,menziesii,Los Angeles,"""Angeles National Forest, San Gabriel Mts.: Trail Canyon.""",610,,,,,,,cch1
RSA0070948,1994-04-29,1994,4,29,119,menziesii,Los Angeles,"""Northern slope of the San Gabriel Mountains, Angeles National Forest: side draw on southeastern side of Mt. Emma, Santiago Canyon drainage.""",1159,,,,,,,cch1
RSA101759,1950-03-31,1950,3,31,90,menziesii,Tulare,"""Near Coffee Campground by Tule River, above Springville.""",549,,,,,,,cch1
RSA102181,1884-06-01,1884,6,1,153,menziesii,Unknown,[No location information on label.],,,,,,,,cch1
RSA10456,1929-04-12,1929,4,12,102,menziesii,San Benito,2 miles north of summit of San Juan Grade.,,,,,,,,cch1
RSA10643,1928-05-03,1928,5,3,124,menziesii,Napa,"""Summit of Mount St. Helena Grade, N of Calistoga""",,,,,,,,cch1
RSA120045,1904-04-02,1904,4,2,93,menziesii,Santa Clara,"""Monte Bello, head of Stevens Creek.""",,,,,,,,cch1
RSA124603,1956-03-10,1956,3,10,70,menziesii,Fresno,"""6 miles southwest of Kerman, 4.8 miles west of Madera Road, 200 ft. south of American Road.""",,,,,,,,cch1
RSA127738,1958-04-12,1958,4,12,102,menziesii,Tuolumne,4.9 miles southwest of Tuolumne along road to Groveland.,,,,,,,,cch1
RSA128920,1950-04-06,1950,4,6,96,menziesii,Sonoma,"""Vernal flats, Cotati to Santa Rosa.""",152,,,,,,,cch1
RSA131587,1953-04-05,1953,4,5,95,menziesii,Fresno,Big Sandy Valley near the foot of northeast slope of Black Mountain. Johnson pasture back of Ridge View Ranch.,610,,,,,,,cch1
