specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5
DAV300378,1975-04-09,1975,4,9,99,atomaria,Sonoma County,"Sonoma County: Mayacmas Mountains, Hilary Farms. (Exact location unknown. Elevation and coordinates estimated by label maker.)",610,38.845556,-122.938889,500,,,WGS84,cch2,1399282,,,http://cch2.org/portal/collections/individual/index.php?occid=1399282,,,,,,,,,
DAV300324,2006-04-24,2006,4,24,114,,Yolo County,"Yolo County: McLaughlin Reserve; Davis Creek Reservoir, Hobbit Hill.",467,38.8625,-122.358639,,,,,cch2,1343797,,,http://cch2.org/portal/collections/individual/index.php?occid=1343797,,,,,,,,,
DAV300384,2013-04-14,2013,4,14,104,menziesii,Lake County,"Lake County: Clear Lake State Park. NE of Kelseyville. Lower northern slope of Mount Konocti. South side of park, south of Soda Bay Road. South of undeveloped road that goes southeast from Glebe Road past the gate.",562,38.999722,-122.803333,,,,NAD83,cch2,1384122,,,http://cch2.org/portal/collections/individual/index.php?occid=1384122,,,,,,,,,
DAV300357,1954-04-07,1954,4,7,97,,Mendocino County,"Mendocino County: Hopland, Hopland Field Station, in pasture northwest of station headquarters. (Exact location unknown. Coordinates estimated by label maker).",240,39.003333,-123.0875,541,,,WGS84,cch2,1400962,,,http://cch2.org/portal/collections/individual/index.php?occid=1400962,,,,,,,,,
JEPS3136,1915-04-06,1915,4,6,96,,Colusa,College City,,39.006634,-122.00778,1024,,,NAD27,cch2,3181627,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3181627,,,,,,,,,
JEPS2989,1908-05-01,1908,5,1,122,,Colusa,College City,,39.006634,-122.00778,1024,,,NAD27,cch2,3522055,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3522055,,,,,,,,,
DAV300342,1981-04-11,1981,4,11,101,,Lake County,"CALIFORNIA: Lake CO. Northside of highway 20, 1 mile northwest of Glenhaven. Elev. 1800'.",,39.03859,-122.74535,500,,,WGS84,cch2,1298980,,,http://cch2.org/portal/collections/individual/index.php?occid=1298980,,,,,,,,,
DAV300391,1990-04-15,1990,4,15,105,integrifolia,Placer County,Placer County: 22587 Sunset Ridge Dr. Lake of the Pines.,366,39.049172,-121.065829,32,,,WGS84,cch2,1372997,,,http://cch2.org/portal/collections/individual/index.php?occid=1372997,,,,,,,,,
DAV300407,1995-05-19,1995,5,19,139,menziesii,Placer County,"Placer County: Near a road cut about 1 km from the trailhead of the Steven's Trail that descends the north fork of the American River Canyon outside of Colfax, south of I-80.",400,39.083333,-120.883333,,,,,cch2,1373003,,,http://cch2.org/portal/collections/individual/index.php?occid=1373003,,,,,,,,,
DAV300350,1965-04-11,1965,4,11,101,,Placer County,Placer County: 1 mile N. of Marysville on Hwy. 99 E.,,39.156849,-121.635633,3726,,,WGS84,cch2,1372981,,,http://cch2.org/portal/collections/individual/index.php?occid=1372981,,,,,,,,,
JEPS3118,1892-04-16,1892,4,16,107,,Nevada,Penn Valley,,39.20333,-121.18417,,,,,cch2,3352293,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3352293,,,,,,,,,
JEPS3130,1891-04-20,1891,4,20,110,,Sutter,"Valley of the Butte Pass , Valley of the Butte Pass (Marysville Buttes)",,39.2251,-121.81401,4038,,,NAD27,cch2,3487141,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3487141,,,,,,,,,
DAV300364,2013-04-06,2013,4,6,96,,Sutter County,Sutter County; Sutter Buttes. Dean Ranch. South of North Butte. Western slope of Sunrise Ridge.,272,39.228333,-121.776667,,,,NAD83,cch2,1392515,,,http://cch2.org/portal/collections/individual/index.php?occid=1392515,,,,,,,,,
JEPS94183,1998-04-21,1998,4,21,111,menziesii,Colusa,Rd. 401 1.8 mi. n. Grapevine Pass (on the Sites-Lodoga Rd.),472,39.3743,-122.46,805,,,NAD27,cch2,3475130,Flowering/Fruiting,Foothill Woodland; in pasture in blue oak woodland,http://cch2.org/portal/collections/individual/index.php?occid=3475130,,,,,,,,,
DAV300367,1962-04-08,1962,4,8,98,,Butte County,"Butte County: On Table Mountain, north of Oroville.",,39.598253,-121.557489,3100,,,WGS84,cch2,1372843,,,http://cch2.org/portal/collections/individual/index.php?occid=1372843,,,,,,,,,
JEPS107354,2005-03-17,2005,3,17,76,menziesii,Butte,"Big Chico Creek Ecological Reserve. On the east side of Chico Canyon Road, about 1 mile (air) west of Highway 32, about 7 miles (air) northeast of Chico",236,39.833054,-121.7175,,,,,cch2,3353470,,"Foothill Woodland. Normal size plants, on damp soil, grassy opening. Common, inconspicuous.",http://cch2.org/portal/collections/individual/index.php?occid=3353470,,,,,,,,,
JEPS1918,1911-04-07,1911,4,7,97,,Tehama,Corning,,39.92731,-122.17976,2416,,,NAD27,cch2,3463887,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3463887,,,,,,,,,
HSC201520,1980-05-25,1980,5,25,146,,Trinity,Near Shannon Butte,701,40.1708333,-123.377222,,,,,cch2,1813138,,Meadow,http://cch2.org/portal/collections/individual/index.php?occid=1813138,,,,,,,,,
HSC201528,1979-06-04,1979,6,4,155,,Trinity,"Near Van Duzen River, close to the town of Alderpoint.",853,40.3341111,-123.385722,,,,,cch2,1795528,,Evergreen conifer forest,http://cch2.org/portal/collections/individual/index.php?occid=1795528,,,,,,,,,
JEPS1496,1934-05-06,1934,5,6,126,,Trinity,South Fork Mt.,,40.50722,-123.49611,,,,,cch2,3474276,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3474276,,,,,,,,,
JEPS1909,1911-04-12,1911,4,12,102,,Shasta,Redding,,40.58667,-122.39056,,,,,cch2,3548897,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3548897,,,,,,,,,
HSC201471,1980-06-07,1980,6,7,159,,Humboldt,Near Brush Mtn.,1128,40.9122222,-123.666667,,,,,cch2,1813707,,Douglas fir-tan oak-madrone forest serpentine,http://cch2.org/portal/collections/individual/index.php?occid=1813707,,,,,,,,,
JEPS1906,1937-07-04,1937,7,4,185,atomaria,Del Norte,Gasquet,152,41.84556,-123.96833,,,,,cch2,3302527,Flowering/Fruiting,"data in packet reads ""Gasquet Golf Course",http://cch2.org/portal/collections/individual/index.php?occid=3302527,,,,,,,,,
JEPS1879,1938-04-17,1938,4,17,107,atomaria,Del Norte,"Gasquet , Gasquet (Bonnar Flat)",45,41.84556,-123.96833,1622,,,NAD27,cch2,3424402,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3424402,,,,,,,,,
JEPS1881,1938-04-10,1938,4,10,100,atomaria,Del Norte,Smith River Indian Reservation,7,41.95361,-124.20139,,,,,cch2,3500104,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3500104,,,,,,,,,
IRVC100599,2006-04-01,2006,4,1,91,integrifolia,San Bernardino,Dry Morrongo Wash at County line btween Riverside and San Bernardino at bridge of Hwy 62.,732,34.032821,-116.591306,111,WW,,WGS84,cch2,623189,,Mixed and desert scrub; in former burn area (~ 2 yrs previous); granite bedrock and allovial soils.,http://cch2.org/portal/collections/individual/index.php?occid=623189,,,,,,,,,
DAV300343,1985-04-06,1985,4,6,96,,Sutter County,"Sutter County: Sutter Buttes, Dean Place;",213,39.223224,-121.781083,442,"WW, DG",,WGS84,cch2,1299846,,,http://cch2.org/portal/collections/individual/index.php?occid=1299846,,,,,,,,,
DAV300327,1989-05-06,1989,5,6,126,,Amador County,Amador County: Town of Volcano.,107,38.442966,-120.630763,708,WW,,WGS84,cch2,1299939,,,http://cch2.org/portal/collections/individual/index.php?occid=1299939,,,,,,,,,
DAV300398,1970-05-23,1970,5,23,143,menziesii,Calaveras County,"Stanislaus River Canyon. Along Hunter's Road, between Hathaway Pines and NF Stanislaus River.",732,38.197847,-120.36173,354,WW,"Found a 'Hunter Dam road' near Hathaway pines, assumed to be road of collection",WGS84,cch2,1310851,,,http://cch2.org/portal/collections/individual/index.php?occid=1310851,,,,,,,,,
DAV300326,1942-02-21,1942,2,21,52,,Lake County,"Lake County: At the west bank of Clear Lake, 3 mi. south of Lucerne along Calif. #20.",,39.052722,-122.780856,869,CPA,,WGS84,cch2,1372671,,,http://cch2.org/portal/collections/individual/index.php?occid=1372671,,,,,,,,,
DAV300330,1978-04-19,1978,4,19,109,,Los Angeles County,Los Angeles County: Verdugo Mountains on fireroad from Stough Canyon to La Crescenta.,549,34.224522,-118.276285,1035,DG,,WGS84,cch2,1372674,,,http://cch2.org/portal/collections/individual/index.php?occid=1372674,,,,,,,,,
DAV300370,1932-03-05,1932,3,5,65,,Madera County,Madera County: 5 mi. W. Coarsegold.,549,37.262134,-119.792083,4000,CPA,,WGS84,cch2,1372846,,,http://cch2.org/portal/collections/individual/index.php?occid=1372846,,,,,,,,,
DAV300373,1966-04-06,1966,4,6,96,,Trinity County,"Trinity County: Slattery Pond, just off U.S. Highway 299, 7 miles west of Weaverville.",640,40.735598,-123.019736,316,CPA,,WGS84,cch2,1372849,,,http://cch2.org/portal/collections/individual/index.php?occid=1372849,,,,,,,,,
DAV300376,1962-04-02,1962,4,2,92,,Solano County,"Solano County: East side of Pleasants Valley Road, 0.6 mile south of State Highway 128.",244,38.488452,-122.019066,255,CPA,,WGS84,cch2,1372852,,,http://cch2.org/portal/collections/individual/index.php?occid=1372852,,,,,,,,,
DAV300377,1951-04-08,1951,4,8,98,,Napa County,"Napa County: 6.1 miles southwest of Monticello, on Napa Road.",,38.515124,-122.287186,3945,CPA,"identified Napa Road, but not Monticello; uncertainty covers entire Napa Road",WGS84,cch2,1372853,,,http://cch2.org/portal/collections/individual/index.php?occid=1372853,,,,,,,,,
DAV300333,1973-05-08,1973,5,8,128,,Fresno County,Fresno County: 1.1 mi. past Trimmer Ranger Station on Trimmer Springs Rd. coming from Trimmer.,,36.917761,-119.318577,349,CPA,"Update: Given that collector was coming fraom Trimmer and headed past the ranger station, it is very likely that they assumed Maxon road to be Trimmer road since the two connect and travel in the same direction. Error radius is halfway to Watt's Creek (DG). Only ranger station found in area was not on Trimmer Springs Road",WGS84,cch2,1372966,,,http://cch2.org/portal/collections/individual/index.php?occid=1372966,,,,,,,,,
DAV300336,1959-03-29,1959,3,29,88,,El Dorado County,"El Dorado County: State Highway 49, 2 1/2 miles southeast of Pilot Hill.",,38.828068,-120.96957,562,"CPA, DG",refined error_distance. Was likely collected along highway as opposed to directly SW of Pilot,WGS84,cch2,1372968,,,http://cch2.org/portal/collections/individual/index.php?occid=1372968,,,,,,,,,
DAV300337,1963-05-07,1963,5,7,127,,Amador County,"Amador County: Near Cook's Station, State Highway 88.",914,38.520773,-120.434123,648,CPA,,WGS84,cch2,1372969,,,http://cch2.org/portal/collections/individual/index.php?occid=1372969,,,,,,,,,
DAV300341,1965-04-12,1965,4,12,102,,Tulare County,Tulare County: 1 mile northeast of gravel pit on Nigger Creek Road.,160,36.580345,-119.22089,428,"CPA, DG","DG Update: found a ""Negro Creek Road"" also named Dr 152 in Tulare Co. Saw gravel pit in satellite view and got coordinates.",WGS84,cch2,1372973,,,http://cch2.org/portal/collections/individual/index.php?occid=1372973,,,,,,,,,
DAV300351,1998-04-07,1998,4,7,97,,Napa County,Napa County: Along Rt. 128 at road marker 24/80.,,38.438545,-122.182711,113,CPA,"Found markers 24/78 and 24/84 using Google streetview, placed marker in between",WGS84,cch2,1372982,,,http://cch2.org/portal/collections/individual/index.php?occid=1372982,,,,,,,,,
DAV300353,1928-04-05,1928,4,5,96,,Napa County,Napa County: Monticello.,,38.577684,122.207197,624,CPA,,WGS84,cch2,1372983,,,http://cch2.org/portal/collections/individual/index.php?occid=1372983,,,,,,,,,
DAV300352,1961-03-29,1961,3,29,88,,Colusa County,Colusa County: South of Bear Valley; 3 miles north of junction of State Highways 16 and 20.,,39.046151,-122.376161,76,"CPA, DG, WW",Refined error distance,WGS84,cch2,1372984,,,http://cch2.org/portal/collections/individual/index.php?occid=1372984,,,,,,,,,
DAV300382,1947-02-18,1947,2,18,49,atomaria,Napa County,Napa County: 14 miles north of Napa.,,38.490438,-122.292395,4669,CPA,,WGS84,cch2,1372987,,,http://cch2.org/portal/collections/individual/index.php?occid=1372987,,,,,,,,,
DAV300396,1957-03-22,1957,3,22,81,atomaria,Solano County,"Solano County: North side of road to Green Valley Falls, 1 mile west of Rockville.",,38.255394,-122.13783,615,DG,Measured west of rockville along Rockville Rd,WGS84,cch2,1372992,,,http://cch2.org/portal/collections/individual/index.php?occid=1372992,,,,,,,,,
DAV300380,1998-03-21,1998,3,21,80,atomaria,Napa County,"Napa County: west of Pope Canyon Road, north side of Burton Creek.",187,38.616673,-122.395984,189,CPA,,WGS84,cch2,1403923,,,http://cch2.org/portal/collections/individual/index.php?occid=1403923,,,,,,,,,
HSC201463,1970-03-28,1970,3,28,87,,Calaveras,Along Whiskey Slide Rd. .2 mi. S of Jesus Maria Creek,488,38.254916,-120.580505,107,CPA,,WGS84,cch2,1767219,,Grassy clearing,http://cch2.org/portal/collections/individual/index.php?occid=1767219,,,,,,,,,
HSC201485,1962-03-13,1962,3,13,72,atomaria,Humboldt,2 mi. S of Trinidad along old Hwy. 101,,41.040735,-124.114973,331,CPA,,WGS84,cch2,1767946,,,http://cch2.org/portal/collections/individual/index.php?occid=1767946,,,,,,,,,
HSC201499,1962-03-04,1962,3,4,63,atomaria,Humboldt,About 2 mi. S of Trinidad,,41.040735,-124.114973,1030,CPA,,WGS84,cch2,1767947,,,http://cch2.org/portal/collections/individual/index.php?occid=1767947,,,,,,,,,
HSC201517,1928-05-06,1928,5,6,127,,Lake,Morrison,,38.70963,-120.324361,321,CPA,,WGS84,cch2,1767948,,,http://cch2.org/portal/collections/individual/index.php?occid=1767948,,,,,,,,,
HSC201515,1966-03-27,1966,3,27,86,,Trinity,2 mi. S of Burnt Ranch on the Spellenberg property,,40.780043,-123.474209,1997,CPA,,WGS84,cch2,1767950,,,http://cch2.org/portal/collections/individual/index.php?occid=1767950,,,,,,,,,
HSC201486,1962-03-22,1962,3,22,81,atomaria,Humboldt,2 mi. S of Trinidad along old Hwy. 101,122,41.040735,-124.114973,331,CPA,,WGS84,cch2,1767951,,,http://cch2.org/portal/collections/individual/index.php?occid=1767951,,,,,,,,,
HSC201483,1926-02-27,1926,2,27,58,atomaria,Humboldt,Big Rock at Little River,,41.031631,-123.985754,10414,DG,"Update: placed point along Little River, near the middle, and set the extent of the uncertainty to cover the whole river (DG). Located a place called Little River and one called Big Rock Gulch, but they were not near each other",WGS84,cch2,1767952,,,http://cch2.org/portal/collections/individual/index.php?occid=1767952,,,,,,,,,
HSC201521,1930-05-25,1930,5,25,145,,Humboldt,Laribee Valley,793,40.44153,-123.671426,868,CPA,,WGS84,cch2,1767954,,,http://cch2.org/portal/collections/individual/index.php?occid=1767954,,,,,,,,,
HSC201465,1926-04-11,1926,4,11,101,,Humboldt,Buck Mtn.,,40.442365,-123.588091,737,CPA,,WGS84,cch2,1767956,,,http://cch2.org/portal/collections/individual/index.php?occid=1767956,,,,,,,,,
HSC201507,1960-05-07,1960,5,7,128,,Humboldt,E end Arbor Camp Ridge,915,41.109311,-123.872887,209,CPA,,WGS84,cch2,1767957,,,http://cch2.org/portal/collections/individual/index.php?occid=1767957,,,,,,,,,
HSC201516,1968-03-30,1968,3,30,90,,Trinity,"Along Trinity River, Hwy. 299, 3.5 mi. E of Humboldt Co. line",,40.88479,-123.545518,560,"CPA, DG",refined error distance,WGS84,cch2,1767958,,Mixed second growth forest,http://cch2.org/portal/collections/individual/index.php?occid=1767958,,,,,,,,,
HSC201541,1965-04-24,1965,4,24,114,,Humboldt,Along Titlow Hill Rd.,,40.839024,-123.711997,7042,CPA,,WGS84,cch2,1767959,,Grassy slopes with oaks,http://cch2.org/portal/collections/individual/index.php?occid=1767959,,,,,,,,,
HSC201509,1948-05-15,1948,5,15,136,,Humboldt,Horse Mtn.,,40.8743,-123.732832,1120,CPA,,WGS84,cch2,1767961,,Open hillside,http://cch2.org/portal/collections/individual/index.php?occid=1767961,,,,,,,,,
HSC201476,1964-03-17,1964,3,17,77,,Riverside,"8 mi. SE of Corona, along road to Elsinore",,33.77934,-117.488697,1253,CPA,refined error distance (DG) - set radius to edge of Temescal Valley (place),WGS84,cch2,1767962,,,http://cch2.org/portal/collections/individual/index.php?occid=1767962,,,,,,,,,
HSC201513,1963-03-30,1963,3,30,89,,Napa,27 mi. S of Middletown on Butts Canyon Rd.,305,38.53394,-122.338802,2194,DG,Update: Assumed collectors started out on Butt's road which turned into Pope Valley road - measuerd 27mi S along road and set error to be half the distance to Lake Hennessey (DG). Road does not extend 27 miles; likely to be a typo (specimen label hard to read). Set uncertainty to encompass the entire road up to 2 mi. S of MIddletown,WGS84,cch2,1767963,,Meadow,http://cch2.org/portal/collections/individual/index.php?occid=1767963,,,,,,,,,
HSC201464,1967-03-18,1967,3,18,77,,Fresno,Near Auberry Rd. at crossing of Friant-Kern Canal,152,36.943071,-119.678682,613,CPA,,WGS84,cch2,1767964,,Grassland,http://cch2.org/portal/collections/individual/index.php?occid=1767964,,,,,,,,,
HSC201502,1964-03-26,1964,3,26,86,,Lake,7 mi. NW of Lakeport on Hidden Lake Rd.,427,39.111008,-122.982799,2954,CPA,"The road going NW from Newport is called Scotts Valley Rd, not Hidden Lake Rd, but Hidden Lake itself is located along it",WGS84,cch2,1767965,,,http://cch2.org/portal/collections/individual/index.php?occid=1767965,,,,,,,,,
HSC201523,1930-05-15,1930,5,15,135,,Lake,Mirabel Mine,762,38.7,-122.6,301,CPA,,WGS84,cch2,1767966,,,http://cch2.org/portal/collections/individual/index.php?occid=1767966,,,,,,,,,
HSC201518,1928-05-06,1928,5,6,127,,Lake,1.5 mi. W of Bartlett Springs on the rd. to Clear Lake,,39.177603,-122.727745,720,CPA,,WGS84,cch2,1767968,,,http://cch2.org/portal/collections/individual/index.php?occid=1767968,,,,,,,,,
HSC201467,1963-04-07,1963,4,7,97,,San Luis Obispo,"Atascadero, E of Portola Rd., N end",,35.486922,-120.679522,606,CPA,,WGS84,cch2,1767971,,Pasture,http://cch2.org/portal/collections/individual/index.php?occid=1767971,,,,,,,,,
HSC201466,1968-03-20,1968,3,20,80,,Santa Barbara,Upper Oso Campground off the Santa Ynez River above Cachuma Dam,335,34.554746,-119.768696,599,CPA,,WGS84,cch2,1767972,,,http://cch2.org/portal/collections/individual/index.php?occid=1767972,,,,,,,,,
HSC201474,1963-04-15,1963,4,15,105,,Monterey,Laguna Seca (halfway between Salinas and Monterey),,36.583549,-121.755715,3705,CPA,,WGS84,cch2,1767973,,,http://cch2.org/portal/collections/individual/index.php?occid=1767973,,,,,,,,,
HSC201498,1962-02-10,1962,2,10,41,atomaria,Humboldt,1 mi. S of Trinidad,,41.049553,-124.127482,722,CPA,,WGS84,cch2,1767974,,Coastal bluff,http://cch2.org/portal/collections/individual/index.php?occid=1767974,,,,,,,,,
HSC201488,1965-04-15,1965,4,15,105,atomaria,Mendocino,"2 mi. S of Talmage along Mill Creek Rd., above upper reservoir",335,39.128423,-123.130606,846,CPA,,WGS84,cch2,1767975,,,http://cch2.org/portal/collections/individual/index.php?occid=1767975,,,,,,,,,
HSC201481,1962-04-18,1962,4,18,108,,Sonoma,About 5 mi. N of Geurneville on the Old Cazadero Rd.,,38.536045,-123.061475,1207,CPA,,WGS84,cch2,1767980,,Open hillside,http://cch2.org/portal/collections/individual/index.php?occid=1767980,,,,,,,,,
HSC201478,1970-04-18,1970,4,18,108,,Trinity,Above New River.,244,40.845644,-123.472281,1330,CPA,"Update: Used Twonship-range-sector datum from specimen label to find a general locality (S. of New River). Set the error radius halfway to ironside mtn (DG, CPA). dataInformation too broad",WGS84,cch2,1774510,,Open forest and rock outcrops,http://cch2.org/portal/collections/individual/index.php?occid=1774510,,,,,,,,,
HSC201539,1973-02-17,1973,2,17,48,,Mendocino,"Manchester, near Davis Lake",,38.987482,-123.695888,910,CPA,,WGS84,cch2,1776368,,Dunes,http://cch2.org/portal/collections/individual/index.php?occid=1776368,,,,,,,,,
HSC201540,1971-03-21,1971,3,21,80,,Mendocino,Beside Hwy. 128 about 1 mi. E of Yorkville,,38.89465,-123.198056,254,CPA,Refined error distance (halfway to Elkhorn creek) (DG),WGS84,cch2,1776544,,Rocky slope,http://cch2.org/portal/collections/individual/index.php?occid=1776544,,,,,,,,,
HSC201532,1973-02-10,1973,2,10,41,,Trinity,New River Trail from Gray Falls Campground on N side of Trinity River and W side of New River,244,40.862986,-123.475513,1222,CPA,,WGS84,cch2,1776753,,Mixed evergreen forest,http://cch2.org/portal/collections/individual/index.php?occid=1776753,,,,,,,,,
HSC201531,1972-04-30,1972,4,30,121,,Trinity,5 mi. from junction with Hwy. 299 along Hennessy Rd.,,40.828324,-123.534521,901,CPA,,WGS84,cch2,1776767,,Rock outcrops in serpentine prairie,http://cch2.org/portal/collections/individual/index.php?occid=1776767,,,,,,,,,
HSC201461,1973-04-07,1973,4,7,97,,Trinity,New River trail from Grays Falls Campground on the N side of the Trinity River and W side of the New River,244,40.862986,-123.475513,1222,CPA,,WGS84,cch2,1777080,,Rock outcropping in mixed evergreen forest,http://cch2.org/portal/collections/individual/index.php?occid=1777080,,,,,,,,,
HSC201468,1974-05-04,1974,5,4,124,,Lake,"""Clearlake Oaks Quad.""",427,39.024017,-122.668153,3175,DG,Locality found in specimen image,WGS84,cch2,1779928,,Oak woodland and meadows,http://cch2.org/portal/collections/individual/index.php?occid=1779928,,,,,,,,,
HSC201487,1974-05-11,1974,5,11,131,atomaria,Humboldt,"Redwood National Park, Bald Hills Rd., Gans Prairie",549,41.275993,-124.005114,172,CPA,,WGS84,cch2,1780239,,Prairie,http://cch2.org/portal/collections/individual/index.php?occid=1780239,,,,,,,,,
HSC201538,1973-04-23,1973,4,23,113,,Mendocino,E of Eden Valley Ranch along Toney Creek,640,39.630159,-123.171142,2210,CPA,,WGS84,cch2,1780580,,Moist meadow,http://cch2.org/portal/collections/individual/index.php?occid=1780580,,,,,,,,,
HSC201535,1973-05-06,1973,5,6,126,,Mendocino,SE end of Eden Valley,,39.603436,-123.178665,1987,CPA,,WGS84,cch2,1780701,,Vernal creek,http://cch2.org/portal/collections/individual/index.php?occid=1780701,,,,,,,,,
HSC201525,1975-05-03,1975,5,3,123,,Lake,2.1 mi. N of junction of Bottle Rd. and Hwy. 175,762,38.84782,-122.72166,1032,CPA,Bottle Rock Road and HWY 175 have two junctions; used S junction using township coordinates in specimen image; mesaured distance north along the 175,WGS84,cch2,1781669,,Yellow pine chaparral,http://cch2.org/portal/collections/individual/index.php?occid=1781669,,,,,,,,,
HSC201480,1975-03-25,1975,3,25,84,,Sonoma,Beside Hwy. 128 E of Geyserville,,38.700872,-122.865825,2938,CPA,,WGS84,cch2,1782006,,Oak woodland,http://cch2.org/portal/collections/individual/index.php?occid=1782006,,,,,,,,,
HSC201489,1975-04-09,1975,4,9,99,atomaria,Humboldt,2 3/4 mi. N of Trinidad at Scotty Point,30,41.101216,-124.161654,628,CPA,,WGS84,cch2,1782016,,Grassy slope,http://cch2.org/portal/collections/individual/index.php?occid=1782016,,,,,,,,,
HSC201496,1975-05-24,1975,5,24,144,atomaria,Humboldt,"McKeown Ranch, N of Dinsmore.",,40.516446,-123.618736,2619,CPA,,WGS84,cch2,1782028,,Oak-Douglas fir woodland,http://cch2.org/portal/collections/individual/index.php?occid=1782028,,,,,,,,,
HSC201514,1975-05-03,1975,5,3,123,,Lake,5.8 mi. W of jct. with Rte. 29 on Scott,915,39.104266,-122.97056,1420,CPA,,WGS84,cch2,1782284,,Chaparral,http://cch2.org/portal/collections/individual/index.php?occid=1782284,,,,,,,,,
HSC201477,1975-05-17,1975,5,17,137,,Trinity,"Humboldt Meridian, SE facing slope on the trail to Denny at the confluence of the New River and Trinity River",310,40.851655,-123.470832,1013,CPA,,WGS84,cch2,1782287,,Canyon live oak serpentine,http://cch2.org/portal/collections/individual/index.php?occid=1782287,,,,,,,,,
HSC201510,1975-05-03,1975,5,3,123,,Lake,3.6 mi. W of junction with Hwy. 29 on Scott,534,39.08669,-122.949382,1501,CPA,,WGS84,cch2,1782352,,Alluvial valley bottom,http://cch2.org/portal/collections/individual/index.php?occid=1782352,,,,,,,,,
HSC201472,1975-05-11,1975,5,11,131,,Mendocino,Lower Wilderness Meadow,415,39.741501,-123.630439,827,"CPA, WW","Found using township coordinates from specimen image; uncertainty determined by taking acreage for given section, converting to square meters, taking square root to find uncertainty diameter (uncertainty radius*2). Website used to find coordinates: http://www.earthpoint.us/TownshipsSearchByDescription.aspx",WGS84,cch2,1783122,,Grassy plain,http://cch2.org/portal/collections/individual/index.php?occid=1783122,,,,,,,,,
HSC201530,1976-04-18,1976,4,18,109,,Humboldt,"Bald Hills Rd., 17 mi. from its jct. with Hwy. 101",854,41.147175,-123.879375,1775,"CPA, DG",Refined error distance by measuring along road,WGS84,cch2,1783563,,Douglas-fir forest serpentine,http://cch2.org/portal/collections/individual/index.php?occid=1783563,,,,,,,,,
HSC201529,1976-04-12,1976,4,12,103,,Lake,"Along Morgan Valley Rd., 1.5 mi. from Napa County line",671,38.875068,-122.42291,750,CPA,,WGS84,cch2,1784474,,Oak/Grey pine woodland,http://cch2.org/portal/collections/individual/index.php?occid=1784474,,,,,,,,,
HSC201494,1976-03-11,1976,3,11,71,atomaria,Humboldt,Beside Bridgeville-Kneeland Rd. at jct. with Redwood House Rd.,,40.554285,-123.840366,408,CPA,,WGS84,cch2,1784722,,Oak woodland,http://cch2.org/portal/collections/individual/index.php?occid=1784722,,,,,,,,,
HSC201462,1975-04-19,1975,4,19,109,,Monterey,15-20 mi. E on Nacimento Rd. from Hwy. 1,183,35.971903,-121.313541,5134,DG,,WGS84,cch2,1784938,,Roadside,http://cch2.org/portal/collections/individual/index.php?occid=1784938,,,,,,,,,
HSC201497,1971-07-06,1971,7,6,187,atomaria,Humboldt,"1.0 mi. W of Pine Ridge Summit, 6 mi. E of junction with Redwood Valley Rd.",,40.986569,-123.794532,732,"WW,DG",,WGS84,cch2,1785537,,,http://cch2.org/portal/collections/individual/index.php?occid=1785537,,,,,,,,,
HSC201503,1974-05-14,1974,5,14,134,menziesii,Humboldt,"Beside Hwy. 299, 14.2 mi. E of Bridgeville",,40.474215,-123.655588,1958,DG,"Update: Fairly certain that Bridgevill was never located on what is presently highway 299, assume collector was mistaken or 299 once included Hwy 36. Measured along highway and set error radius halfway to Dinsmore (DG). Hwy. 299 not close enough to be at least 14.2 miles from Bridgeville. They probably meant 36.",WGS84,cch2,1788609,,Roadside,http://cch2.org/portal/collections/individual/index.php?occid=1788609,,,,,,,,,
HSC201475,1978-04-16,1978,4,16,106,,Lake,Bachelor Valley Rd. 50 yds. off N entrance from Hwy. 20,396,39.17371,-122.941852,95,WW,,WGS84,cch2,1790909,,Wet soil,http://cch2.org/portal/collections/individual/index.php?occid=1790909,,,,,,,,,
HSC201469,1978-04-22,1978,4,22,112,,Humboldt,"Tish Tang Campground, 5 miles north of Willow Creek on State Hwy. 96.",,41.020073,-123.637811,668,WW,,WGS84,cch2,1791061,,Riverside terrace,http://cch2.org/portal/collections/individual/index.php?occid=1791061,,,,,,,,,
HSC201479,1979-03-31,1979,3,31,90,,Mendocino,"MacKericker State Park, N of Fort Bragg",,39.489528,-123.791943,711,WW,,WGS84,cch2,1793151,,Coastal Strand,http://cch2.org/portal/collections/individual/index.php?occid=1793151,,,,,,,,,
