specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5
SD00010551,1969-06-19,1969,6,19,170,integrifolia,San Diego,"West slope of Middle Peak, Cuyamaca",1400,32.98333,-116.6,402,,,WGS84,cch2,500121,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500121,,,,,,,,,
SD00010605,1967-06-18,1967,6,18,169,integrifolia,San Diego,"North Meadow, Middle Cuyamaca Peak",1524,32.98333,-116.60833,402,,,WGS84,cch2,500122,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500122,,,,,,,,,
SD00010630,2008-04-12,2008,4,12,103,integrifolia,San Diego,"Cleveland National Forest, W of Cuyamaca Mtns, about 1.25 mile west of intersection of Boulder Creek Road and Cedar Creek Road",750,32.987,-116.7093,,,,WGS84,cch2,500247,FL,granitic,http://cch2.org/portal/collections/individual/index.php?occid=500247,,,,,,,,,
SD00010643,2007-04-07,2007,4,7,97,integrifolia,San Diego,"Cleveland National Forest, Cuyamaca Mountains, 9 mi W of Middle Peak, SE of Sunshine Mountain, Kelly Creek area, W of Boulder Creek Road",884,32.9913,-116.6662,,,,WGS84,cch2,500222,FL,"Sandy loam, 5% N slope above creek bed",http://cch2.org/portal/collections/individual/index.php?occid=500222,,,,,,,,,
SD00010553,1935-05-18,1935,5,18,138,integrifolia,San Diego,"Moist hillside, Cuyamaca Lake area",1407.68,32.99264,-116.56513,4827,,,WGS84,cch2,500089,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500089,,,,,,,,,
SD00010569,1936-05-05,1936,5,5,126,integrifolia,San Diego,Meadow below Cuyamaca Lake,1342.17,32.99283,-116.59522,805,,,WGS84,cch2,500059,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500059,,,,,,,,,
SD00010531,2003-03-15,2003,3,15,74,integrifolia,San Diego,"Cuyamaca Lake, Lucky 5 Acquisition, Location 3 - Knoll with grassland on northeast side.",1441,32.995,-116.53667,,,,WGS84,cch2,500175,FL,Julian Schist,http://cch2.org/portal/collections/individual/index.php?occid=500175,,,,,,,,,
SD00010633,2008-03-08,2008,3,8,68,integrifolia,San Diego,"Poway, behind Pomerado Hospital on Pomerado Rd.",336,32.99836,-117.04968,,,,WGS84,cch2,500244,FL,"Decomposed granite, boulders, sand",http://cch2.org/portal/collections/individual/index.php?occid=500244,,,,,,,,,
SD00010469,1971-03-27,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,,,,,,,,,
SD00010528,1990-03-31,1990,3,31,90,integrifolia,San Diego,"San Elijo Lagoon Ecological Reserve; South of trail near junction with N. Rios Ave, Solana Beach. West of I-5, east of Hwy 101. South side of Reserve.",15,33.003660000000004,-117.27198,,,,WGS84,cch2,500328,FFL,shaded n.-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500328,,,,,,,,,
SD00010527,2008-03-09,2008,3,9,69,menziesii,San Diego,"San Elijo Lagoon Ecological Reserve; South side of trail approx ½ way between trailheads, Santa Carina and Santa Helena. Solana Beach.",6,33.00921,-117.24916,,,,WGS84,cch2,500329,FFL,Sandy north-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500329,,,,,,,,,
SD00010636,2008-03-11,2008,3,11,71,integrifolia,San Diego,City of Solana Beach. San Elijo Ecological Reserve. South East section. Santa Helena entrance. 180 meters west of trail intersection north of Santa Helena entrance. 840 meters west of west end of El Camino Real,2,33.0093,-117.249,,,,WGS84,cch2,500239,FL,"Lightly disturbed area on slight north facing slope next to trail, Chino silt loam",http://cch2.org/portal/collections/individual/index.php?occid=500239,,,,,,,,,
SD00010626,2007-04-02,2007,4,2,92,integrifolia,San Diego,"Lake Poway, Poway; entered at intersection of Espola Rd and Lake Poway Roads; collection points on the Lake Poway loop trail.",289,33.01095,-117.01225,,,,WGS84,cch2,500233,FL,Granitic soils.,http://cch2.org/portal/collections/individual/index.php?occid=500233,,,,,,,,,
SD00010640,2007-05-13,2007,5,13,133,integrifolia,San Diego,"Cleveland National Forest, Cuyamaca Mountains, 1 mi W of North Peak, S of Cosmit Indian Reservation, E of Engineers Road, near Grandview Road",1372,33.016,-116.612,,,,WGS84,cch2,500225,FL,clayey loam 15% W slope,http://cch2.org/portal/collections/individual/index.php?occid=500225,,,,,,,,,
SD00010623,2008-03-07,2008,3,7,67,integrifolia,San Diego,"Blue Sky Ecological Reserve, Poway. Ca. 0.25 mi SW of the Lake Ramona Dam and 1.5 mi NE of the intersection of Lake Poway Rd and Espola Rd.",339,33.02106,-117.0006,,,,WGS84,cch2,500255,FL,Granitic soils changing from streamside moist soils to dry hillsides.,http://cch2.org/portal/collections/individual/index.php?occid=500255,,,,,,,,,
SD00010644,2007-04-28,2007,4,28,118,integrifolia,San Diego,"Cleveland National Forest, west of Cuyamaca Mtns, about 5 miles south of intersection of Hwy 78 and Hwy 79, .25 mile north of Eagle Peak Road near road to Deadman Flat",1040,33.0274,-116.6713,,,,WGS84,cch2,500221,FFL,granitic: steep north-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500221,,,,,,,,,
SD00010631,2008-04-04,2008,4,4,95,integrifolia,San Diego,"Cleveland National Forest, W of Cuyamaca Mtns, about 0.5 miles east of Deadman Flat, about .25 miles north of Eagle Peak Road, about 2.75 milesby road SW of intersection with Boulder Creek Road",1240,33.0344,-116.6609,,,,WGS84,cch2,500248,FL,granitic: near crest of rocky knoll,http://cch2.org/portal/collections/individual/index.php?occid=500248,,,,,,,,,
SD00010570,1936-05-05,1936,5,5,126,integrifolia,San Diego,Pine Hills,1340.51,33.04838,-116.63085,1609,,,WGS84,cch2,500060,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500060,,,,,,,,,
SD00010595,2005-01-22,2005,1,22,22,integrifolia,San Diego,"Lake Hodges, S of Escondido. SE section of lake, 0.5 mi SE of summit of Bernardo Mtn, 0.5 mi W of I-15. Very near high-water mark (lake recently filled).",105,33.0571,-117.0807,,,,WGS84,cch2,500205,FL,"Gentle, NW slope.",http://cch2.org/portal/collections/individual/index.php?occid=500205,,,,,,,,,
SD00010544,2013-03-26,2013,3,26,85,integrifolia,San Diego,Lake Hodges: south of Escondido; southeast of the intersection of Lake Drive and Beech Lane; along the north side of Lake southeast of the boat ramp; on a northeast-facing slope,130,33.06329,-117.1004,,,,WGS84,cch2,500287,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500287,,,,,,,,,
SD00010455,2007-04-15,2007,4,15,105,menziesii,San Diego,"Banner, 3 mi E of Julian, 0.2 mi. east of Banner Recreation Ranch, drainage south of State hwy. 78 south of remnant historic bridge and road.",845,33.06759,-116.54417,,,,WGS84,cch2,500241,FL,"above dry drainage, E-facing slope, sandy loam.",http://cch2.org/portal/collections/individual/index.php?occid=500241,,,,,,,,,
SDSU06111,1988-04-24,1988,4,24,115,integrifolia,San Diego,"Julian. Go 1/2 mile down Pine Hills Rd. off Hwy. 78. Turn left on private road and proceed for ca. 1/2 mile to small apple orchard on left. Proceed on foot in northerly direction ca. 100 yards; then east, crossing streambed and under barbed wire fence. Collection site is ca. 75 yards east of fence (Private property; permission required)",1205.99,33.06859,-116.61022,805,,,,cch2,380516,,"Growing under Arctostaphylos pungens in open, rocky, flat terrain. Nearby Associates: Erriogonum fasciclulatum and Lupinus.",http://cch2.org/portal/collections/individual/index.php?occid=380516,,,,,,,,,
SD00010601,1935-04-19,1935,4,19,109,integrifolia,San Diego,Near Banner,840.19,33.06883,-116.54613,1207,,,WGS84,cch2,500090,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500090,,,,,,,,,
SD00010536,2004-03-27,2004,3,27,87,integrifolia,San Diego,"3225 Pine Hills Road, Julian, CA 92036",1290,33.07056,-116.60194,,,,WGS84,cch2,500185,UNK,Loamy soil and some exposed rocks -- volcanic type with some quartz veins. Some flat areas but also steep slopes.,http://cch2.org/portal/collections/individual/index.php?occid=500185,,,,,,,,,
SD00010573,1938-05-10,1938,5,10,130,integrifolia,San Diego,Pine Hills Junction,1216.89,33.07822,-116.61748,402,,,WGS84,cch2,500069,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500069,,,,,,,,,
SD00010449,2010-04-01,2010,4,1,91,menziesii,San Diego,"San Felipe Valley Wildlife Area, California Fish & Game property. SW of San Felipe Valley, 1.6 miles ENE of Banner and 3.0 miles WSW of intersection of County Road S-2 and State hwy. 78. S-side of 78.",770,33.08049,-116.52357,,,,WGS84,cch2,500270,FFL,"W-facing, sandy slope below rocky hill.",http://cch2.org/portal/collections/individual/index.php?occid=500270,,,,,,,,,
SD00010465,1935-04-17,1935,4,17,107,,San Diego,2 miles east of Banner,771.65,33.08232,-116.51855,805,,,WGS84,cch2,500051,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500051,,,,,,,,,
SD00010615,1935-02-27,1935,2,27,58,integrifolia,San Diego,"Bluff on San Marcos Creek, near Green Valley School",52.5,33.0857,-117.2639,3218,,,WGS84,cch2,500046,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500046,,,,,,,,,
SD00010642,2007-05-11,2007,5,11,131,integrifolia,San Diego,"Ramona, ca 3.5 mi NW of, NE of San Pasqual Valley Road, on Lower Isabel Creek Rd.",239,33.08972,-116.89472,,,,WGS84,cch2,500223,FL,"n facing roadcut 30*,sand, decomposing granite",http://cch2.org/portal/collections/individual/index.php?occid=500223,,,,,,,,,
SD00010574,1935-02-20,1935,2,20,51,integrifolia,San Diego,"Springhill, near Ramona",711.77,33.09021,-116.79119,805,,,WGS84,cch2,500044,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500044,,,,,,,,,
SD00010659,2005-02-13,2005,2,13,44,integrifolia,San Diego,0.5 mile SE of entrance to Inaja picnic area on Highway 78/79 between Santa Isabel and Wynola,1060,33.0971,-116.6592,,,,WGS84,cch2,500192,FL,"granitic: on steep, damp, west-facing slope near canyon rim",http://cch2.org/portal/collections/individual/index.php?occid=500192,,,,,,,,,
SD00010533,2004-07-05,2004,7,5,187,integrifolia,San Diego,"in seasonal creek bed in oak woodland, .5 mile E of Inaja picnic area, ca 500 ft South of Hwy. 78/79",940,33.1022,-116.6607,,,,WGS84,cch2,500183,FFL,"sandy, granitic",http://cch2.org/portal/collections/individual/index.php?occid=500183,,,,,,,,,
SD00010518,2012-04-29,2012,4,29,120,integrifolia,San Diego,"Cleveland National Forest, Pamo Valley, Santa Ysabel Creek, along Forest route 12504 1/4 mile west of intersection with Pamo Valley Rd.",280,33.105,-116.86028,,,,WGS84,cch2,500339,FFL,"Granite boulders, D.G. soil, north facing moderate slope",http://cch2.org/portal/collections/individual/index.php?occid=500339,,,,,,,,,
SD00010645,2002-03-01,2002,3,1,60,integrifolia,San Diego,"San Diego Wild Animal Park, Conservation Area. In the northeast corner of the grounds near 'Condor Release Pens', approx. 1½ mi NW of the intersection of Rockwood Canyon and San Pasqual Valley Rd.",340,33.1061,-116.9814,,,,WGS84,cch2,500216,FL,Decomposed granite and granitic based soils.,http://cch2.org/portal/collections/individual/index.php?occid=500216,,,,,,,,,
SD00010621,2009-04-26,2009,4,26,116,integrifolia,San Diego,North of Julian. Volcan Mountain Open Space Preserve. 583 meters north east of intersection of Farmer and Wynola Road.,1350,33.1071,-116.5978,,,,WGS84,cch2,500262,FL,Disturbed area along trail on west facing moderate slope,http://cch2.org/portal/collections/individual/index.php?occid=500262,,,,,,,,,
SD00010641,2007-03-18,2007,3,18,77,integrifolia,San Diego,"City of Escondido, 750 Feet South of Rockwood and Old Ranch Road intersection, 800 feet east of Rancho San Pasqual Union school, north-west facing, 5% slope",478,33.10972,-117.00722,,,,WGS84,cch2,500224,FL,granitic soil,http://cch2.org/portal/collections/individual/index.php?occid=500224,,,,,,,,,
SD00010523,1993-06-01,1993,6,1,152,integrifolia,San Diego,"Volcan Mountains, north of Julian. Near road fork between Ferguson and Simmons Flats.",1606,33.1151,-116.58333,,,,WGS84,cch2,500333,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500333,,,,,,,,,
SD00010648,2005-05-27,2005,5,27,147,integrifolia,San Diego,"Volcan Mountains, San Felipe Valley Wildlife Area, approx. ½ mi E of Ferguson Flat. On steep slope far above outlet of Arkansas Cyn. East facing slope, 25-35 degrees.",1210,33.1233,-116.5725,,,,WGS84,cch2,500217,FFL,loose fine-grained loamy sand,http://cch2.org/portal/collections/individual/index.php?occid=500217,,,,,,,,,
SD00010513,2008-03-15,2008,3,15,75,integrifolia,San Diego,"City of Escondido, San Pasqual Valley, Rancho San Pasqual, 200 m north east of Orchard View and Old Ranch Road Intersection, 300 m north west of Ranchview Place and Rosewood Intersection, top of hill",217,33.12421,-117.0055,,,,WGS84,cch2,500348,FFL,"Decomposed Granite, slight slope, north facing.",http://cch2.org/portal/collections/individual/index.php?occid=500348,,,,,,,,,
SD00010433,2012-04-18,2012,4,18,109,menziesii,San Diego,"Arkansas Canyon, NE-flank of Volcan Mountain. San Felipe Valley Wildlife Area, California Fish & Game property. 5.7 air miles NW of intersection of State hwy. 78 and County Road S-2.",980,33.12596,-116.5638,,,,WGS84,cch2,500344,FFL,"Near end of access road. SE-facing slope of canyon, fine sandy soil and rocks.",http://cch2.org/portal/collections/individual/index.php?occid=500344,,,,,,,,,
SD00010514,1994-02-28,1994,2,28,59,integrifolia,San Diego,"San Felipe Valley, east of S-2, north of Sissors Crossing. Grid I-21.",764,33.12723,-116.51955,,,,WGS84,cch2,500351,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500351,,,,,,,,,
SD00010522,1993-05-25,1993,5,25,145,integrifolia,San Diego,"Volcan Mountains, north of Julian. Near road, extension of Farmer (Volcan) Road, Rutherford Ranch.",1603,33.13311,-116.58407,,,,WGS84,cch2,500334,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500334,,,,,,,,,
SD00010571,1935-05-08,1935,5,8,128,integrifolia,San Diego,5 mi. south of Mesa Grande on Black Cañon Road,612.52,33.13604,-116.79118,805,,,WGS84,cch2,500053,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500053,,,,,,,,,
SD00010448,1997-02-24,1997,2,24,55,menziesii,San Diego,"San Felipe Valley, approx 5.0 air miles NW of intersection of State Hwy 78 and County Hwy S-2 within the San Felipe Valley Wildlife Area, California Dept. of Fish & Game. 200 feet E of S-2 at SW corner of property.",831,33.1403,-116.5297,,,,WGS84,cch2,500203,FL,NW-facing slope among rocks in course sandy loam.,http://cch2.org/portal/collections/individual/index.php?occid=500203,,,,,,,,,
SD00010512,2009-05-12,2009,5,12,132,integrifolia,San Diego,Julian; Rutherford Ranch; Volcan Mtns.; 2.71 miles N of junction Farmer Rd. & Wynola Road; Hunter's Camp area; near Santa Ysabel Crk.,1549,33.14194,-116.6025,,,,WGS84,cch2,500349,FFL,Crouch coarse sandy loam.,http://cch2.org/portal/collections/individual/index.php?occid=500349,,,,,,,,,
SD00010446,2005-03-15,2005,3,15,74,menziesii,San Diego,"Ranchita, 1 mi S of junction of Montezuma Valley Rd (S22) and Wilson Rd, 7 mi NW of junction of HWY 78 and San Felipe Rd (S2)",1223,33.19458,-116.50812,,,,WGS84,cch2,500227,FL,"Full sun, gentle, SW facing slope, granitic, sandy soil",http://cch2.org/portal/collections/individual/index.php?occid=500227,,,,,,,,,
SD00010624,2009-04-29,2009,4,29,119,integrifolia,San Diego,"Mesa Grande, Nature Conservancy (Wheatly Property), 2 miles W of Morettis Junction (Pala Road & Hwy 79) E of Mesa Grande Road, 2.5 miles S of dam at Lake Henshaw",1079,33.19901,-116.75103,,,,WGS84,cch2,500268,FL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500268,,,,,,,,,
SD00010517,2010-04-16,2010,4,16,106,integrifolia,San Diego,"Cleveland National Forest, west side of Mesa Grande Road, North slope of the ridge above the Patton lode mine along the fence line of private property east of National Forest land.",860,33.20222,-116.81806,,,,WGS84,cch2,500340,FFL,"fairly steep North slope with granite boulders, seeps.",http://cch2.org/portal/collections/individual/index.php?occid=500340,,,,,,,,,
SD00010463,1936-04-14,1936,4,14,105,,San Diego,Montezuma Valley,1230.37,33.21113,-116.52236,4023,,,WGS84,cch2,500056,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500056,,,,,,,,,
SD00010467,1941-04-29,1941,4,29,119,,San Diego,Fresh burn at Montezuma View Point,1255.36,33.21145,-116.5124,805,,,WGS84,cch2,500078,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500078,,,,,,,,,
SD00010435,2014-04-11,2014,4,11,101,menziesii,San Diego,"Anza-Borrego Desert State Park, Chimney Spring Drainage, 6.14 air miles SW of Borrego Springs and .75 air mile NW of intersection of Old Culp Valley Road and County Hwy. S-22.",1021,33.21246,-116.46545,,,,WGS84,cch2,500342,FFL,Boulders and sand.,http://cch2.org/portal/collections/individual/index.php?occid=500342,,,,,,,,,
SD00010431,2009-04-04,2009,4,4,94,menziesii,San Diego,Warner Springs; Northeast facing slope along Pacific Crest Trail; 0.38 mile SE of Barrel Spring trailhead off of Montezuma Rd.,1097,33.2131,-116.583,,,,WGS84,cch2,500346,FL,"rocky, decompsing granite",http://cch2.org/portal/collections/individual/index.php?occid=500346,,,,,,,,,
SD00010443,2010-05-01,2010,5,1,121,menziesii,San Diego,"Valle de San Jose, NW-side of San Felipe Hills. Pacific Crest Trail trailhead S-side of County Road S-22 (Montezuma Valley Road)1.1 miles ESE of intersection of S-22 and S-2 near Barrel Spring.",1053,33.2163,-116.58797,,,,WGS84,cch2,500271,FFL,"in clearing, decomposed granite substrate.",http://cch2.org/portal/collections/individual/index.php?occid=500271,,,,,,,,,
SD00010464,1941-04-29,1941,4,29,119,,San Diego,Near junction San Felipe & Montezuma roads,1009.14,33.22157,-116.60615,402,,,WGS84,cch2,500077,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500077,,,,,,,,,
SD00010432,2015-03-23,2015,3,23,82,menziesii,San Diego,Anza-Borrego Desert State Park; head of South Fork Hellhole Canyon; 6.16 air miles SW of Borrego Springs; 0.91 air mile NW of intersection of County Hwy. S-22 and Culp Valley Campground/Pena Spring Primitive Road.,1109,33.22449,-116.47383,,,,WGS84,cch2,500345,FL,"Boulders, rocks, gravel, and sand.",http://cch2.org/portal/collections/individual/index.php?occid=500345,,,,,,,,,
SD00010622,2009-04-04,2009,4,4,94,integrifolia,San Diego,"Cleveland National Forest, Temescal Valley, ¾ mi N of Esmeralda Mine, 3¾ mi SW of Lake Henshaw Dam, along Lusardi Canyon Truck Trail 1/4 mile S of the divide and bench mark 3041",849,33.22695,-116.82572,,,,WGS84,cch2,500261,FL,Granite boulders with decomposed granite and clay soil,http://cch2.org/portal/collections/individual/index.php?occid=500261,,,,,,,,,
SD00010458,2006-05-04,2006,5,4,124,menziesii,San Diego,"Between Warner Springs and Ranchita on Vista Irrigation District land. South of S-2 (San Felipe Road), approx. 2½ mi SE of its junction with SR-79.",980,33.2299,-116.6437,,,,WGS84,cch2,500204,FFL,Granitic soils.,http://cch2.org/portal/collections/individual/index.php?occid=500204,,,,,,,,,
SD00010461,1920-04-14,1920,4,14,105,,San Diego,Warner Ranch,878.58,33.24254,-116.6653,2414,,,WGS84,cch2,500113,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500113,,,,,,,,,
SD00010561,1935-03-13,1935,3,13,72,integrifolia,San Diego,"Moosa Canyon, north of Escondido",144.46,33.25052,-117.12968,9654,,,WGS84,cch2,500047,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500047,,,,,,,,,
SDSU12385,1996-04-25,1996,4,25,116,integrifolia,San Diego,"Ca. 100 yards west of San Luis Rey River Picnic Area, 30 yards south of river, ca. 2 miles west of Lake Henshaw, Cleveland National Forest.",780,33.25528,-116.79667,,,,,cch2,386734,,"sandy loam soil. flat, partly shaded. small clearing in Quercus agrifolia woodland.",http://cch2.org/portal/collections/individual/index.php?occid=386734,,,,,,,,,
SD00010575,1938-04-26,1938,4,26,116,integrifolia,San Diego,Cedar Creek Bridge,723.56,33.27763,-116.85549,402,,,WGS84,cch2,500067,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500067,,,,,,,,,
SD00010451,2009-04-22,2009,4,22,112,menziesii,San Diego,"Warner Springs Ranch, about ½ mi NE of Warner Springs, northeast of horse barn on hiking trail going northeast uphill.",969,33.2878,-116.6319,,,,WGS84,cch2,500266,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500266,,,,,,,,,
SD00010560,1939-05-09,1939,5,9,129,integrifolia,San Diego,1st year burn in Chaparral near Lilac,223.24,33.28781,-117.08392,1609,,,WGS84,cch2,500073,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500073,,,,,,,,,
SD00010614,1940-05-22,1940,5,22,143,integrifolia,San Diego,Near Eagles' Nest Hot Springs Mt.,1376.63,33.28809,-116.59418,805,,,WGS84,cch2,500076,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500076,,,,,,,,,
SD00010453,2010-05-26,2010,5,26,146,menziesii,San Diego,Eagles Nest: Fletcher Family Ranch; E of Warner Springs on the SW side of Hot Springs Mountain; at the end on Eagles Nest Road; along dirt road loop ENE of lake,1435,33.28965,-116.58698,,,,WGS84,cch2,500251,FFL,granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500251,,,,,,,,,
SDSU15375,1998-03-21,1998,3,21,80,integrifolia,San Diego,UTM-Easting: 472886.41; UTM-Northing: 3685540. Training Area: JULIETT RANGE 403. LTETM PLOT: 85. LTETM Unknown code: F04.,121,33.31028,-117.29139,805,,,,cch2,389691,,Coastal sage scrub.,http://cch2.org/portal/collections/individual/index.php?occid=389691,,,,,,,,,
SD00010434,2009-04-04,2009,4,4,94,menziesii,San Diego,Cleveland National Forest; Warner Springs; N facing shoulder of Lost Creek Road; vicinity of 2 miles NNE of junction Lost Creek Road and Highway 79,1094,33.3111,-116.6421,,,,WGS84,cch2,500343,FL,decompsing granite,http://cch2.org/portal/collections/individual/index.php?occid=500343,,,,,,,,,
SD00010473,2004-05-02,2004,5,2,123,menziesii,San Diego,"Palomar Mountain Divide Truck Trail, South of Highway 79, nearest town is Oak Grove.",1376,33.3167,-116.7353,,,,WGS84,cch2,500177,FL,"Granitic, disturbed roadside.",http://cch2.org/portal/collections/individual/index.php?occid=500177,,,,,,,,,
SD00010649,2006-04-29,2006,4,29,119,integrifolia,San Diego,"Palomar Mountain (Birch Hill area), Cleveland National Forest, Observation Pointe Development, 400 feet W of Conifer Rd, 1.5 miles N of its junction with S-7 (East Grade Road).",1693,33.318600000000004,-116.8453,,,,WGS84,cch2,500210,FL,granitic,http://cch2.org/portal/collections/individual/index.php?occid=500210,,,,,,,,,
SD00010447,2005-04-24,2005,4,24,114,menziesii,San Diego,Aguanga Mountain; Palomar Mountain Divide Truck Trail; Maple Lode Mine; 2½ mi SW of Holcomb Village,1250,33.3205,-116.7428,,,,WGS84,cch2,500214,FFL,Granitic roadcut; North facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500214,,,,,,,,,
SD00010608,1938-08-06,1938,8,6,218,integrifolia,San Diego,"Chimney Creek, Palomar Mountain.",1555.89,33.32563,-116.89086,805,,,WGS84,cch2,500072,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500072,,,,,,,,,
SD00010472,1969-04-10,1969,4,10,100,menziesii,San Diego,Palomar Mountain State Park. On open slope se workshop reservoir.,1630,33.33027,-116.89894,241,,,WGS84,cch2,500120,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500120,,,,,,,,,
SD00010471,1991-04-22,1991,4,22,112,menziesii,San Diego,"NE side of Aguanga Mountain, mouth of Blue Canyon, 6.75 mi. NW of Warner Springs P.O. by way of Calif. Hwy. 79.",930,33.33144,-116.71249,241,,,WGS84,cch2,500160,FL,"Loamy, north-facing tributary",http://cch2.org/portal/collections/individual/index.php?occid=500160,,,,,,,,,
SD00010540,1945-06-14,1945,6,14,165,integrifolia,San Diego,Palomar.,1385.8,33.33502,-116.86051,,,,WGS84,cch2,500081,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500081,,,,,,,,,
SD00010655,2002-03-21,2002,3,21,80,integrifolia,San Diego,Palomar State Park on west facing slope approximately 300 meters west of Boucher Hill.,1585,33.33556,-116.92194,,,,WGS84,cch2,500188,UNK,,http://cch2.org/portal/collections/individual/index.php?occid=500188,,,,,,,,,
SD00010456,2007-04-22,2007,4,22,112,menziesii,San Diego,"Warner Springs, Cleveland National Forest, Lost Valley Road 3.8 mi N of Warner Springs (Hwy 79), 3 mi S of Chihuahua Valley Road",1168,33.34201,-116.64702,,,,WGS84,cch2,500234,FFL,"Granitic, sandy, dry wash",http://cch2.org/portal/collections/individual/index.php?occid=500234,,,,,,,,,
SD00010613,1935-07-10,1935,7,10,191,integrifolia,San Diego,Near Wyss Ranch on Palomar Mt.,1436.38,33.34371,-116.9104,,,,WGS84,cch2,500055,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500055,,,,,,,,,
SD00010583,2009-06-18,2009,6,18,169,integrifolia,San Diego,"Palomar Mountain State Park, Fry Creek campground, 2.7 mi. north of the summit of the south Palomar grade, E of Canfield Road",1528,33.3447,-116.868,,,,WGS84,cch2,500276,FL,Narrow ravine with numerous granitic outcrops.,http://cch2.org/portal/collections/individual/index.php?occid=500276,,,,,,,,,
SD00010444,2010-05-01,2010,5,1,121,menziesii,San Diego,"Aguanga Mountain, Cleveland National Forest, along Palomar Mountain Divide Truck Trail, near 5.5 air miles WNW of junction with Highway 79.",1629,33.34685,-116.79642,,,,WGS84,cch2,500273,FL,Granitic,http://cch2.org/portal/collections/individual/index.php?occid=500273,,,,,,,,,
SD00010637,2009-06-02,2009,6,2,153,integrifolia,San Diego,Palomar Mountains: Cleveland National Forest; northeast of Upper Doane Valley; northwest of Fry Creek Campground,1600,33.3472,-116.89388,,,,WGS84,cch2,500235,FFL,mostly granitic substrates,http://cch2.org/portal/collections/individual/index.php?occid=500235,,,,,,,,,
SD00010587,1997-04-08,1997,4,8,98,integrifolia,San Diego,Wilderness Gardens Preserve; ca. 3.4 miles east of Pala south of Highway 76 along the San Luis Rey River.,162,33.35028,-117.03278,241,,,WGS84,cch2,500258,FL,Alluvial substrate with sandy loam soil in the river bottom and granitic and or gabbroic substrates with sandy or clay soils on the surrounding slopes.,http://cch2.org/portal/collections/individual/index.php?occid=500258,,,,,,,,,
SD00010588,2008-06-07,2008,6,7,159,integrifolia,San Diego,"Warner Springs, northbound Pacific Crest Trail, 6 miles from Lost Valley Rd. trailhead, 200 yards east of trail, along west bank of dry tributary to Agua Caliente Creek",1473,33.35487,-116.60481,,,,WGS84,cch2,500256,FL,Granitic soil,http://cch2.org/portal/collections/individual/index.php?occid=500256,,,,,,,,,
SD00010470,1985-04-26,1985,4,26,116,menziesii,San Diego,"oak woodland, Puerta la Cruz Road, Cleveland Nat. Forest.",1160,33.35759,-116.67206,241,,,WGS84,cch2,500149,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500149,,,,,,,,,
SD00010585,2010-05-31,2010,5,31,151,integrifolia,San Diego,Cleveland National Forest; Puerta La Cruz Road; 2 miles SE Mitchell Camp Road and Chihuahua Valley Road; 5.7 miles N of Warner Springs and Hwy 79,1168,33.36112,-116.67281,,,,WGS84,cch2,500274,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500274,,,,,,,,,
