specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5
UC572487,1935-04-27,1935,4,27,117,integrifolia,San Bernardino,"3/4 mi n Lake Arrowhead (San Bernardino National Forest); Deep Creek Quad., San Bernardino National For, n Lake Arrowh",1386,34.316,-117.1982,805,,,NAD27,cch2,3158546,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3158546,,,,,,,,,
SFV112665,1958-03-29,1958,3,29,88,,Los Angeles,Santa Susana Mountains; Phil Gentile Ranch.,450,34.32,-118.51,1000,,,,cch2,613395,Flowering,Oak woodland by stream.,http://cch2.org/portal/collections/individual/index.php?occid=613395,,,,,,,,,
SFV112658,1974-05-24,1974,5,24,144,,Los Angeles,San Gabriel Mountains; Gold Creek Canyon. Side canyon of Little Tujunga Canyon. Watts Ranch.,660,34.32,-118.31,1000,,,,cch2,613405,Flowering,,http://cch2.org/portal/collections/individual/index.php?occid=613405,,,,,,,,,
SFV112671,1958-04-11,1958,4,11,101,,Los Angeles,"Santa Susana Mountains; Oat Mountain, north slope ravine. Roadside.",945,34.32,-118.57,1000,,,,cch2,613406,Flowering,,http://cch2.org/portal/collections/individual/index.php?occid=613406,,,,,,,,,
UC284102,1918-05-30,1918,5,30,150,integrifolia,San Bernardino,Cajon Pass,1190.51,34.325158,-117.428354,2000,,,WGS84,cch2,3161250,Flowering/Fruiting,sand wash on desert slope,http://cch2.org/portal/collections/individual/index.php?occid=3161250,,,,,,,,,
UC126911,1906-04-27,1906,4,27,117,,San Bernardino,Cajon Pass,1250,34.3252,-117.4287,1138,,,WGS84,cch2,3367801,Flowering/Fruiting,Upper Sonoran Zone,http://cch2.org/portal/collections/individual/index.php?occid=3367801,,,,,,,,,
UC1518667,1979-05-10,1979,5,10,130,integrifolia,San Bernardino,near junction of Grass Valley Creek and Mojave River; near junction of Grass Valley Creek and Mojave River,975,34.338878,-117.270458,1200,,,WGS84,cch2,3149043,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149043,,,,,,,,,
UC1611538,1993-04-15,1993,4,15,105,,Los Angeles,"Los Pinetos Spring wester San Gabriel Mtns., San Fernando 7.5' USGS quad, Los P (at head of canyon)",893,34.3594,-118.4386,805,,,NAD27,cch2,3156648,Flowering/Fruiting,on mesic slopes in dappled shade; area around spring dominated by a Juglans/Quercus woodland,http://cch2.org/portal/collections/individual/index.php?occid=3156648,,,,,,,,,
UC457221,1931-05-16,1931,5,16,136,integrifolia,Los Angeles,"Swartout Valley San Gabriel Mts., Swartout Valley",1876.92,34.365782,-117.652957,3600,,,WGS84,cch2,3150188,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3150188,,,,,,,,,
SFV112660,1975-04-03,1975,4,3,93,,Los Angeles,San Gabriel Mountains; Placerita Canyon near Los Pinetos Canyon.,564,34.37,-118.44,1000,,,,cch2,613398,Flowering,Grassy flats under oaks.,http://cch2.org/portal/collections/individual/index.php?occid=613398,,,,,,,,,
UC501494,1932-05-29,1932,5,29,150,integrifolia,Los Angeles,"head Arrastre Canyon; San Gabriel Mts., head of Arrastre Canyon",1524,34.390608,-118.16492,2000,,,WGS84,cch2,3154598,Flowering/Fruiting,moist snad under alnus along stream; Upper Sonoran Zone,http://cch2.org/portal/collections/individual/index.php?occid=3154598,,,,,,,,,
UC1069170,1935-03-21,1935,3,21,80,,San Bernardino,"2 mi w Hesperia; Hesperia Quad., w of Hesperia",1021,34.4173,-117.3205,805,,,NAD27,cch2,3305784,Flowering/Fruiting,Veg. Type: Yb Jc Sli Epr (could be Je or Epv); flat slope; under other plants in shade,http://cch2.org/portal/collections/individual/index.php?occid=3305784,,,,,,,,,
SFV112669,1962-03-25,1962,3,25,84,,Los Angeles,"San Gabriel Mountains; Soledad Canyon. Small, burnt over canyon west of Bee Canyon, north of River's End Ranch.",610,34.44,-118.37,1000,,,,cch2,613408,Flowering,,http://cch2.org/portal/collections/individual/index.php?occid=613408,,,,,,,,,
UC1871057,1991-04-29,1991,4,29,119,integrifolia,Los Angeles,"Transverse Ranges; Liebre Mountains region; Parker mountain and ridge to SW: SW of Acton and NNE of Ravenna. T4N R13W; W edge section 2, E and SE edge section 3, NNE edge section 10. Collected between 3670-4131 (summit) feet elevation.",1119,34.456389,-118.219444,,,,,cch2,3157415,,Desert Transition chaparral on decomposed granite substrate; Juniperus californica common on lower slopes of mountain; area recently burned,http://cch2.org/portal/collections/individual/index.php?occid=3157415,,,,,,,,,
UC1871236,1991-04-30,1991,4,30,120,integrifolia,Los Angeles,"Transverse Ranges; Liebre Mountains region; Soledad Canyon Wash: about half mile E of Acton; T5N R13W, W1/2 SE1/4 SE1/4 section 36; elevation 2720 feet.",829,34.468889,-118.188333,,,,,cch2,3163942,,"Broad, open, sandy wash dominated by Ephedra nevadensis and Artemisia tridentata parishii, with numerous perennial and annual herbs.",http://cch2.org/portal/collections/individual/index.php?occid=3163942,,,,,,,,,
UC75479,1906-04-29,1906,4,29,119,integrifolia,San Bernardino,"near Victorville; Mohave Desert, Dead Man's Point; Dead Man's Point, near Victorville, San Bernardino Co., Mohave Desert",925,34.473101,-117.124596,2000,,,WGS84,cch2,3155837,Flowering/Fruiting,Lower Sonoran Zone,http://cch2.org/portal/collections/individual/index.php?occid=3155837,,,,,,,,,
UC668349,1941-04-19,1941,4,19,109,integrifolia,San Bernardino,8 mi sw Victorville; sw of Victorville,1036,34.500665,-117.167628,800,,,WGS84,cch2,3158274,Flowering/Fruiting,growing mostly in bushes - scattered juniperus and Joshua trees,http://cch2.org/portal/collections/individual/index.php?occid=3158274,,,,,,,,,
UC1537399,1935-03-06,1935,3,6,65,,Los Angeles,4 mi w Palmdale; w of Palmdale,944,34.57942,-118.18575,,,,,cch2,3441543,Flowering/Fruiting,foothills; Yucca-juniper association,http://cch2.org/portal/collections/individual/index.php?occid=3441543,,,,,,,,,
UC24273,1896-05-20,1896,5,20,141,integrifolia,Los Angeles,Leonis Valley,978.1,34.62475,-118.30813,7000,,,WGS84,cch2,3149088,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149088,,,,,,,,,
UC1069199,1935-05-08,1935,5,8,128,integrifolia,Los Angeles,"4 3/4 mi ene Warm Springs; Tejon Quad., ene of Warm Springs",822,34.6383,-118.4896,805,,,NAD27,cch2,3161701,Flowering/Fruiting,Veg. Type: Sx F (with line over top F); n slope,http://cch2.org/portal/collections/individual/index.php?occid=3161701,,,,,,,,,
UC310650,1926-04-11,1926,4,11,101,,Santa Barbara,10 mi w Buellton; w of Buellton,134.04,34.6633,-120.3401,1000,,,NAD83,cch2,3565083,Flowering/Fruiting,sandy field,http://cch2.org/portal/collections/individual/index.php?occid=3565083,,,,,,,,,
UC56874,1902-05-01,1902,5,1,121,integrifolia,Los Angeles,"vicinity Elizabeth Lake; Antelope Valley, Pine Canyon; vicinity of Elizabeth Lake, Antelope Valley",1219,34.667088,-118.400085,2393,,,NAD27,cch2,3148026,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3148026,,,,,,,,,
UC1069184,1935-04-26,1935,4,26,116,,Santa Barbara,"ridge 3 mi s Los Alamos; Lompoc Quad., Santa Barbara Natl For, s of Los Alamos",457,34.704265,-120.286189,865,,,NAD27,cch2,3512932,Flowering/Fruiting,Veg. Type: A ; n slope,http://cch2.org/portal/collections/individual/index.php?occid=3512932,,,,,,,,,
UC1069173,1935-03-27,1935,3,27,86,,Los Angeles,"2 3/4 mi nne Sawmill Peak; Tejon Quad., nne of Sawmill Peak",1219,34.7257,-118.5443,805,,,NAD27,cch2,3208026,Flowering/Fruiting,"Veg. Type: Chn, Ef, Atr ; nw slope",http://cch2.org/portal/collections/individual/index.php?occid=3208026,,,,,,,,,
UC593306,1938-05-08,1938,5,8,128,,Santa Barbara,"e Zaca Peak (near summit Figueroa Mountain, San Rafael Mountains); San Rafael Mountains, Figueroa Mountain, e of Zaca Peak",1371,34.7432,-119.9848,1000,,,NAD83,cch2,3505198,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3505198,,,,,,,,,
UC1069174,1934-04-01,1934,4,1,91,,Ventura,"5 mi nw Ozena; Mt. Pinos Quad., nw of Ozena",1066,34.757,-119.4104,805,,,NAD27,cch2,3476730,Flowering/Fruiting,Veg. Type: open flat,http://cch2.org/portal/collections/individual/index.php?occid=3476730,,,,,,,,,
UC880924,1906-06-19,1906,6,19,170,,Santa Barbara,Zaca Lake Forest Reserve Zaca Lake Forest Reserve (hills near lake),782.37,34.778,-120.036,1000,,,NAD27,cch2,3530819,Flowering/Fruiting,hills near lake,http://cch2.org/portal/collections/individual/index.php?occid=3530819,,,,,,,,,
UC592140,1935-04-12,1935,4,12,102,,San Bernardino,Mohave Desert,801.85,34.84988,-116.41113,108447,,,WGS84,cch2,3370850,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3370850,,,,,,,,,
SFV112662,1995-04-30,1995,4,30,120,,Kern,"Ventura Mountains; Southeast of Maricopa on Cerro Noroeste Road, 9.7 miles southeast of CA Highway 33.",1400,34.89,-119.36,1000,,,,cch2,613402,Flowering,Pinyon-Juniper Woodland.,http://cch2.org/portal/collections/individual/index.php?occid=613402,,,,,,,,,
SFV112663,1998-06-12,1998,6,12,163,,Kern,Ventura Mountains; Roadcut adjacent to Cerro Noroeste Road a few miles from Bitter Creek National Wildlife Refuge.,1300,34.91,-119.4,1000,,,,cch2,613403,Flowering,"Dominant associates included: Quercus john-tuckeri, Bromus tectorum, and Poa bulbosum.",http://cch2.org/portal/collections/individual/index.php?occid=613403,,,,,,,,,
UC1069183,1935-04-06,1935,4,6,96,,Santa Barbara,"6 mi wsw Cuyama Ranch; Santa Ynez Quad., wsw of Cuyama Ranch",746,34.9374,-119.6822,805,,,NAD27,cch2,3232283,Flowering/Fruiting,Veg. Type: Grass; n slope,http://cch2.org/portal/collections/individual/index.php?occid=3232283,,,,,,,,,
UC1980035,2009-03-30,2009,3,30,89,menziesii,Kern,"Coast Ranges; Temblor Mountains region: West end of the San Emigdio Mountains: Bitter Creek National Wildlife Refuge; Cienaga Canyon, off of Klipstein Canyon Road. Northeast of Cerro Noroeste Road.",973,34.94695,-119.40093,,,,WGS84,cch2,3263926,Flowering/Fruiting,"Collected up steep slope of dry, sunny white loose shale, northeast of road, to top of hill, and along creek bottom at base of slope, a short distance to the east of the road. Growing in low gentle draw near top of ridge.",http://cch2.org/portal/collections/individual/index.php?occid=3263926,,,,,,,,,
UC1069171,1935-03-04,1935,3,4,63,,Kern,"near mouth of Grapevine Tejon Quad., San Joaquin Valley, nr Grapevine (San Joaquin V)",365,34.9798,-118.8973,805,,,NAD27,cch2,3464409,Flowering/Fruiting,Veg. Type: Gr (underlined),http://cch2.org/portal/collections/individual/index.php?occid=3464409,,,,,,,,,
UC1069175,1936-03-20,1936,3,20,80,,Santa Barbara,"2 1/2 mi sw Spanish Ranch; McKittrick Quad., Santa Barbara Natl Forest, sw Spanish Ranc",762,35.0238,-120.0327,4828,,,NAD27,cch2,3549611,Flowering/Fruiting,Veg. Type: woodland; 15 ne slope,http://cch2.org/portal/collections/individual/index.php?occid=3549611,,,,,,,,,
UC2027001,2005-03-24,2005,3,24,83,,San Luis Obispo,Southeast Half of the Caliente Range. Approx. 1.6km NNW of Wells Canyon,939,35.027778,-119.665278,50,,,WGS84,cch2,3497176,Flowering/Fruiting,"Semi-desert scrub. NE facing slope dominated by Juniperus californica, Eriogonum fasciculatum var. polifolium, and Ericameria linearifolia",http://cch2.org/portal/collections/individual/index.php?occid=3497176,,,,,,,,,
UC1285256,1958-03-19,1958,3,19,78,,San Luis Obispo,"near n base Caliente Mountain (Carrizo Plain); , near n base Caliente Mountain",804.95,35.084389,-119.752739,3783,,,WGS84,cch2,3477884,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3477884,,,,,,,,,
UC2028828,2013-03-19,2013,3,19,78,menziesii,Kern,"North of Comanche Creek, Tejon Ranch.",343,35.098277,-118.759768,1000,,,WGS84,cch2,3228819,,"Gentle northwest facing slope, loamy sand soil.",http://cch2.org/portal/collections/individual/index.php?occid=3228819,,,,,,,,,
UC72015,1895-04-01,1895,4,1,91,,San Luis Obispo,Arroyo Grande,33.41,35.12187,-120.58559,2740,,,WGS84,cch2,3469715,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3469715,,,,,,,,,
UC455932,1910-03-29,1910,3,29,88,,San Luis Obispo,Carisa Plains,599.83,35.144588,-119.740544,16993,,,WGS84,cch2,3321386,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3321386,,,,,,,,,
UC1069188,1936-03-14,1936,3,14,74,,San Luis Obispo,"1 mi ese Sycamore Springs; Arroyo Grande Quad., San Luis Obispo NF, ese Sycamore Spring",76,35.1874,-120.691,805,,,NAD27,cch2,3293464,Flowering/Fruiting,Veg. Type: Woodland-Gr ; s slope,http://cch2.org/portal/collections/individual/index.php?occid=3293464,,,,,,,,,
SFV112651,1995-03-26,1995,3,26,85,,San Luis Obispo,"Carrizo Plain; Carrizo Plain Natural Area. On ridge west of Soda Lake, about 5 miles north of Painted Rock.",800,35.19,-119.91,1000,,,,cch2,613417,Flowering,Non-native grassland with Poa secunda.,http://cch2.org/portal/collections/individual/index.php?occid=613417,,,,,,,,,
UC144182,1905-04-18,1905,4,18,108,,Kern,Girard Station,991.25,35.190178,-118.51551,1220,,,NAD27,cch2,3246164,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3246164,,,,,,,,,
UC1069168,1937-04-15,1937,4,15,105,,Kern,"2 1/2 mi n Crocker Spring; McKittrick Quad., n of Crocker Spring",609,35.259804,-119.65086,1130,,,,cch2,3500940,Flowering/Fruiting,Veg. Type: Gr (underlined); 5% nw slope,http://cch2.org/portal/collections/individual/index.php?occid=3500940,,,,,,,,,
UC1137832,1935-03-03,1935,3,3,62,,Kern,"4 mi n Arvin (near Sequoia N.F.); Caliente Quad., , n of Arvin",167,35.2741,-118.8158,805,,,NAD27,cch2,3513535,Flowering/Fruiting,Veg. Type: Grassland; 1% w slope; soil sandy loam; grassy slopes & flats,http://cch2.org/portal/collections/individual/index.php?occid=3513535,,,,,,,,,
UC606954,1938-05-07,1938,5,7,127,,Kern,6 mi n Caliente; n of Caliente,858.47,35.331085,-118.58599,3232,,,NAD27,cch2,3212540,Flowering/Fruiting,grassy slopes under Quercus,http://cch2.org/portal/collections/individual/index.php?occid=3212540,,,,,,,,,
UC54858,1882-04-01,1882,4,1,91,,San Luis Obispo,Morro Bay,8.17,35.34247,-120.83321,6437,,,NAD83,cch2,3382759,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3382759,,,,,,,,,
UC1069187,1936-03-27,1936,3,27,87,,San Luis Obispo,"4.3 mi ne Black Butte; San Luis Obispo Quad., ne of Black Butte",342,35.351067,-120.547444,2200,,,,cch2,3330026,Flowering/Fruiting,Veg. Type: Grass; 2-3% slope,http://cch2.org/portal/collections/individual/index.php?occid=3330026,,,,,,,,,
UC1069186,1937-04-14,1937,4,14,104,,San Luis Obispo,"3 3/4 mi nne Pozo; Pozo Quad., Los Padres Natl Forest, nnw of Pozo",548,35.3607,-120.3516,805,,,NAD27,cch2,3525088,Flowering/Fruiting,Veg. Type: Gr (underlined); w slope,http://cch2.org/portal/collections/individual/index.php?occid=3525088,,,,,,,,,
UC511238,1932-02-27,1932,2,27,58,,Kern,"Kern River Park , Kern River Park (Kern River Watershed)",182,35.434701,-118.883573,4000,,,WGS84,cch2,3236174,Flowering/Fruiting,sandy soil; Lower Sonoran Zone; rolling foothills,http://cch2.org/portal/collections/individual/index.php?occid=3236174,,,,,,,,,
UC168379,1891-04-03,1891,4,3,93,,Kern,Lerdo,126.73,35.490215,-119.15081,1622,,,NAD27,cch2,3162309,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3162309,,,,,,,,,
UC606955,1938-03-31,1938,3,31,90,,Kern,"two mi w Famosa (Kimberlina Field, s of road to Wasco); w of Famosa, Kimberlina Field",125.92,35.558296,-119.233215,6128,,,NAD27,cch2,3407644,Flowering/Fruiting,"with Lupinus, Orthocarpus & other herbs in open grassy fields",http://cch2.org/portal/collections/individual/index.php?occid=3407644,,,,,,,,,
UC310223,1926-04-08,1926,4,8,98,,San Luis Obispo,Paso Robles,259.63,35.630681,-120.675571,4500,,,WGS84,cch2,3186619,Flowering/Fruiting,dryi slope,http://cch2.org/portal/collections/individual/index.php?occid=3186619,,,,,,,,,
UC1562894,1986-04-20,1986,4,20,110,integrifolia,Kern,"Scodie Mts. E of Isabelle Lake, ca 4 air miles NW of Walker Pass, canyon on N side Pinyon Peak, shoulder of SE hill ca 1/2 mi from end of dirt road.",1524,35.697,-118.0852,805,,,NAD27,cch2,3483889,Flowering/Fruiting,"Canyon; dry sandy flat on shoulder of se hill; nearr end dirt rd w/digger pines, granite outcrops.",http://cch2.org/portal/collections/individual/index.php?occid=3483889,,,,,,,,,
UC1927520,2003-03-20,2003,3,20,79,integrifolia,Kern,Sierra Nevada; Southern Sierra Nevada region; Owens Peak Eastern Watershed. Indian Wells Canyon.,1494,35.7133,-117.9633,,,,,cch2,3157927,,"Flat area; dominated by Eriogonum fasciculatum var polifolium, E, wrightii var. subscaposum, and Lysium cooperi. Winter annuals abundant, dominated by Gilia brecciarum ssp. neglecta.",http://cch2.org/portal/collections/individual/index.php?occid=3157927,,,,,,,,,
UC1927593,2003-02-22,2003,2,22,53,integrifolia,Kern,Sierra Nevada; Southern Sierra Nevada region; THE OWENS PEAK EASTERN WATERSHED. Upper reaches of Short Canyon. SW side of canyn.,1372,35.7156,-117.9286,,,,,cch2,3154572,,"Associated species: Yucca brevifolia, Gutierrezia microcephala, Ericameria linearifolia, Cryptantha sp., Lotus argophyllus, Opuntia basilaris, Cheilanthes covillei, Poa secunda, Eriogonum fasciculatum var. polifolium, Phacelia fremontii.",http://cch2.org/portal/collections/individual/index.php?occid=3154572,,,,,,,,,
UC168378,1891-05-14,1891,5,14,134,,Kern,Kernville,807.75,35.75524,-118.42399,2910,,,NAD27,cch2,3157400,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3157400,,,,,,,,,
UC566277,1932-03-26,1932,3,26,86,,San Luis Obispo,"2 mi e San Miguel; San Miguel Quad., e of San Miguel",243,35.7554,-120.6662,4828,,,NAD27,cch2,3334199,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3334199,,,,,,,,,
UC1069195,1938-03-30,1938,3,30,89,,Monterey,"3 1/2 mi ese Pleyto Well; Bradley Quad., ese Pleyto Well",289,35.7981,-120.8033,805,,,NAD27,cch2,3281079,Flowering/Fruiting,Veg. Type: D' Gr (Gr underlined); 20% se slope,http://cch2.org/portal/collections/individual/index.php?occid=3281079,,,,,,,,,
UC310899,1925-03-20,1925,3,20,79,,Tulare,1 mi n Richgrove (open plain); n of Richgrove,153.87,35.809273,-119.10217,3634,,,NAD27,cch2,3321052,Flowering/Fruiting,open plain,http://cch2.org/portal/collections/individual/index.php?occid=3321052,,,,,,,,,
SFV112677,1999-04-17,1999,4,17,107,menziesii,Kern,"Ventura Mountains; San Emigdio Mountains. Cerro Noroeste Road, 4 km south of Cienega Canyon.",800,35.91666667,-119.4083333,1000,,,,cch2,613404,Flowering,,http://cch2.org/portal/collections/individual/index.php?occid=613404,,,,,,,,,
UC1069176,1932-03-03,1932,3,3,63,,Fresno,"Canoas Creek Cholame Quad., Canoas Creek",335,35.9856,-120.2298,805,,,NAD27,cch2,3163294,Flowering/Fruiting,Veg. Type: Grassland,http://cch2.org/portal/collections/individual/index.php?occid=3163294,,,,,,,,,
UC310398,1925-03-23,1925,3,23,82,,Fresno,15 mi sw Coalinga; sw of Coalinga,723.87,35.98567,-120.54853,,,,,cch2,3159045,Flowering/Fruiting,"loose soil, damp slope",http://cch2.org/portal/collections/individual/index.php?occid=3159045,,,,,,,,,
UC659438,1940-03-24,1940,3,24,84,,Fresno,"9 mi sw Coalinga (Curry Mountain, Waltham Canyon, western Fresno County); Inner Coast Ranges, Curry Mountain, Waltham Canyon",487,36.08272,-120.457664,1622,,,NAD27,cch2,3164002,Flowering/Fruiting,"n slope, Juniperus-Aplopappus-Artemisia-Lupinus-Eriogonum Association",http://cch2.org/portal/collections/individual/index.php?occid=3164002,,,,,,,,,
UC880917,1915-04-01,1915,4,1,91,,Monterey,"Mansfield's Ranch , Mansfield's Ranch (King City)",216.35,36.1147,-121.1145,5000,,,WGS84,cch2,3408935,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3408935,,,,,,,,,
UC24225,1897-03-31,1897,3,31,90,,Tulare,Tulare,88.04,36.207886,-119.34564,8060,,,NAD27,cch2,3147767,Flowering/Fruiting,sandy wash,http://cch2.org/portal/collections/individual/index.php?occid=3147767,,,,,,,,,
UC24217,1897-04-01,1897,4,1,91,,Tulare,"Tulare head of the San Joaquin Valley, Tulare",88.04,36.207886,-119.34564,8060,,,NAD27,cch2,3149086,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149086,,,,,,,,,
UC24213,1901-04-10,1901,4,10,100,,Tulare,Kaweah,281.34,36.469776,-118.91665,3634,,,NAD27,cch2,3154366,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3154366,,,,,,,,,
UC24226,1898-03-01,1898,3,1,60,,Tulare,"35 mi e Visalia (near Grapevine Spring); San Joaquin Valley, , e of Visalia",538.41,36.49682,-118.81639,11681,,,NAD27,cch2,3149639,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149639,,,,,,,,,
UC880870,1938-04-19,1938,4,19,109,,San Benito,"8 mi s Panoche (Griswold Canyon); , s of Panoche",487,36.50766,-120.82507,1783,,,NAD27,cch2,3189169,Flowering/Fruiting,open slopes,http://cch2.org/portal/collections/individual/index.php?occid=3189169,,,,,,,,,
UC496087,1907-07-02,1907,7,2,183,,Monterey,"near Carmel Highlands (San Jose Canyon); , near Carmel Highlands",19.4,36.519,-121.9178,850,,,WGS84,cch2,3284882,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3284882,,,,,,,,,
UC610620,1935-02-10,1935,2,10,41,,Monterey,"ne side Whaler's Knoll Point Lobos State Park; , ne side Whaler's Knoll",34.11,36.52167,-121.94611,1783,,,NAD27,cch2,3554026,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3554026,,,,,,,,,
UC618397,1937-05-03,1937,5,3,123,,San Benito,"se Panoche (Griswold Creek); se of Panoche, Griswold Creek",347.48,36.583206,-120.80852,415,,,NAD27,cch2,3419933,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3419933,,,,,,,,,
UC66822,1904-04-03,1904,4,3,94,,Monterey,Pacific Grove,46.29,36.617738,-121.916622,2752,,,WGS84,cch2,3493538,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3493538,,,,,,,,,
UC606906,1938-04-03,1938,4,3,93,,San Benito,"on Tres Pinos Creek 7 mi nw Llanada (San Carlos Range, Inner South Coast Ranges); Inner South Coast Ranges, San Carlos Range",609,36.68138,-121.00466,5057,,,NAD27,cch2,3248934,Flowering/Fruiting,"light sandy soil of cultivated field, Pinus sabiniana-Quercus douglasii belt",http://cch2.org/portal/collections/individual/index.php?occid=3248934,,,,,,,,,
UC606915,1938-05-09,1938,5,9,129,,Fresno,"1.3 mi e Pinehurst (road to General Grant Park, Sierra Nevada foothills); Sierra Nevada foothills, e of Pinehurst",1219,36.695316,-119.003845,2025,,,NAD27,cch2,3149133,Flowering/Fruiting,"open bank w/Ceanothus, Chamaebatia & Cercocarpus at edge sm stream, Pinus ponderosa-Libocedrus assn",http://cch2.org/portal/collections/individual/index.php?occid=3149133,,,,,,,,,
UC1021935,1955-04-24,1955,4,24,114,,Fresno,Highway 180 above Clingan's junction; above Clingan's junction,914,36.75444,-119.16944,,,,,cch2,3163847,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3163847,,,,,,,,,
UC480616,1928-03-04,1928,3,4,64,,Monterey,"near Watsonville (Aromas); near Watsonville, Aromas",44.4,36.88841,-121.63942,789,,,WGS84,cch2,3309511,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3309511,,,,,,,,,
UC592188,1929-03-24,1929,3,24,83,,Madera,at junction of Yosemite Road eighteen mi e Madera; e of Madera at junction of Yosemite Road,135.38,36.986427,-119.7463,25350,,,NAD27,cch2,3161283,Flowering/Fruiting,common in fields,http://cch2.org/portal/collections/individual/index.php?occid=3161283,,,,,,,,,
UC606902,1938-05-08,1938,5,8,128,,Fresno,"0.6 mi sw of Tollhouse Tollhouse Creek (e bank of Tollhouse Creek, Sierra Nevada foothills); Sierra Nevada foothills, Tollhouse Creek",609,37.009594,-119.40307,2025,,,NAD27,cch2,3157473,Flowering/Fruiting,open granitic slope w/Cercis & rhus trilobata under Pinus Sabiniana & Quercus Wislizenii,http://cch2.org/portal/collections/individual/index.php?occid=3157473,,,,,,,,,
UC1069192,1936-04-30,1936,4,30,121,,Santa Cruz,"2 1/2 mi w Bonnie Doon; Santa Cruz Quad., w of Bonnie Doon",121,37.060026,-122.194944,2125,,,NAD27,cch2,3415469,Flowering/Fruiting,"Veg. Type: Grass; slope illeg. ""sw slope?"" ""so slope?""",http://cch2.org/portal/collections/individual/index.php?occid=3415469,,,,,,,,,
UC1069191,1935-04-09,1935,4,9,99,,Santa Cruz,"1 1/2 mi n Santa Cruz; Santa Cruz Quad., n of Santa Cruz",91,37.0619,-121.9534,4828,,,NAD27,cch2,3500946,Flowering/Fruiting,Veg. Type: A ; 0 slope,http://cch2.org/portal/collections/individual/index.php?occid=3500946,,,,,,,,,
UC1069196,1938-04-06,1938,4,6,96,,Santa Clara,"4 8/10 mi ene Rucker; Morgan Hill Quad., ene of Rucker",289,37.0763,-121.5182,805,,,NAD27,cch2,3415506,Flowering/Fruiting,"Veg. Type: B, D' ; n slope",http://cch2.org/portal/collections/individual/index.php?occid=3415506,,,,,,,,,
UC24260,1892-05-01,1892,5,1,122,,Santa Cruz,Glenwood,279.53,37.10833,-121.98556,,,,,cch2,3455161,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3455161,,,,,,,,,
UC204178,1903-06-01,1903,6,1,152,atomaria,Santa Clara,"Loma Prieta Peak; ; Loma Prieta Peak, Santa Clara Co.",985.82,37.10851,-121.83946,658,,,NAD27,cch2,3149631,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3149631,,,,,,,,,
UC24251,1894-04-01,1894,4,1,91,atomaria,Santa Clara,eastern slope Loma Prieta,1150.75,37.11083,-121.84361,135,,,NAD27,cch2,3146870,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3146870,,,,,,,,,
UC765438,1935-02-09,1935,2,9,40,,Madera,8 mi w Chowchilla; w of Chowchilla,53.95,37.118904,-120.409256,11246,,,NAD27,cch2,3153076,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3153076,,,,,,,,,
UC765437,1937-03-25,1937,3,25,84,,Madera,8 mi w Chowchilla; w of Chowchilla,53.95,37.118904,-120.409256,11246,,,NAD27,cch2,3154663,Flowering/Fruiting,,http://cch2.org/portal/collections/individual/index.php?occid=3154663,,,,,,,,,
