id,institutionCode,specimen_number,coll_number,scientificName,taxonID,eventDate,year,month,day,startDayOfYear,verbatimEventDate,reproductiveCondition,county,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,verbatimElevation,source,recordId,references
306022,UCSB,UCSB030402,5340,Nemophila menziesii subsp. menziesii,205100,4/6/1946,1946,4,6,96,,,Kern,Summit of Tehachapi Pass,35.101482,-118.283635,2000,,,cch2,urn:uuid:966d279d-8602-442d-8044-0507e2a78258,http://cch2.org/portal/collections/individual/index.php?occid=306022
306023,UCSB,UCSB030401,41523,Nemophila menziesii subsp. menziesii,205100,4/18/1981,1981,4,18,108,,,San Luis Obispo,Near Shell Creek in Avenales Wildlife Area; 19 miles from Santa Margarita on highway 58,,,,,,cch2,urn:uuid:4326c58f-fa65-4203-bdd8-b52eeeb49a35,http://cch2.org/portal/collections/individual/index.php?occid=306023
306024,UCSB,UCSB030100,11891,Nemophila menziesii subsp. menziesii,205100,3/28/1961,1961,3,28,87,,,El Dorado,By Highway 49; 10 miles south of El Dorado; 15 miles south of Placerville; Sierra Nevada Foothills,,,,,,cch2,urn:uuid:34faad3f-7ff7-48f8-a6fb-d1811512ffb6,http://cch2.org/portal/collections/individual/index.php?occid=306024
306025,UCSB,UCSB030099,45149,Nemophila menziesii subsp. menziesii,205100,4/2/1978,1978,4,2,92,,,Santa Barbara,On Figueroa Mountain Road trail; trailhead 1.5 miles from the Figueroa Mountain Station,,,,,,cch2,urn:uuid:3612bdeb-bda5-4145-861f-b97792bf633a,http://cch2.org/portal/collections/individual/index.php?occid=306025
306026,UCSB,UCSB030098,48119,Nemophila menziesii subsp. menziesii,205100,4/3/1982,1982,4,3,93,,,Orange,Rancho Mission Viejo: Calif. 74; 7.2 km. by road E San Juan Capistrano; 1.3 km. NE Viejo Survey Marker,33.531045,-117.589222,500,,,cch2,urn:uuid:0b806dc6-ba6a-4aa3-9601-27921d45de1f,http://cch2.org/portal/collections/individual/index.php?occid=306026
306027,UCSB,UCSB030097,49250,Nemophila menziesii subsp. menziesii,205100,2/26/1984,1984,2,26,57,,,Santa Barbara,2.5 miles up Figueroa Mtn. Rd. from junction with turn-off for Figueroa Mtn. Campground,34.7219,-119.9544,750,,,cch2,urn:uuid:803365c1-841f-40f9-9dd1-b4fa296c15e7,http://cch2.org/portal/collections/individual/index.php?occid=306027
306028,UCSB,UCSB030096,49069,Nemophila menziesii subsp. menziesii,205100,4/9/1978,1978,4,9,99,,,Santa Barbara,San Marcos Pass Road west right on Figueroa Mountain Road; about 2 miles north of Figueroa Mountain Campground; on east side of road,,,,,,cch2,urn:uuid:6eb9d965-55a6-42a0-a031-a5f058e8b868,http://cch2.org/portal/collections/individual/index.php?occid=306028
306029,UCSB,UCSB030095,48744,Nemophila menziesii subsp. menziesii,205100,2/25/1984,1984,2,25,56,,,Santa Barbara,Figueroa Mountain Road; 4 miles off San Marcus; 2.5 miles past campground while ascending; 10 meters off side of road; San Raphael Mountains,,,,,,cch2,urn:uuid:b878dcd9-cd2b-448c-8a77-fba89c22a5ce,http://cch2.org/portal/collections/individual/index.php?occid=306029
306030,UCSB,UCSB030410,42030,Nemophila menziesii subsp. menziesii,205100,4/8/1979,1979,4,8,98,,,Santa Barbara,"Approximately 1.5 miles east of Ranger Peak, Figueroa Mountain",,,,,,cch2,urn:uuid:9204082d-a11d-4163-b621-ea83b26b6ea9,http://cch2.org/portal/collections/individual/index.php?occid=306030
317277,UCSB,UCSB032711,70901,Nemophila menziesii,205099,5/5/1991,1991,5,5,125,,,Ventura,Sisar Trail. Red Reef Trail to White Ledge Campground.,34.495975,-119.123119,2000,,,cch2,urn:uuid:ffffe6ea-6622-4bec-bdd5-7655dc449fea,http://cch2.org/portal/collections/individual/index.php?occid=317277
330027,UCSB,UCSB040086,33719,Nemophila menziesii,205099,,,,,,,,Kern,"13 miles North of Caliente on Road to Havleah, Piute Mountains",,,,,,cch2,urn:uuid:0312de30-c8e4-437d-9b2e-0a4a3dcda4ee,http://cch2.org/portal/collections/individual/index.php?occid=330027
330255,UCSB,UCSB040304,69908,Nemophila menziesii subsp. menziesii,205100,4/19/1998,1998,4,19,109,,,Santa Barbara,"Sedgwick Ranch, plot 32-SO, Santa Barbara County Oak Restoration Program",,,,,,cch2,urn:uuid:92e636c8-9c87-4419-807d-31d5bda0e3f6,http://cch2.org/portal/collections/individual/index.php?occid=330255
380487,SDSU,SDSU06082,6082,Nemophila menziesii var. menziesii,205103,3/18/1949,1949,3,18,77,3/18/1949,,Los Angeles,,,,,366,1200ft.,cch2,urn:uuid:414f80e0-aae8-426b-a08b-7f35a3bef7b3,http://cch2.org/portal/collections/individual/index.php?occid=380487
380493,SDSU,SDSU06088,6088,Nemophila menziesii var. menziesii,205103,5/1/1934,1934,5,1,121,5/1/1934,,San Bernardino,"Dry shore, E side big bear Lake, San Bernardino Mts.",34.264,-116.8662,2926,,,cch2,urn:uuid:2e8556fa-4b3e-4c21-9c4a-827e94fecd1a,http://cch2.org/portal/collections/individual/index.php?occid=380493
380499,SDSU,SDSU06094,6094,Nemophila menziesii var. menziesii,205103,4/11/1960,1960,4,11,102,4/11/1960,,Santa Barbara,Summit on #166 east of cuyama Valley,,,,,,cch2,urn:uuid:dd975f05-b38c-4b66-853e-7216166f363b,http://cch2.org/portal/collections/individual/index.php?occid=380499
380505,SDSU,SDSU06100,6100,Nemophila menziesii var. menziesii,205103,6/19/1929,1929,6,19,170,6/19/1929,,Mariposa,Camp Wawona,37.547577,-119.678451,800,1219,4000ft.,cch2,urn:uuid:224b5096-a525-4ca0-8ca2-6c162ddd5b2b,http://cch2.org/portal/collections/individual/index.php?occid=380505
380510,SDSU,SDSU06105,6105,Nemophila menziesii var. integrifolia,205102,5/6/1990,1990,5,6,126,5/6/1990,,San Diego,"Found in the Laguna Mountains at 6000 feet, about 10 miles north of Interstate 8 on sunshine Highway, on raodside. Near by associates: Claytonia perfoliata, species of the families Brassicaceae Poaceae and Polemoniaceae, Quercus sp and Pinus sp.",32.86077,-116.4217,806,,,cch2,urn:uuid:777994ec-bd6e-413b-805c-a79a328c30b8,http://cch2.org/portal/collections/individual/index.php?occid=380510
380511,SDSU,SDSU06106,6106,Nemophila menziesii var. atomaria,205101,5/1/1972,1972,5,1,122,5/1/1972,,Sonoma,Duncun Point.,38.394487,-123.095123,200,,,cch2,urn:uuid:d4f73400-a989-44d7-b0c0-a6d0f4bb5386,http://cch2.org/portal/collections/individual/index.php?occid=380511
380516,SDSU,SDSU06111,6111,Nemophila menziesii var. integrifolia,205102,4/24/1988,1988,4,24,115,4/24/1988,,San Diego,"Julian. Go 1/2 mile down Pine Hills Rd. off Hwy. 78. Turn left on private road and proceed for ca. 1/2 mile to small apple orchard on left. Proceed on foot in northerly direction ca. 100 yards; then east, crossing streambed and under barbed wire fence. Collection site is ca. 75 yards east of fence (Private property; permission required)",33.06859,-116.61022,805,,,cch2,urn:uuid:a9778225-ef13-4fd8-9b6e-8196ad5a77b5,http://cch2.org/portal/collections/individual/index.php?occid=380516
380517,SDSU,SDSU06112,6112,Nemophila menziesii var. integrifolia,205102,5/17/1963,1963,5,17,137,5/17/1963,,Santa Barbara,13 miles north of Lompoc on #1.,,,,183,600ft.,cch2,urn:uuid:451c3502-32e5-4a8f-8c92-b7b84125b37d,http://cch2.org/portal/collections/individual/index.php?occid=380517
380522,SDSU,SDSU06117,6117,Nemophila menziesii var. integrifolia,205102,4/1/1938,1938,4,1,91,4/1/1938,,San Diego,Cuyamaca,32.93455,-116.6042,9654,,,cch2,urn:uuid:708d6423-a54c-4ce0-abf1-43af230d9107,http://cch2.org/portal/collections/individual/index.php?occid=380522
380523,SDSU,SDSU06118,6118,Nemophila menziesii var. menziesii,205103,4/28/1951,1951,4,28,118,4/28/1951,,Monterey,"Santa Lucia Mts., Monterey Co.",,,,762,2500ft.,cch2,urn:uuid:5598a0ea-b1ce-4f13-a4af-63d54f2e6ef7,http://cch2.org/portal/collections/individual/index.php?occid=380523
380528,SDSU,SDSU06123,6123,Nemophila menziesii var. integrifolia,205102,5/8/1951,1951,5,8,128,5/8/1951,,San Diego,,,,,,,cch2,urn:uuid:37d9c304-1ec5-40c6-88ad-074945b8fc96,http://cch2.org/portal/collections/individual/index.php?occid=380528
380534,SDSU,SDSU06129,6129,Nemophila menziesii var. integrifolia,205102,5/22/1944,1944,5,22,143,5/22/1944,,San Diego,Palomar,33.36337,-116.83613,3218,,,cch2,urn:uuid:49d45468-a324-4923-bd48-ddd58409a34b,http://cch2.org/portal/collections/individual/index.php?occid=380534
380535,SDSU,SDSU06130,6130,Nemophila menziesii var. menziesii,205103,5/1/1971,1971,5,1,121,5/1/1971,,Kern,"About 3 miles north of Paris-Lorraine, Kern County. Foothill Woodland community neighboring plants; Pinus sabiniana, Gila tricolor, Ganunculus occidentalis.",,,,1250,4100ft.,cch2,urn:uuid:10ee346f-91cc-405d-afc1-ac9806b834b6,http://cch2.org/portal/collections/individual/index.php?occid=380535
380536,SDSU,SDSU06131,6131,Nemophila menziesii var. integrifolia,205102,5/8/1927,1927,5,8,128,5/8/1927,,,,,,,1219,4000ft.,cch2,urn:uuid:5ac09030-b751-4294-9846-e08ee8b78626,http://cch2.org/portal/collections/individual/index.php?occid=380536
380540,SDSU,SDSU06135,6135,Nemophila menziesii var. integrifolia,205102,5/13/1967,1967,5,13,133,5/13/1967,,San Diego,along the trail NE of Guymon Lodge,32.8941,-116.438,402,,,cch2,urn:uuid:dd9966c5-ab9b-4714-b8cd-3ce582fb2e63,http://cch2.org/portal/collections/individual/index.php?occid=380540
380542,SDSU,SDSU06137,6137,Nemophila menziesii var. menziesii,205103,4/1/1952,1952,4,1,92,4/1/1952,,Los Angeles,Azusa Canyon. Angeles Natl. Forest near Coldstream Guard Station.,34.291484,-117.840418,300,1036,3400ft.,cch2,urn:uuid:c64f1b56-a4c7-4dc6-9e73-db464b16ffc1,http://cch2.org/portal/collections/individual/index.php?occid=380542
380547,SDSU,SDSU06143,6143,Nemophila menziesii var. menziesii,205103,4/19/1987,1987,4,19,109,4/19/1987,,Mendocino,Light gaps under canopy and edgge of coastal Redwood foreston southeastern leg of path surrounding Lake Leonard,,,,335,1100ft.,cch2,urn:uuid:bc4e29a1-4d39-4151-8f33-0b16ec77580a,http://cch2.org/portal/collections/individual/index.php?occid=380547
380553,SDSU,SDSU06149,6149,Nemophila menziesii var. menziesii,205103,4/25/1951,1951,4,25,115,4/25/1951,,Mariposa,Wawona rd near Wowona hotel,,,,1219,4000ft.,cch2,urn:uuid:12c121d1-7048-4177-b740-23110455ff3b,http://cch2.org/portal/collections/individual/index.php?occid=380553
386734,SDSU,SDSU12385,12385,Nemophila menziesii var. integrifolia,205102,4/25/1996,1996,4,25,116,4/25/1996,,San Diego,"Ca. 100 yards west of San Luis Rey River Picnic Area, 30 yards south of river, ca. 2 miles west of Lake Henshaw, Cleveland National Forest.",33.25528,-116.79667,,780,2560ft.,cch2,urn:uuid:c11483e9-5260-4199-9469-599a7e2c9ce6,http://cch2.org/portal/collections/individual/index.php?occid=386734
386895,SDSU,SDSU12547,12547,Nemophila menziesii var. menziesii,205103,4/21/1996,1996,4,21,112,4/21/1996,,San Diego,"Southern portion of Lake Cuyamaca, immediately north of Stone wall Mine. Lake Cuyamaca Park and Recreational District.",32.975,-116.55417,,1433,4700ft.,cch2,urn:uuid:42138f15-fe3e-4210-bede-75cb2444a774,http://cch2.org/portal/collections/individual/index.php?occid=386895
388286,SDSU,SDSU13969,13969,Nemophila menziesii var. menziesii,205103,4/2/2002,2002,4,2,92,4/2/2002,,San Diego,"Cuyamaca Mtn. State Park, Lower Descanso Creek Trail, ca. 1/2 mile from parking lot at Hwy 79 (at 3.1 mile marker), toward Oak Zanita Peak trail.",32.89361,-116.5725,,1241,4070ft.,cch2,urn:uuid:19ae4c8c-f9cb-4bfd-a8ba-a88716859ce3,http://cch2.org/portal/collections/individual/index.php?occid=388286
389691,SDSU,SDSU15375,15375,Nemophila menziesii var. integrifolia,205102,3/21/1998,1998,3,21,80,3/21/1998,,San Diego,UTM-Easting: 472886.41; UTM-Northing: 3685540. Training Area: JULIETT RANGE 403. LTETM PLOT: 85. LTETM Unknown code: F04.,33.31028,-117.29139,805,121,397ft.,cch2,urn:uuid:2cbd9238-c48d-478e-865f-92fb28116095,http://cch2.org/portal/collections/individual/index.php?occid=389691
390085,SDSU,SDSU15873,15873,Nemophila menziesii var. integrifolia,205102,3/19/2004,2004,3,19,79,3/19/2004,,San Diego,"El Capitan reservor, just east of dam, above main road.",32.87806,-116.80056,,305,1000ft.,cch2,urn:uuid:04191e35-35a9-4893-94aa-f12302720117,http://cch2.org/portal/collections/individual/index.php?occid=390085
392574,SDSU,SDSU18390,18390,Nemophila menziesii var. menziesii,205103,2/21/2008,2008,2,21,52,2/21/2008,,Riverside,"El Sobrante Landfill preserve area, western Riverside County, east of Interstate 15 off Temescal Canyon Road. Ca. 5 kilometers east off freeway. Access through landfill entrance.",33.79722,-117.46225,,418,1370ft.,cch2,urn:uuid:a1b1db0f-0a68-4029-8d97-bf1036f63240,http://cch2.org/portal/collections/individual/index.php?occid=392574
392587,SDSU,SDSU18403,18403,Nemophila menziesii var. menziesii,205103,2/27/2008,2008,2,27,58,2/27/2008,,Riverside,"El Sobrante Landfill preserve area, western Riverside County, east of Interstate 15 off Temescal Canyon Road. Ca. 5 kilometers east off freeway. Access through landfill entrance.",33.79494,-117.45103,,405,1330ft.,cch2,urn:uuid:9ec1f7ee-ab3a-4c24-a9d8-e4eb73cae369,http://cch2.org/portal/collections/individual/index.php?occid=392587
394070,SDSU,SDSU19900,19900,Nemophila menziesii var. integrifolia,205102,5/24/2002,2002,5,24,144,5/24/2002,,San Diego,"Saddle, just northeast of Cuyamaca Peak.",32.95028,-116.60639,,1868,6130ft.,cch2,urn:uuid:01256c74-84e5-49cc-89aa-df0a33b06bba,http://cch2.org/portal/collections/individual/index.php?occid=394070
394081,SDSU,SDSU19911,19911,Nemophila menziesii var. integrifolia,205102,5/5/2012,2012,5,5,126,5/5/2012,In flower.,San Diego,"Cuyamaca State Park, San Diego. Flat open, grassy area near Azalea Glen hiking trail.",32.96251,-116.58741,,1490,4887ft.,cch2,urn:uuid:0cc63943-b7f4-4e64-b5bc-6e7ea226c8cd,http://cch2.org/portal/collections/individual/index.php?occid=394081
500025,SD,SD00010602,SD4030,Nemophila menziesii var. integrifolia,205102,1895-03-08,1895,3,8,67,"Mar 08, 1895",FL,San Diego,La Jolla,32.8332,-117.25881,3218,,unknownft.,cch2,urn:uuid:88059c01-7fab-47f2-9fad-c993b1ea4800,http://cch2.org/portal/collections/individual/index.php?occid=500025
500027,SD,SD00010603,SD4035,Nemophila menziesii var. integrifolia,205102,,,,,,,FL,San Diego,Laguna Mts.,32.84327,-116.48061,12068,,unknownft.,cch2,urn:uuid:77d2096d-fc01-43db-9ca6-a8eb5cceb20b,http://cch2.org/portal/collections/individual/index.php?occid=500027
500028,SD,SD00010479,SD4038,Nemophila menziesii,205099,1890-04-00,1890,4,0,,Apr 1890,FL,Santa Clara,Gilroy,37.00578,-121.56827,,,unknownft.,cch2,urn:uuid:299db5ad-0034-4f45-bdee-b8c505ddee83,http://cch2.org/portal/collections/individual/index.php?occid=500028
500029,SD,SD00010487,SD4039,Nemophila menziesii,205099,,,,,,,FL,Unknown,,,,,,unknownft.,cch2,urn:uuid:409901f3-8545-4f35-b7e7-a31a73956e4a,http://cch2.org/portal/collections/individual/index.php?occid=500029
500030,SD,SD00010577,SD4041,Nemophila menziesii var. integrifolia,205102,1920-07-00,1920,7,0,,20-Jul,FFL,San Diego,Summit Laguna Mts.,32.87227,-116.41835,805,,unknownft.,cch2,urn:uuid:ba138b84-006f-4944-bb9c-441dcc75c02b,http://cch2.org/portal/collections/individual/index.php?occid=500030
500031,SD,SD00010493,SD4042,Nemophila menziesii,205099,1929-00-00,1929,0,0,,,FL,Kern,Kern County,,,,,unknownft.,cch2,urn:uuid:528dd517-f6f9-46b6-9622-a72cfa4567dc,http://cch2.org/portal/collections/individual/index.php?occid=500031
500032,SD,SD00010542,SD4045,Nemophila menziesii var. integrifolia,205102,5/25/1925,1925,5,25,145,25-May-25,FFL,San Diego,Palomar Mountain.,33.36337,-116.83613,3218,1585,,cch2,urn:uuid:92cf1306-a99e-4947-a652-99bc53c314b3,http://cch2.org/portal/collections/individual/index.php?occid=500032
500033,SD,SD00010505,SD4046,Nemophila menziesii,205099,5/10/1925,1925,5,10,130,10-May-25,FL,Riverside,"Banning-Idyllwild Road, San Jacinto Mountains.",33.8748,-116.842,,1219,,cch2,urn:uuid:bd1f2f3e-4977-457f-9200-e0e2016eb428,http://cch2.org/portal/collections/individual/index.php?occid=500033
500035,SD,SD00010555,SD7207,Nemophila menziesii var. integrifolia,205102,1898-04-00,1898,4,0,,Apr 1898,FFL,San Diego,Sweetwater,,,,,unknownft.,cch2,urn:uuid:6d44aa4f-ad83-4d6a-b726-c77b8016213f,http://cch2.org/portal/collections/individual/index.php?occid=500035
500036,SD,SD00010460,SD7208,Nemophila menziesii,205099,1884-04-00,1884,4,0,,Apr 1884,FL,San Diego,San Diego,32.73409,-117.12945,9654,,unknownft.,cch2,urn:uuid:9742e7e3-0b91-46f7-9149-0757c6ed2d75,http://cch2.org/portal/collections/individual/index.php?occid=500036
500037,SD,SD00010576,SD7209,Nemophila menziesii var. integrifolia,205102,1878-04-01,1878,4,1,91,"Apr 01, 1878",FL,San Diego,Fallbrook,33.37642,-117.25115,4827,,unknownft.,cch2,urn:uuid:3ec10cc0-2c06-457a-a313-f08af6e60a30,http://cch2.org/portal/collections/individual/index.php?occid=500037
500038,SD,SD00010562,SD7210,Nemophila menziesii var. integrifolia,205102,1884-01-23,1884,1,23,23,"Jan 23, 1884",FL,San Diego,San Diego,32.73409,-117.12945,9654,,unknownft.,cch2,urn:uuid:ea1caa5a-2964-46ce-8ec3-663c4e9cbd93,http://cch2.org/portal/collections/individual/index.php?occid=500038
500039,SD,SD00010485,SD7438,Nemophila menziesii,205099,1881-04-00,1881,4,0,,Apr 1881,FL,Riverside,Temecula,33.4956,-117.1493,,,unknownft.,cch2,urn:uuid:9b3b4faa-b928-4fd0-8101-3a7cdefa99b1,http://cch2.org/portal/collections/individual/index.php?occid=500039
500040,SD,SD00010503,SD7439,Nemophila menziesii,205099,1882-04-24,1882,4,24,114,"Apr 24, 1882",FL,Riverside,Temecula,33.4956,-117.1493,,,unknownft.,cch2,urn:uuid:833b66d6-3a91-41ca-8cf4-e4ea8abd28a2,http://cch2.org/portal/collections/individual/index.php?occid=500040
500042,SD,SD00010484,SD7444,Nemophila menziesii,205099,1882-04-24,1882,4,24,114,"Apr 24, 1882",FL,Riverside,Temecula,33.4956,-117.1493,,,unknownft.,cch2,urn:uuid:ca8ae25f-c444-4a57-9654-d02c6ae64afb,http://cch2.org/portal/collections/individual/index.php?occid=500042
500044,SD,SD00010574,SD10341,Nemophila menziesii var. integrifolia,205102,2/20/1935,1935,2,20,51,20-Feb-35,FL,San Diego,"Springhill, near Ramona",33.09021,-116.79119,805,,unknownft.,cch2,urn:uuid:418a7063-ea37-4034-8516-a71e76781733,http://cch2.org/portal/collections/individual/index.php?occid=500044
500045,SD,SD00010616,SD10392,Nemophila menziesii var. integrifolia,205102,2/27/1935,1935,2,27,58,27-Feb-35,FFL,San Diego,North slope of Soledad Mt.,32.8442,-117.2525,644,,unknownft.,cch2,urn:uuid:8686273d-75e4-4f47-8ace-3e06e27313bf,http://cch2.org/portal/collections/individual/index.php?occid=500045
500046,SD,SD00010615,SD10418,Nemophila menziesii var. integrifolia,205102,2/27/1935,1935,2,27,58,27-Feb-35,FL,San Diego,"Bluff on San Marcos Creek, near Green Valley School",33.0857,-117.2639,3218,,unknownft.,cch2,urn:uuid:bb4de817-e817-46bf-997d-49c6da102ae9,http://cch2.org/portal/collections/individual/index.php?occid=500046
500047,SD,SD00010561,SD10588,Nemophila menziesii var. integrifolia,205102,3/13/1935,1935,3,13,72,13-Mar-35,FL,San Diego,"Moosa Canyon, north of Escondido",33.25052,-117.12968,9654,,unknownft.,cch2,urn:uuid:4c97732b-9498-4f43-a0ae-d47f84abad02,http://cch2.org/portal/collections/individual/index.php?occid=500047
500048,SD,SD00010547,SD10785,Nemophila menziesii var. integrifolia,205102,3/23/1935,1935,3,23,82,23-Mar-35,FL,Imperial,"Boulder Park on Highway 80, top of Mountain Springs Grade",32.6589,-116.1008,644,,unknownft.,cch2,urn:uuid:c81a0ad8-2c49-43cd-b2ae-a1283aff6ab8,http://cch2.org/portal/collections/individual/index.php?occid=500048
500049,SD,SD00010556,SD10943,Nemophila menziesii var. integrifolia,205102,4/3/1935,1935,4,3,93,3-Apr-35,FL,San Diego,Near Tecate Junction on Potrero Grade,32.59816,-116.64312,805,,unknownft.,cch2,urn:uuid:040bd7e4-baa2-4873-b0d1-99d62bfd92ec,http://cch2.org/portal/collections/individual/index.php?occid=500049
500050,SD,SD00010504,SD11074,Nemophila menziesii,205099,4/6/1935,1935,4,6,96,6-Apr-35,FL,Kern,Bakersfield,,,,,unknownft.,cch2,urn:uuid:90ff291a-3724-404e-8cd9-377c445a14e7,http://cch2.org/portal/collections/individual/index.php?occid=500050
500051,SD,SD00010465,SD11138,Nemophila menziesii,205099,4/17/1935,1935,4,17,107,17-Apr-35,FFL,San Diego,2 miles east of Banner,33.08232,-116.51855,805,,unknownft.,cch2,urn:uuid:946b98c7-8f04-424f-8f76-7a9aa61977ff,http://cch2.org/portal/collections/individual/index.php?occid=500051
500052,SD,SD00010604,SD11309,Nemophila menziesii var. integrifolia,205102,4/27/1935,1935,4,27,117,27-Apr-35,FL,San Diego,"Picnic Grounds, Cuyamaca Rancho State Park",32.95935,-116.57969,241,,unknownft.,cch2,urn:uuid:b84079bf-e17e-4931-9d34-2a47976967ee,http://cch2.org/portal/collections/individual/index.php?occid=500052
500053,SD,SD00010571,SD11361,Nemophila menziesii var. integrifolia,205102,5/8/1935,1935,5,8,128,8-May-35,FFL,San Diego,5 mi. south of Mesa Grande on Black Cañon Road,33.13604,-116.79118,805,,unknownft.,cch2,urn:uuid:b5f70734-a4c4-4baa-8dba-578eb3e4dd8f,http://cch2.org/portal/collections/individual/index.php?occid=500053
500054,SD,SD00010462,SD11378,Nemophila menziesii,205099,5/8/1935,1935,5,8,128,8-May-35,FFL,San Diego,Chihuahua Valley,33.38516,-116.67809,2011,,unknownft.,cch2,urn:uuid:4e00c895-48af-439b-b418-deadb5f5bdba,http://cch2.org/portal/collections/individual/index.php?occid=500054
500055,SD,SD00010613,SD12002,Nemophila menziesii var. integrifolia,205102,7/10/1935,1935,7,10,191,10-Jul-35,FFL,San Diego,Near Wyss Ranch on Palomar Mt.,33.34371,-116.9104,,,unknownft.,cch2,urn:uuid:fa5123b8-af1f-420a-ae4b-3b181dda228d,http://cch2.org/portal/collections/individual/index.php?occid=500055
500056,SD,SD00010463,SD14452,Nemophila menziesii,205099,4/14/1936,1936,4,14,105,14-Apr-36,FL,San Diego,Montezuma Valley,33.21113,-116.52236,4023,,unknownft.,cch2,urn:uuid:b3a0f271-573e-4cfb-af45-fe721a397bd5,http://cch2.org/portal/collections/individual/index.php?occid=500056
500057,SD,SD00010607,SD14684,Nemophila menziesii var. integrifolia,205102,4/23/1936,1936,4,23,114,23-Apr-36,FFL,San Diego,burn in Habison Canyon,32.81302,-116.83831,2414,,unknownft.,cch2,urn:uuid:f76d2565-5ecf-4b6e-8bd5-fbdf76e68bdc,http://cch2.org/portal/collections/individual/index.php?occid=500057
500058,SD,SD00010554,SD15061,Nemophila menziesii var. integrifolia,205102,4/28/1936,1936,4,28,119,28-Apr-36,FFL,San Diego,Near Monument School,32.54362,-117.08315,402,,unknownft.,cch2,urn:uuid:28c127d8-c673-4aca-bdcf-9f923b2f6106,http://cch2.org/portal/collections/individual/index.php?occid=500058
500059,SD,SD00010569,SD15147,Nemophila menziesii var. integrifolia,205102,5/5/1936,1936,5,5,126,5-May-36,FFL,San Diego,Meadow below Cuyamaca Lake,32.99283,-116.59522,805,,unknownft.,cch2,urn:uuid:61434cf6-f452-4fd8-9344-b547f2cd38da,http://cch2.org/portal/collections/individual/index.php?occid=500059
500060,SD,SD00010570,SD15169,Nemophila menziesii var. integrifolia,205102,5/5/1936,1936,5,5,126,5-May-36,FFL,San Diego,Pine Hills,33.04838,-116.63085,1609,,unknownft.,cch2,urn:uuid:50e81e44-2eab-47ab-91a1-670bc1a6ee8a,http://cch2.org/portal/collections/individual/index.php?occid=500060
500061,SD,SD00010568,SD15885,Nemophila menziesii var. integrifolia,205102,5/30/1936,1936,5,30,151,30-May-36,FFL,San Diego,"Laguna Mts., near Garnet",32.92561,-116.45807,2011,,unknownft.,cch2,urn:uuid:75d42835-584f-4497-b278-572788fd2cbe,http://cch2.org/portal/collections/individual/index.php?occid=500061
500062,SD,SD00010578,SD17297,Nemophila menziesii var. integrifolia,205102,5/9/1937,1937,5,9,129,9-May-37,FFL,San Diego,Lyons Valley,32.71175,-116.75089,1609,,unknownft.,cch2,urn:uuid:23cbf429-9db8-4cdb-95a0-ab7353d1e9d4,http://cch2.org/portal/collections/individual/index.php?occid=500062
500063,SD,SD00010543,SD17537,Nemophila menziesii var. integrifolia,205102,5/15/1937,1937,5,15,135,15-May-37,FFL,San Diego,Palomar.,33.36337,-116.83613,,,unknownft.,cch2,urn:uuid:4d268552-d987-4c15-9de6-4498bce4bff2,http://cch2.org/portal/collections/individual/index.php?occid=500063
500064,SD,SD00010572,SD17761,Nemophila menziesii var. integrifolia,205102,6/10/1937,1937,6,10,161,10-Jun-37,FFL,San Diego,"So. Fork of Featherstone Creek, Barona Valley",32.92704,-116.83838,1207,,unknownft.,cch2,urn:uuid:ba9c2005-775c-4194-9f3c-706c8e391847,http://cch2.org/portal/collections/individual/index.php?occid=500064
500065,SD,SD00010610,SD20458,Nemophila menziesii var. integrifolia,205102,3/21/1938,1938,3,21,80,21-Mar-38,FL,San Diego,near Cañon Road Pt. Loma,32.72802,-117.23979,1126,,unknownft.,cch2,urn:uuid:25d7ef1b-0fcb-47e6-a9bc-99305c1aa878,http://cch2.org/portal/collections/individual/index.php?occid=500065
500066,SD,SD00010557,SD20800,Nemophila menziesii var. integrifolia,205102,4/10/1938,1938,4,10,100,10-Apr-38,FL,San Diego,Whispering Oaks near Sloane Ranch on Sweetwater River,32.77089,-116.7978,1609,,unknownft.,cch2,urn:uuid:aee78a4f-7b1a-4c8c-a3ff-1909167b8813,http://cch2.org/portal/collections/individual/index.php?occid=500066
500067,SD,SD00010575,SD21001,Nemophila menziesii var. integrifolia,205102,4/26/1938,1938,4,26,116,26-Apr-38,FFL,San Diego,Cedar Creek Bridge,33.27763,-116.85549,402,,unknownft.,cch2,urn:uuid:50d4ab7f-e710-40ad-831b-ae75df675f4e,http://cch2.org/portal/collections/individual/index.php?occid=500067
500068,SD,SD00010552,SD21352,Nemophila menziesii var. integrifolia,205102,5/10/1938,1938,5,10,130,10-May-38,FL,San Diego,Laguna Camp Ground,32.88727,-116.44724,805,,unknownft.,cch2,urn:uuid:135d43c4-9125-4eb4-823e-1a4dfbe1754f,http://cch2.org/portal/collections/individual/index.php?occid=500068
500069,SD,SD00010573,SD21381,Nemophila menziesii var. integrifolia,205102,5/10/1938,1938,5,10,130,10-May-38,FFL,San Diego,Pine Hills Junction,33.07822,-116.61748,402,,unknownft.,cch2,urn:uuid:0ba783c5-7767-47d4-b161-89b918d86cbe,http://cch2.org/portal/collections/individual/index.php?occid=500069
