specimen_number,date_new,year,month,day,DOY,sub_sp,county,locality,elev_m,lat,long,error_dist_m,georef_by,georef_notes,datum,source,id,repro,habitat,references,scored_by,notes,plant,Total,buds_1,flowers_2,spent_3,immature_4,mature_5,open_flr_present,frt_present,plant_PI
SD00010660,3/23/2004,2004,3,23,83,integrifolia,San Diego,"Los Caballos Horse Camp, Cuyamaca Rancho State Park",451,32.97222,-116.57167,,,,WGS84,cch2,500191,FL,Sandy loam,http://cch2.org/portal/collections/individual/index.php?occid=500191,SA,,1,Total,0,1,0,0,0,,,2
SD00010660,3/23/2004,2004,3,23,83,integrifolia,San Diego,"Los Caballos Horse Camp, Cuyamaca Rancho State Park",451,32.97222,-116.57167,,,,WGS84,cch2,500191,FL,Sandy loam,http://cch2.org/portal/collections/individual/index.php?occid=500191,SA,,2,Total,3,3,1,0,0,,,1.714285714
SD00010660,3/23/2004,2004,3,23,83,integrifolia,San Diego,"Los Caballos Horse Camp, Cuyamaca Rancho State Park",451,32.97222,-116.57167,,,,WGS84,cch2,500191,FL,Sandy loam,http://cch2.org/portal/collections/individual/index.php?occid=500191,SA,,3,Total,3,3,0,0,0,,,1.5
SD00010660,3/23/2004,2004,3,23,83,integrifolia,San Diego,"Los Caballos Horse Camp, Cuyamaca Rancho State Park",451,32.97222,-116.57167,,,,WGS84,cch2,500191,FL,Sandy loam,http://cch2.org/portal/collections/individual/index.php?occid=500191,SA,,4,Total,0,1,0,0,0,,,2
SD00010660,3/23/2004,2004,3,23,83,integrifolia,San Diego,"Los Caballos Horse Camp, Cuyamaca Rancho State Park",451,32.97222,-116.57167,,,,WGS84,cch2,500191,FL,Sandy loam,http://cch2.org/portal/collections/individual/index.php?occid=500191,SA,,5,Total,1,3,0,1,0,,,2.2
SDSU12547,4/21/1996,1996,4,21,112,menziesii,San Diego,"Southern portion of Lake Cuyamaca, immediately north of Stone wall Mine. Lake Cuyamaca Park and Recreational District.",1433,32.975,-116.55417,,,,,cch2,386895,,"Alpine meadow near open mountain forest. Associated species: Collinsia parviflora, Limnanhes gracilis spp. parishii, Pinus jefferyi, Salix lasiolepis, various exotic grasses.",http://cch2.org/portal/collections/individual/index.php?occid=386895,SA,,1,Total,5,6,1,1,0,,,1.846153846
SDSU12547,4/21/1996,1996,4,21,112,menziesii,San Diego,"Southern portion of Lake Cuyamaca, immediately north of Stone wall Mine. Lake Cuyamaca Park and Recreational District.",1433,32.975,-116.55417,,,,,cch2,386895,,"Alpine meadow near open mountain forest. Associated species: Collinsia parviflora, Limnanhes gracilis spp. parishii, Pinus jefferyi, Salix lasiolepis, various exotic grasses.",http://cch2.org/portal/collections/individual/index.php?occid=386895,SA,,2,Total,3,5,1,3,0,,,2.333333333
SD00010551,6/19/1969,1969,6,19,170,integrifolia,San Diego,"West slope of Middle Peak, Cuyamaca",1400,32.98333,-116.6,402,,,WGS84,cch2,500121,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500121,SA,,1,Total,1,3,8,6,0,,,3.055555556
SD00010551,6/19/1969,1969,6,19,170,integrifolia,San Diego,"West slope of Middle Peak, Cuyamaca",1400,32.98333,-116.6,402,,,WGS84,cch2,500121,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500121,SA,,2,Total,0,2,2,1,0,,,2.8
SD00010551,6/19/1969,1969,6,19,170,integrifolia,San Diego,"West slope of Middle Peak, Cuyamaca",1400,32.98333,-116.6,402,,,WGS84,cch2,500121,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500121,SA,,3,Total,0,1,0,0,0,,,2
SD00010605,6/18/1967,1967,6,18,169,integrifolia,San Diego,"North Meadow, Middle Cuyamaca Peak",1524,32.98333,-116.60833,402,,,WGS84,cch2,500122,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500122,SA,,1,Total,19,23,13,37,13,,,3.019047619
SD00010630,4/12/2008,2008,4,12,103,integrifolia,San Diego,"Cleveland National Forest, W of Cuyamaca Mtns, about 1.25 mile west of intersection of Boulder Creek Road and Cedar Creek Road",750,32.987,-116.7093,,,,WGS84,cch2,500247,FL,granitic,http://cch2.org/portal/collections/individual/index.php?occid=500247,SA,,1,Total,9,10,0,3,0,,,1.863636364
SD00010630,4/12/2008,2008,4,12,103,integrifolia,San Diego,"Cleveland National Forest, W of Cuyamaca Mtns, about 1.25 mile west of intersection of Boulder Creek Road and Cedar Creek Road",750,32.987,-116.7093,,,,WGS84,cch2,500247,FL,granitic,http://cch2.org/portal/collections/individual/index.php?occid=500247,SA,,2,Total,7,7,1,3,0,,,2
SD00010643,4/7/2007,2007,4,7,97,integrifolia,San Diego,"Cleveland National Forest, Cuyamaca Mountains, 9 mi W of Middle Peak, SE of Sunshine Mountain, Kelly Creek area, W of Boulder Creek Road",884,32.9913,-116.6662,,,,WGS84,cch2,500222,FL,"Sandy loam, 5% N slope above creek bed",http://cch2.org/portal/collections/individual/index.php?occid=500222,SA,,1,Total,5,10,2,9,3,,,2.827586207
SD00010643,4/7/2007,2007,4,7,97,integrifolia,San Diego,"Cleveland National Forest, Cuyamaca Mountains, 9 mi W of Middle Peak, SE of Sunshine Mountain, Kelly Creek area, W of Boulder Creek Road",884,32.9913,-116.6662,,,,WGS84,cch2,500222,FL,"Sandy loam, 5% N slope above creek bed",http://cch2.org/portal/collections/individual/index.php?occid=500222,SA,,2,Total,4,4,0,2,0,,,2
SD00010643,4/7/2007,2007,4,7,97,integrifolia,San Diego,"Cleveland National Forest, Cuyamaca Mountains, 9 mi W of Middle Peak, SE of Sunshine Mountain, Kelly Creek area, W of Boulder Creek Road",884,32.9913,-116.6662,,,,WGS84,cch2,500222,FL,"Sandy loam, 5% N slope above creek bed",http://cch2.org/portal/collections/individual/index.php?occid=500222,SA,,3,Total,1,6,0,5,1,,,2.923076923
SD00010643,4/7/2007,2007,4,7,97,integrifolia,San Diego,"Cleveland National Forest, Cuyamaca Mountains, 9 mi W of Middle Peak, SE of Sunshine Mountain, Kelly Creek area, W of Boulder Creek Road",884,32.9913,-116.6662,,,,WGS84,cch2,500222,FL,"Sandy loam, 5% N slope above creek bed",http://cch2.org/portal/collections/individual/index.php?occid=500222,SA,,4,Total,4,8,0,3,0,,,2.133333333
SD00010553,5/18/1935,1935,5,18,138,integrifolia,San Diego,"Moist hillside, Cuyamaca Lake area",1407.68,32.99264,-116.56513,4827,,,WGS84,cch2,500089,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500089,SA,Right one is a clipping,1,Total,7,9,2,4,0,,,2.136363636
SD00010569,5/5/1936,1936,5,5,126,integrifolia,San Diego,Meadow below Cuyamaca Lake,1342.17,32.99283,-116.59522,805,,,WGS84,cch2,500059,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500059,SA,top middle is a clipping,1,Total,2,0,2,1,0,,,2.4
SD00010569,5/5/1936,1936,5,5,126,integrifolia,San Diego,Meadow below Cuyamaca Lake,1342.17,32.99283,-116.59522,805,,,WGS84,cch2,500059,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500059,SA,,2,Total,0,5,0,4,2,,,3.272727273
SD00010569,5/5/1936,1936,5,5,126,integrifolia,San Diego,Meadow below Cuyamaca Lake,1342.17,32.99283,-116.59522,805,,,WGS84,cch2,500059,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500059,SA,,3,Total,1,1,1,12,5,,,3.95
SD00010531,3/15/2003,2003,3,15,74,integrifolia,San Diego,"Cuyamaca Lake, Lucky 5 Acquisition, Location 3 - Knoll with grassland on northeast side.",1441,32.995,-116.53667,,,,WGS84,cch2,500175,FL,Julian Schist,http://cch2.org/portal/collections/individual/index.php?occid=500175,SA,,1,Total,5,4,0,0,0,,,1.444444444
SD00010633,3/8/2008,2008,3,8,68,integrifolia,San Diego,"Poway, behind Pomerado Hospital on Pomerado Rd.",336,32.99836,-117.04968,,,,WGS84,cch2,500244,FL,"Decomposed granite, boulders, sand",http://cch2.org/portal/collections/individual/index.php?occid=500244,SA,"some are clippings, top right corner is a plant but too dark to score accurately; bottom plant has too many cut stems",1,Total,7,6,1,0,0,,,1.571428571
SD00010633,3/8/2008,2008,3,8,68,integrifolia,San Diego,"Poway, behind Pomerado Hospital on Pomerado Rd.",336,32.99836,-117.04968,,,,WGS84,cch2,500244,FL,"Decomposed granite, boulders, sand",http://cch2.org/portal/collections/individual/index.php?occid=500244,SA,,2,Total,7,8,1,0,0,,,1.625
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,third one on row 1 is a clipping,1,Total,5,3,0,2,0,,,1.9
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,,2,Total,2,3,1,4,0,,,2.7
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,,3,Total,6,9,0,3,0,,,2
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,,4,Total,4,6,1,5,0,,,2.4375
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,,5,Total,3,3,0,0,0,,,1.5
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,,6,Total,2,3,1,0,0,,,1.833333333
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,,7,Total,1,2,0,2,0,,,2.6
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,Part of the plant is covered by the ruler,8,Total,6,5,1,2,0,,,1.928571429
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,,9,Total,2,2,0,1,0,,,2
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,,10,Total,1,2,0,3,0,,,2.833333333
SD00010469,3/27/1971,1971,3,27,86,menziesii,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",390,33,-116.83333,402,,,WGS84,cch2,500128,FL,,http://cch2.org/portal/collections/individual/index.php?occid=500128,SA,,11,Total,1,2,0,0,0,,,1.666666667
SD00010528,3/31/1990,1990,3,31,90,integrifolia,San Diego,"San Elijo Lagoon Ecological Reserve; South of trail near junction with N. Rios Ave, Solana Beach. West of I-5, east of Hwy 101. South side of Reserve.",15,33.00366,-117.27198,,,,WGS84,cch2,500328,FFL,shaded n.-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500328,SA,Left plant is a clipping,1,Total,1,3,0,6,1,,,3.272727273
SD00010527,3/9/2008,2008,3,9,69,menziesii,San Diego,"San Elijo Lagoon Ecological Reserve; South side of trail approx ½ way between trailheads, Santa Carina and Santa Helena. Solana Beach.",6,33.00921,-117.24916,,,,WGS84,cch2,500329,FFL,Sandy north-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500329,SA,top left is missing a lot of stems,1,Total,2,6,1,4,0,,,2.538461538
SD00010527,3/9/2008,2008,3,9,69,menziesii,San Diego,"San Elijo Lagoon Ecological Reserve; South side of trail approx ½ way between trailheads, Santa Carina and Santa Helena. Solana Beach.",6,33.00921,-117.24916,,,,WGS84,cch2,500329,FFL,Sandy north-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500329,SA,big plant on the left,2,Total,9,20,7,5,1,,,2.261904762
SD00010527,3/9/2008,2008,3,9,69,menziesii,San Diego,"San Elijo Lagoon Ecological Reserve; South side of trail approx ½ way between trailheads, Santa Carina and Santa Helena. Solana Beach.",6,33.00921,-117.24916,,,,WGS84,cch2,500329,FFL,Sandy north-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500329,SA,plant on the right,3,Total,1,1,0,0,0,,,1.5
SD00010636,3/11/2008,2008,3,11,71,integrifolia,San Diego,City of Solana Beach. San Elijo Ecological Reserve. South East section. Santa Helena entrance. 180 meters west of trail intersection north of Santa Helena entrance. 840 meters west of west end of El Camino Real,2,33.0093,-117.249,,,,WGS84,cch2,500239,FL,"Lightly disturbed area on slight north facing slope next to trail, Chino silt loam",http://cch2.org/portal/collections/individual/index.php?occid=500239,SA,top left; highest one is a clipping,1,Total,3,2,1,4,0,,,2.6
SD00010636,3/11/2008,2008,3,11,71,integrifolia,San Diego,City of Solana Beach. San Elijo Ecological Reserve. South East section. Santa Helena entrance. 180 meters west of trail intersection north of Santa Helena entrance. 840 meters west of west end of El Camino Real,2,33.0093,-117.249,,,,WGS84,cch2,500239,FL,"Lightly disturbed area on slight north facing slope next to trail, Chino silt loam",http://cch2.org/portal/collections/individual/index.php?occid=500239,SA,,2,Total,1,2,1,2,0,,,2.666666667
SD00010636,3/11/2008,2008,3,11,71,integrifolia,San Diego,City of Solana Beach. San Elijo Ecological Reserve. South East section. Santa Helena entrance. 180 meters west of trail intersection north of Santa Helena entrance. 840 meters west of west end of El Camino Real,2,33.0093,-117.249,,,,WGS84,cch2,500239,FL,"Lightly disturbed area on slight north facing slope next to trail, Chino silt loam",http://cch2.org/portal/collections/individual/index.php?occid=500239,SA,,3,Total,3,1,0,0,0,,,1.25
SD00010636,3/11/2008,2008,3,11,71,integrifolia,San Diego,City of Solana Beach. San Elijo Ecological Reserve. South East section. Santa Helena entrance. 180 meters west of trail intersection north of Santa Helena entrance. 840 meters west of west end of El Camino Real,2,33.0093,-117.249,,,,WGS84,cch2,500239,FL,"Lightly disturbed area on slight north facing slope next to trail, Chino silt loam",http://cch2.org/portal/collections/individual/index.php?occid=500239,SA,,4,Total,1,5,2,2,0,,,2.5
SD00010636,3/11/2008,2008,3,11,71,integrifolia,San Diego,City of Solana Beach. San Elijo Ecological Reserve. South East section. Santa Helena entrance. 180 meters west of trail intersection north of Santa Helena entrance. 840 meters west of west end of El Camino Real,2,33.0093,-117.249,,,,WGS84,cch2,500239,FL,"Lightly disturbed area on slight north facing slope next to trail, Chino silt loam",http://cch2.org/portal/collections/individual/index.php?occid=500239,SA,,5,Total,4,7,1,3,0,,,2.2
SD00010626,4/2/2007,2007,4,2,92,integrifolia,San Diego,"Lake Poway, Poway; entered at intersection of Espola Rd and Lake Poway Roads; collection points on the Lake Poway loop trail.",289,33.01095,-117.01225,,,,WGS84,cch2,500233,FL,Granitic soils.,http://cch2.org/portal/collections/individual/index.php?occid=500233,SA,,1,Total,4,4,0,5,1,,,2.642857143
SD00010626,4/2/2007,2007,4,2,92,integrifolia,San Diego,"Lake Poway, Poway; entered at intersection of Espola Rd and Lake Poway Roads; collection points on the Lake Poway loop trail.",289,33.01095,-117.01225,,,,WGS84,cch2,500233,FL,Granitic soils.,http://cch2.org/portal/collections/individual/index.php?occid=500233,SA,,2,Total,2,0,0,2,0,,,2.5
SD00010640,5/13/2007,2007,5,13,133,integrifolia,San Diego,"Cleveland National Forest, Cuyamaca Mountains, 1 mi W of North Peak, S of Cosmit Indian Reservation, E of Engineers Road, near Grandview Road",1372,33.016,-116.612,,,,WGS84,cch2,500225,FL,clayey loam 15% W slope,http://cch2.org/portal/collections/individual/index.php?occid=500225,SA,,1,Total,9,50,10,19,11,,,2.727272727
SD00010623,3/7/2008,2008,3,7,67,integrifolia,San Diego,"Blue Sky Ecological Reserve, Poway. Ca. 0.25 mi SW of the Lake Ramona Dam and 1.5 mi NE of the intersection of Lake Poway Rd and Espola Rd.",339,33.02106,-117.0006,,,,WGS84,cch2,500255,FL,Granitic soils changing from streamside moist soils to dry hillsides.,http://cch2.org/portal/collections/individual/index.php?occid=500255,SA,,1,Total,19,7,0,0,0,,,1.269230769
SD00010644,4/28/2007,2007,4,28,118,integrifolia,San Diego,"Cleveland National Forest, west of Cuyamaca Mtns, about 5 miles south of intersection of Hwy 78 and Hwy 79, .25 mile north of Eagle Peak Road near road to Deadman Flat",1040,33.0274,-116.6713,,,,WGS84,cch2,500221,FFL,granitic: steep north-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500221,SA,top,1,Total,1,7,9,29,6,,,3.615384615
SD00010644,4/28/2007,2007,4,28,118,integrifolia,San Diego,"Cleveland National Forest, west of Cuyamaca Mtns, about 5 miles south of intersection of Hwy 78 and Hwy 79, .25 mile north of Eagle Peak Road near road to Deadman Flat",1040,33.0274,-116.6713,,,,WGS84,cch2,500221,FFL,granitic: steep north-facing slope,http://cch2.org/portal/collections/individual/index.php?occid=500221,SA,bottom,2,Total,0,5,6,11,3,,,3.48
SD00010631,4/4/2008,2008,4,4,95,integrifolia,San Diego,"Cleveland National Forest, W of Cuyamaca Mtns, about 0.5 miles east of Deadman Flat, about .25 miles north of Eagle Peak Road, about 2.75 milesby road SW of intersection with Boulder Creek Road",1240,33.0344,-116.6609,,,,WGS84,cch2,500248,FL,granitic: near crest of rocky knoll,http://cch2.org/portal/collections/individual/index.php?occid=500248,SA,top,1,Total,2,8,2,5,0,,,2.588235294
SD00010631,4/4/2008,2008,4,4,95,integrifolia,San Diego,"Cleveland National Forest, W of Cuyamaca Mtns, about 0.5 miles east of Deadman Flat, about .25 miles north of Eagle Peak Road, about 2.75 milesby road SW of intersection with Boulder Creek Road",1240,33.0344,-116.6609,,,,WGS84,cch2,500248,FL,granitic: near crest of rocky knoll,http://cch2.org/portal/collections/individual/index.php?occid=500248,SA,bottom left,2,Total,1,7,0,5,0,,,2.692307692
SD00010631,4/4/2008,2008,4,4,95,integrifolia,San Diego,"Cleveland National Forest, W of Cuyamaca Mtns, about 0.5 miles east of Deadman Flat, about .25 miles north of Eagle Peak Road, about 2.75 milesby road SW of intersection with Boulder Creek Road",1240,33.0344,-116.6609,,,,WGS84,cch2,500248,FL,granitic: near crest of rocky knoll,http://cch2.org/portal/collections/individual/index.php?occid=500248,SA,bottom right,3,Total,0,6,2,4,0,,,2.833333333
SD00010570,5/5/1936,1936,5,5,126,integrifolia,San Diego,Pine Hills,1340.51,33.04838,-116.63085,1609,,,WGS84,cch2,500060,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500060,SA,Middle plant is a clipping,1,Total,0,1,0,2,2,,,4
SD00010570,5/5/1936,1936,5,5,126,integrifolia,San Diego,Pine Hills,1340.51,33.04838,-116.63085,1609,,,WGS84,cch2,500060,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500060,SA,,2,Total,0,2,1,3,0,,,3.166666667
SD00010595,1/22/2005,2005,1,22,22,integrifolia,San Diego,"Lake Hodges, S of Escondido. SE section of lake, 0.5 mi SE of summit of Bernardo Mtn, 0.5 mi W of I-15. Very near high-water mark (lake recently filled).",105,33.0571,-117.0807,,,,WGS84,cch2,500205,FL,"Gentle, NW slope.",http://cch2.org/portal/collections/individual/index.php?occid=500205,SA,Furthest on the right is a clipping,1,Total,0,2,0,2,0,,,3
SD00010595,1/22/2005,2005,1,22,22,integrifolia,San Diego,"Lake Hodges, S of Escondido. SE section of lake, 0.5 mi SE of summit of Bernardo Mtn, 0.5 mi W of I-15. Very near high-water mark (lake recently filled).",105,33.0571,-117.0807,,,,WGS84,cch2,500205,FL,"Gentle, NW slope.",http://cch2.org/portal/collections/individual/index.php?occid=500205,SA,,2,Total,0,1,0,0,0,,,2
SD00010595,1/22/2005,2005,1,22,22,integrifolia,San Diego,"Lake Hodges, S of Escondido. SE section of lake, 0.5 mi SE of summit of Bernardo Mtn, 0.5 mi W of I-15. Very near high-water mark (lake recently filled).",105,33.0571,-117.0807,,,,WGS84,cch2,500205,FL,"Gentle, NW slope.",http://cch2.org/portal/collections/individual/index.php?occid=500205,SA,,3,Total,0,1,0,0,0,,,2
SD00010595,1/22/2005,2005,1,22,22,integrifolia,San Diego,"Lake Hodges, S of Escondido. SE section of lake, 0.5 mi SE of summit of Bernardo Mtn, 0.5 mi W of I-15. Very near high-water mark (lake recently filled).",105,33.0571,-117.0807,,,,WGS84,cch2,500205,FL,"Gentle, NW slope.",http://cch2.org/portal/collections/individual/index.php?occid=500205,SA,,4,Total,4,9,3,7,0,,,2.565217391
SD00010544,3/26/2013,2013,3,26,85,integrifolia,San Diego,Lake Hodges: south of Escondido; southeast of the intersection of Lake Drive and Beech Lane; along the north side of Lake southeast of the boat ramp; on a northeast-facing slope,130,33.06329,-117.1004,,,,WGS84,cch2,500287,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500287,SA,"bottom left; plant 2 had a clipping in it that was hard to differentiate, plant to the right of plant 1",1,Total,3,5,1,2,0,,,2.181818182
SD00010455,4/15/2007,2007,4,15,105,menziesii,San Diego,"Banner, 3 mi E of Julian, 0.2 mi. east of Banner Recreation Ranch, drainage south of State hwy. 78 south of remnant historic bridge and road.",845,33.06759,-116.54417,,,,WGS84,cch2,500241,FL,"above dry drainage, E-facing slope, sandy loam.",http://cch2.org/portal/collections/individual/index.php?occid=500241,SA,,1,Total,1,1,1,0,0,,,2
SD00010455,4/15/2007,2007,4,15,105,menziesii,San Diego,"Banner, 3 mi E of Julian, 0.2 mi. east of Banner Recreation Ranch, drainage south of State hwy. 78 south of remnant historic bridge and road.",845,33.06759,-116.54417,,,,WGS84,cch2,500241,FL,"above dry drainage, E-facing slope, sandy loam.",http://cch2.org/portal/collections/individual/index.php?occid=500241,SA,,2,Total,3,3,2,1,0,,,2.111111111
SD00010455,4/15/2007,2007,4,15,105,menziesii,San Diego,"Banner, 3 mi E of Julian, 0.2 mi. east of Banner Recreation Ranch, drainage south of State hwy. 78 south of remnant historic bridge and road.",845,33.06759,-116.54417,,,,WGS84,cch2,500241,FL,"above dry drainage, E-facing slope, sandy loam.",http://cch2.org/portal/collections/individual/index.php?occid=500241,SA,,3,Total,1,2,0,0,0,,,1.666666667
SD00010455,4/15/2007,2007,4,15,105,menziesii,San Diego,"Banner, 3 mi E of Julian, 0.2 mi. east of Banner Recreation Ranch, drainage south of State hwy. 78 south of remnant historic bridge and road.",845,33.06759,-116.54417,,,,WGS84,cch2,500241,FL,"above dry drainage, E-facing slope, sandy loam.",http://cch2.org/portal/collections/individual/index.php?occid=500241,SA,,4,Total,2,3,0,1,0,,,2
SD00010455,4/15/2007,2007,4,15,105,menziesii,San Diego,"Banner, 3 mi E of Julian, 0.2 mi. east of Banner Recreation Ranch, drainage south of State hwy. 78 south of remnant historic bridge and road.",845,33.06759,-116.54417,,,,WGS84,cch2,500241,FL,"above dry drainage, E-facing slope, sandy loam.",http://cch2.org/portal/collections/individual/index.php?occid=500241,SA,,5,Total,1,2,0,1,0,,,2.25
SD00010455,4/15/2007,2007,4,15,105,menziesii,San Diego,"Banner, 3 mi E of Julian, 0.2 mi. east of Banner Recreation Ranch, drainage south of State hwy. 78 south of remnant historic bridge and road.",845,33.06759,-116.54417,,,,WGS84,cch2,500241,FL,"above dry drainage, E-facing slope, sandy loam.",http://cch2.org/portal/collections/individual/index.php?occid=500241,SA,,6,Total,0,3,1,1,0,,,2.6
SDSU06111,4/24/1988,1988,4,24,115,integrifolia,San Diego,"Julian. Go 1/2 mile down Pine Hills Rd. off Hwy. 78. Turn left on private road and proceed for ca. 1/2 mile to small apple orchard on left. Proceed on foot in northerly direction ca. 100 yards; then east, crossing streambed and under barbed wire fence. Collection site is ca. 75 yards east of fence (Private property; permission required)",1205.99,33.06859,-116.61022,805,,,,cch2,380516,,"Growing under Arctostaphylos pungens in open, rocky, flat terrain. Nearby Associates: Erriogonum fasciclulatum and Lupinus.",http://cch2.org/portal/collections/individual/index.php?occid=380516,SA,,1,Total,2,10,0,6,0,,,2.555555556
SD00010601,4/19/1935,1935,4,19,109,integrifolia,San Diego,Near Banner,840.19,33.06883,-116.54613,1207,,,WGS84,cch2,500090,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500090,SA,Image too dark,NA,,,,,,,,,#DIV/0!
SD00010536,3/27/2004,2004,3,27,87,integrifolia,San Diego,"3225 Pine Hills Road, Julian, CA 92036",1290,33.07056,-116.60194,,,,WGS84,cch2,500185,UNK,Loamy soil and some exposed rocks -- volcanic type with some quartz veins. Some flat areas but also steep slopes.,http://cch2.org/portal/collections/individual/index.php?occid=500185,SA,,1,Total,0,3,0,0,0,,,2
SD00010536,3/27/2004,2004,3,27,87,integrifolia,San Diego,"3225 Pine Hills Road, Julian, CA 92036",1290,33.07056,-116.60194,,,,WGS84,cch2,500185,UNK,Loamy soil and some exposed rocks -- volcanic type with some quartz veins. Some flat areas but also steep slopes.,http://cch2.org/portal/collections/individual/index.php?occid=500185,SA,,2,Total,2,7,4,1,0,,,2.285714286
SD00010536,3/27/2004,2004,3,27,87,integrifolia,San Diego,"3225 Pine Hills Road, Julian, CA 92036",1290,33.07056,-116.60194,,,,WGS84,cch2,500185,UNK,Loamy soil and some exposed rocks -- volcanic type with some quartz veins. Some flat areas but also steep slopes.,http://cch2.org/portal/collections/individual/index.php?occid=500185,SA,top right,3,Total,0,2,1,0,0,,,2.333333333
SD00010536,3/27/2004,2004,3,27,87,integrifolia,San Diego,"3225 Pine Hills Road, Julian, CA 92036",1290,33.07056,-116.60194,,,,WGS84,cch2,500185,UNK,Loamy soil and some exposed rocks -- volcanic type with some quartz veins. Some flat areas but also steep slopes.,http://cch2.org/portal/collections/individual/index.php?occid=500185,SA,bottom right,4,Total,1,2,2,0,0,,,2.2
SD00010573,5/10/1938,1938,5,10,130,integrifolia,San Diego,Pine Hills Junction,1216.89,33.07822,-116.61748,402,,,WGS84,cch2,500069,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500069,SA,,1,Total,1,1,0,5,1,,,3.5
SD00010573,5/10/1938,1938,5,10,130,integrifolia,San Diego,Pine Hills Junction,1216.89,33.07822,-116.61748,402,,,WGS84,cch2,500069,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500069,SA,,2,Total,2,12,4,16,2,,,3.111111111
SD00010573,5/10/1938,1938,5,10,130,integrifolia,San Diego,Pine Hills Junction,1216.89,33.07822,-116.61748,402,,,WGS84,cch2,500069,FFL,,http://cch2.org/portal/collections/individual/index.php?occid=500069,SA,,3,Total,0,2,0,4,0,,,3.333333333
