ID1,ID2,Latitude,Longitude,Elevation,MAT_51-80,MWMT_51-80,MCMT_51-80,TD_51-80,MAP_51-80,MSP_51-80,AHM_51-80,SHM_51-80,DD_0_51-80,DD5_51-80,DD_18_51-80,DD18_51-80,NFFD_51-80,bFFP_51-80,eFFP_51-80,FFP_51-80,PAS_51-80,EMT_51-80,EXT_51-80,MAR_51-80,Eref_51-80,CMD_51-80,RH_51-80,MAT_81-10,MWMT_81-10,MCMT_81-10,TD_81-10,MAP_81-10,MSP_81-10,AHM_81-10,SHM_81-10,DD_0_81-10,DD5_81-10,DD_18_81-10,DD18_81-10,NFFD_81-10,bFFP_81-10,eFFP_81-10,FFP_81-10,PAS_81-10,EMT_81-10,EXT_81-10,MAR_81-10,Eref_81-10,CMD_81-10,RH_81-10,Year,MAT_a*,MWMT_a*,MCMT_a*,TD_a*,MAP_a*,MSP_a*,AHM_a*,SHM_a*,DD_0_a*,DD5_a*,DD_18_a*,DD18_a*,NFFD_a*,bFFP_a*,eFFP_a*,FFP_a*,PAS_a*,EMT_a*,EXT_a*,MAR_a*,Eref_a*,CMD_a*,RH_a*
POM347129,1971,34.2301,-117.4694,922,15.4,24,8.9,15.1,731,44,34.8,539.3,22,3831,1579,624,335,67,341,275,3,-10.5,42.4,-9999,1325,910,57,16.2,24.5,9.6,15,814,39,32.1,633.7,18,4085,1394,713,347,43,349,306,2,-7.2,44,-9999,1319,908,60,1971,14.9,25.4,6.2,19.1,507,39,49.1,648.8,30,3683,1788,655,322,89,328,239,3,-10.9,42.8,-9999,1316,1044,57
POM347131,1926,34.2084,-117.2835,880,15.8,24.9,8.8,16.1,648,48,39.8,513.9,22,3966,1532,712,323,80,332,252,3,-12.8,43.5,-9999,1423,989,53,16.5,25.4,9.4,16,724,41,36.6,617.1,19,4218,1362,809,337,58,340,282,2,-9.9,45.2,-9999,1423,999,55,1926,16.3,24.4,7.1,17.3,877,30,30,821.2,23,4142,1377,721,333,59,330,271,2,-13.5,43.9,-9999,1440,1008,54
POM347132,1926,33.8764,-117.6877,134,17.5,24,12.2,11.9,345,17,79.9,1444.3,9,4521,980,767,357,21,356,335,0,-5.4,44.2,-9999,1435,1117,55,18.3,24.8,13.2,11.6,363,15,78.1,1651.5,7,4807,817,887,364,6,362,356,0,-1.4,45.7,-9999,1426,1107,58,1926,18,24,10.9,13.1,447,6,62.6,3992.7,9,4683,841,793,358,17,351,334,0,-5.9,44.7,-9999,1441,1080,57
POM3472,1917,34.1871,-117.6218,973,14.5,22.8,8.3,14.5,656,42,37.3,546.1,28,3513,1778,483,312,97,327,230,4,-14.1,41.6,-9999,1315,894,55,15.3,23.4,9,14.4,721,37,35,629.5,22,3768,1577,561,330,72,336,264,3,-10.8,43.1,-9999,1310,888,57,1917,14.3,23.6,5.1,18.5,655,52,37,456,43,3491,1933,556,291,125,319,194,14,-14.4,42.1,-9999,1323,901,52
POM3489,1917,33.6698,-116.5157,815,17,27.1,8.5,18.6,246,47,109.7,577.1,22,4413,1401,1023,329,73,335,263,1,-12.4,44.2,-9999,1527,1283,52,17.7,27.4,9.6,17.8,284,46,97.8,601.2,18,4665,1244,1139,343,51,343,293,1,-8.8,45.9,-9999,1524,1250,55,1917,16.9,27.5,6,21.5,448,137,60.1,200.2,31,4437,1509,1114,314,97,332,235,6,-12.8,44.5,-9999,1528,1177,51
POM3505,NA,34.1529,-118.1215,249,17.7,23.7,12.5,11.1,445,25,62.2,957.2,8,4583,913,766,360,13,361,348,0,-4.4,43.6,-9999,1399,1024,57,18.4,24.4,13.5,11,472,24,60.2,1001.3,6,4843,769,882,365,3,364,361,0,-0.5,44.9,-9999,1390,1020,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM3737,1897,32.9084,-116.9261,185,17.1,23.6,11.7,11.9,330,21,82.1,1124.7,10,4357,1077,697,347,40,348,308,0,-8.8,43.9,-9999,1460,1134,53,17.8,24.3,12.5,11.8,346,18,80.4,1390.1,8,4632,912,806,356,21,355,334,0,-5,45.2,-9999,1451,1113,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM3740,1904,33.6814,-117.3608,424,17.5,25.5,10.8,14.7,272,16,101.1,1582.6,12,4527,1123,896,338,56,341,285,0,-10.4,46.3,-9999,1599,1337,48,18.3,26.2,11.7,14.5,282,14,100.3,1843.8,10,4804,958,1023,350,34,350,316,0,-6.9,47.7,-9999,1595,1317,51,1904,17.7,26.1,10.6,15.6,241,20,114.8,1317.8,12,4604,1083,934,331,66,339,273,0,-10.9,46.6,-9999,1648,1441,46
POM3743,1917,34.2147,-117.3343,787,15.9,24.5,9.3,15.2,624,46,41.6,530.9,19,4003,1457,689,333,67,339,272,2,-11.1,43.1,-9999,1394,966,55,16.7,25.1,10,15,697,40,38.3,627.3,16,4256,1286,785,345,44,347,302,2,-8,44.8,-9999,1392,975,57,1917,15.7,25,6.2,18.8,652,58,39.4,434.4,30,3967,1625,758,315,98,332,234,8,-11.7,43.5,-9999,1403,994,52
POM46977,1919,33.1803,-116.7692,1082,14.6,23.7,7.4,16.3,597,58,41.1,407.7,32,3568,1825,568,315,93,328,234,4,-13.8,42.4,18.5,1362,937,55,15.4,24.1,8.7,15.5,638,53,39.7,458.2,25,3826,1616,645,334,66,339,273,3,-10.2,43.9,17.5,1350,940,58,1919,14.3,24.1,8.3,15.8,973,129,25,187.2,40,3504,1938,585,302,91,315,224,12,-13.3,42.8,-9999,1366,867,54
POM47079,1924,32.7139,-116.7589,711,15.9,23.6,9.8,13.9,419,36,61.8,652.1,17,3991,1403,634,325,77,333,256,1,-12.7,44.1,-9999,1486,1091,50,16.7,24.4,10.7,13.8,446,31,59.8,797.7,14,4254,1225,729,340,53,343,290,1,-9.1,45.7,-9999,1484,1092,53,1924,15.6,23,8.6,14.4,464,21,55.2,1079,21,3883,1505,595,312,83,321,237,1,-11.8,44.4,-9999,1505,1183,49
POM48180,1924,32.8896,-116.5761,1228,13.1,22.1,6.2,15.9,590,52,39.2,422.7,47,3093,2184,389,280,125,309,184,7,-17.9,42,-9999,1347,919,52,13.9,22.8,7.3,15.5,642,46,37.2,500.5,37,3345,1962,458,304,103,320,216,5,-14.5,43.5,-9999,1348,932,54,1924,12.9,21.5,5.2,16.3,658,34,34.8,637.5,56,3041,2255,384,265,120,300,180,11,-17.2,42.2,-9999,1377,1015,49
POM48804,1917,34.4267,-117.301,970,15.3,25.8,6.6,19.2,185,22,136.8,1158.2,36,3871,1756,782,293,100,314,214,2,-18.2,43.4,18.4,1457,1271,50,16,26.1,7.1,19,211,19,123.2,1386.6,31,4103,1600,887,309,86,321,235,1,-15.6,45.2,-9999,1461,1248,52,1917,15.1,26.3,3.6,22.7,192,28,130.4,953.4,53,3840,1900,843,275,120,310,190,6,-18.6,43.8,-9999,1460,1239,48
POM65254,1902,37.3192,-122.2739,135,13.9,18,10.1,7.9,713,36,33.5,507.1,18,3195,1706,166,345,51,346,295,2,-7.1,38.2,-9999,1105,709,61,14.3,18.6,10.3,8.2,806,40,30.2,458.7,16,3344,1592,199,351,35,351,316,2,-5.5,38.7,-9999,1101,699,62,1902,13.3,17.7,8.8,9,917,44,25.4,406,22,3009,1887,144,340,58,344,285,3,-8,38.5,-9999,1098,670,61
POM65288,1903,37.6261,-122.4324,86,13.6,16.7,9.7,6.9,601,24,39.3,685.3,18,3078,1772,109,357,18,356,338,2,-5.5,35.5,-9999,944,609,69,14,17.2,10.2,7,677,28,35.5,609.1,16,3229,1641,134,361,6,360,354,2,-3.8,35.9,-9999,932,595,71,1903,13.1,15.8,9.2,6.5,701,6,32.9,2606.7,22,2913,1925,96,351,32,352,320,3,-6.7,35.8,-9999,952,677,69
POM65294,1903,37.6261,-122.4324,86,13.6,16.7,9.7,6.9,601,24,39.3,685.3,18,3078,1772,109,357,18,356,338,2,-5.5,35.5,-9999,944,609,69,14,17.2,10.2,7,677,28,35.5,609.1,16,3229,1641,134,361,6,360,354,2,-3.8,35.9,-9999,932,595,71,1903,13.1,15.8,9.2,6.5,701,6,32.9,2606.7,22,2913,1925,96,351,32,352,320,3,-6.7,35.8,-9999,952,677,69
POM6534,1919,34.2417,-117.2458,1714,11.1,20.8,3.5,17.3,792,68,26.6,306.9,94,2525,2771,250,273,121,309,188,32,-19.2,36.8,20.2,1036,654,64,11.8,21.1,4.3,16.8,884,57,24.7,369.5,79,2740,2557,304,293,104,317,212,27,-16.7,38.2,18.9,1030,656,66,1919,10.4,20.7,3.8,16.9,1112,161,18.3,128,130,2383,3006,246,252,115,298,183,110,-19.8,37.1,-9999,1046,571,62
POM65372,1904,36.9709,-122.0212,5,13.6,16.8,9.6,7.3,663,28,35.5,604.9,18,3071,1778,111,339,55,337,282,2,-9.8,36.4,-9999,1079,693,61,14,17.5,10,7.4,736,31,32.6,554.3,16,3235,1645,141,346,40,342,302,2,-8,37.1,-9999,1077,684,62,1904,13.6,16.2,9,7.1,751,76,31.5,211.5,19,3105,1760,113,336,62,342,279,2,-10.6,36.8,-9999,1114,633,59
POM6554,1919,34.3684,-117.4266,1221,14.3,23.9,6.9,17,377,32,64.5,747.1,38,3491,1915,562,309,94,326,231,3,-14.9,40.7,18.5,1284,974,57,15,24.1,7.3,16.9,427,28,58.7,862.2,31,3725,1735,642,326,74,333,260,3,-11.9,42.3,-9999,1282,971,60,1919,13.6,23.9,7.2,16.7,508,71,46.5,336.8,52,3291,2153,544,287,97,311,214,11,-15.2,41.2,-9999,1291,910,55
POM65773,NA,37.7749,-122.4194,15,13.7,16.3,9.8,6.6,495,19,47.8,847,16,3106,1735,102,359,9,359,350,1,-5.1,34.4,-9999,897,594,72,14.1,16.9,10.3,6.6,557,22,43.3,754.8,15,3260,1600,129,363,0,362,362,1,-3.3,34.8,-9999,881,567,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM65806,1917,36.5156,-121.9421,18,13.1,15.5,10,5.5,410,19,56.3,799.6,17,2883,1917,66,348,36,346,310,1,-7.9,34.1,-9999,948,626,67,13.5,16.2,10.4,5.7,449,22,52.4,746,15,3048,1768,81,353,23,350,328,1,-6,34.9,-9999,946,605,68,1917,12.4,16,7.3,8.8,665,25,33.7,643.3,26,2700,2132,72,326,73,334,261,6,-8.9,34.5,-9999,988,652,62
POM6902,1919,34.2567,-117.4918,1032,14.7,23.4,8,15.4,747,42,33.1,557.2,28,3587,1764,543,323,83,333,250,5,-12.6,41.6,-9999,1296,891,57,15.4,23.9,8.7,15.2,833,36,30.5,655.5,23,3839,1572,624,338,59,342,283,4,-9.3,43.2,-9999,1291,888,60,1919,14,23.5,8.6,14.9,993,111,24.2,212.5,40,3390,1978,516,302,90,317,227,14,-12.9,42,-9999,1308,835,55
POM7063,1919,34.0872,-117.8135,323,17.3,23.5,11.8,11.7,404,18,67.5,1313.2,10,4424,1027,719,354,27,354,326,0,-6.6,43.2,-9999,1426,1072,55,18,24.3,12.7,11.6,434,17,64.6,1471.5,8,4702,866,831,362,10,360,350,0,-2.7,44.6,-9999,1418,1068,57,1919,16.5,23.6,12.6,11.1,548,63,48.4,372.9,13,4186,1209,644,340,44,336,293,1,-6.8,43.7,-9999,1441,998,52
POM73114,1906,34.3252,-117.4284,1164,14.4,23.5,7.3,16.2,464,38,52.6,626.9,34,3509,1859,539,316,89,329,240,4,-13.8,40.8,-9999,1271,921,58,15.1,23.9,7.8,16,523,33,48.1,727.6,28,3750,1676,622,331,67,337,270,3,-10.8,42.4,-9999,1267,920,60,1906,14.2,24.6,7.3,17.3,845,60,28.7,407.1,33,3453,1917,532,325,79,328,249,5,-14.2,41.2,-9999,1225,848,61
POM73427,1906,33.0787,-116.602,1299,13.5,22.5,6.4,16.1,652,71,36,316.9,43,3216,2086,428,305,103,321,219,7,-15.3,41.2,19,1277,840,57,14.3,23,7.6,15.4,708,64,34.3,358,33,3465,1866,501,326,77,333,256,5,-11.8,42.7,17.9,1270,849,60,1906,13.2,23.4,6,17.3,1294,108,17.9,215.7,44,3117,2172,410,315,96,320,224,13,-14.8,41.4,-9999,1216,747,61
POM73824,1882,32.7341,-117.1294,84,17,21.8,13,8.7,259,16,104.4,1403.3,7,4334,945,549,365,0,364,364,0,-0.8,39.3,-9999,1094,836,70,17.8,22.5,13.8,8.7,267,13,103.8,1746.1,6,4594,790,657,365,1,364,362,0,3,40.2,-9999,1068,798,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM73913,1882,34.1529,-118.1215,249,17.7,23.7,12.5,11.1,445,25,62.2,957.2,8,4583,913,766,360,13,361,348,0,-4.4,43.6,-9999,1399,1024,57,18.4,24.4,13.5,11,472,24,60.2,1001.3,6,4843,769,882,365,3,364,361,0,-0.5,44.9,-9999,1390,1020,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM73920,1882,33.3764,-117.2511,214,17,22.9,12.8,10.1,395,18,68.4,1306.7,8,4340,1012,615,361,11,361,349,0,-3.3,43.2,-9999,1326,985,60,17.8,23.6,13.6,9.9,405,15,68.7,1568.8,6,4614,840,726,365,0,365,365,0,0.5,44.1,-9999,1307,980,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM7595,1920,34.9808,-115.5067,1359,16.1,27.6,6.4,21.2,175,64,149.5,433.8,38,4160,1703,1012,328,68,331,263,1,-13.2,41.8,-9999,1244,1069,64,16.6,27.8,6.8,21,199,62,133.4,447.1,34,4326,1590,1088,335,59,333,274,1,-10.8,42.8,-9999,1250,1050,65,1920,14.8,26.7,5,21.7,288,95,86,279.9,46,3721,1960,789,315,80,318,238,2,-15.3,42,-9999,1233,952,62
POM88484,1925,32.8772,-116.4459,1684,11.3,20.5,4.2,16.2,610,74,34.9,278.7,81,2552,2692,241,248,141,295,154,18,-21.1,39.8,19.6,1254,830,52,12.1,20.9,5.3,15.6,670,68,33,307.2,63,2793,2445,295,275,125,305,180,13,-17.9,41.3,18.6,1259,848,55,1925,11.3,21.4,3.9,17.5,839,62,25.4,346,74,2539,2685,239,246,135,280,145,18,-20.5,40,-9999,1268,786,51
POM97174,1925,35.1019,-118.2843,1199,14.1,24.9,5.6,19.3,257,19,93.6,1308.3,52,3473,2072,645,306,96,323,227,4,-15.5,41,-9999,1218,992,61,14.7,25.1,6.3,18.8,286,18,86.2,1379.2,44,3654,1918,701,321,81,329,248,3,-12.7,42.4,-9999,1216,978,62,1925,14.3,25.5,6.6,19,291,31,83.3,823.8,37,3492,1937,578,322,79,318,240,4,-14.6,41.4,-9999,1181,908,62
RSA0011369,2013,32.6639,-116.1457,1082,14.7,23.9,7.8,16.2,388,50,63.6,480.5,31,3607,1794,581,298,109,316,207,2,-15.1,43.2,-9999,1473,1111,49,15.6,24.5,8.5,15.9,442,47,57.9,515.4,23,3916,1559,685,322,82,329,247,2,-10.8,44.9,-9999,1483,1113,52,2013,15.9,25.1,8.2,17,284,61,91,412.9,25,4014,1527,737,324,76,325,250,2,-14,43.5,-9999,1477,1186,53
RSA0022321,2011,34.1431,-116.503,1323,15,25.4,6.8,18.6,202,24,124,1067.2,38,3749,1822,720,306,95,320,225,2,-16.1,41.5,19.9,1353,1150,55,15.7,25.6,7.6,18.1,245,22,105,1178.3,31,3972,1657,810,322,77,327,250,2,-12.9,43,-9999,1351,1120,58,2011,15.4,26.4,6.9,19.5,204,32,124.8,836.8,37,3915,1760,821,318,84,331,247,2,-16.9,41.8,-9999,1315,1105,59
RSA0036743,1998,34.17,-116.43,1154,15.8,26.3,7.4,18.8,178,36,144.7,731.5,31,4002,1658,837,310,91,322,231,1,-15.6,42.7,-9999,1425,1250,53,16.4,26.5,8,18.5,214,33,123.2,802.5,26,4224,1511,933,324,74,328,255,1,-12.6,44.2,-9999,1427,1214,55,1998,15.4,27.9,8,19.9,284,46,89.3,604.8,33,3887,1795,853,313,97,323,226,3,-16.7,43,-9999,1357,1145,56
RSA0042499,2014,34.4654,-117.8233,1135,14.7,25.1,6.1,19,203,26,121.5,958,43,3648,1917,691,287,110,314,204,2,-18.5,42.8,17.4,1426,1224,51,15.4,25.4,6.8,18.6,227,24,112,1048.8,36,3876,1742,778,306,93,322,229,2,-15.5,44.6,-9999,1426,1200,53,2014,17.2,26.6,7.9,18.7,215,38,126.6,698.1,18,4478,1262,968,338,58,341,283,0,-18.2,43.4,-9999,1491,1344,54
RSA0043164,2012,34.0848,-116.9772,1664,11.5,20.7,4.4,16.3,563,78,38.2,265.8,75,2617,2619,253,258,134,302,167,15,-20.7,38.6,17.8,1192,786,55,12.3,21,5.5,15.5,627,69,35.5,306.1,61,2838,2394,303,282,117,311,194,12,-17.8,40,-9999,1189,792,58,2012,13.5,23.1,5.4,17.7,515,83,45.6,277.2,50,3236,2098,443,298,101,325,223,8,-21.2,39,-9999,1222,813,59
RSA0043193,2010,34.164,-116.9499,1506,10.2,19.3,3.2,16.1,556,74,36.3,260.1,109,2235,3003,154,222,153,290,137,28,-24.3,37.6,-9999,1173,781,52,10.9,19.5,4.2,15.4,632,65,33.1,302.5,88,2438,2772,190,247,138,298,160,22,-21.6,38.9,-9999,1173,790,55,2010,10.7,19.9,4.6,15.3,1186,23,17.5,867.2,83,2350,2854,200,247,160,300,140,40,-24.7,37.9,-9999,1133,740,57
RSA0043194,1995,34.325,-117.4228,1164,14.4,23.5,7.3,16.2,461,37,53,632.4,34,3507,1863,540,315,89,329,239,4,-13.8,40.8,-9999,1270,923,58,15.1,23.9,7.8,16.1,519,33,48.4,733.3,28,3747,1681,623,331,67,337,269,3,-10.8,42.4,-9999,1267,921,60,1995,15.5,24.9,7.3,17.7,726,36,35.1,692.4,24,3861,1608,664,344,55,349,294,7,-14.3,41.2,-9999,1239,965,62
RSA0065634,2015,34.4276,-118.184,915,15.1,24.5,7.5,17,314,19,79.9,1272.1,30,3737,1734,659,313,92,326,234,2,-14.7,43.6,-9999,1371,1083,54,15.8,24.9,8.4,16.5,341,18,75.5,1363.9,25,3964,1564,736,328,72,333,262,2,-11.6,45.1,-9999,1368,1077,56,2015,17.1,25.9,7.7,18.2,303,58,89.1,450.8,17,4406,1263,903,342,62,347,285,1,-14.2,44.2,-9999,1393,1111,57
RSA0067586,2014,35.6402,-118.1844,1256,14.5,25.8,5.3,20.5,278,22,88,1149.7,54,3620,2033,745,298,100,317,218,5,-17,42.3,-9999,1290,1045,57,15.2,26.1,6.2,20,312,22,80.8,1214.9,43,3840,1855,828,315,85,325,240,4,-13.7,43.5,-9999,1295,1041,59,2014,17,27.6,7.1,20.5,228,25,118.7,1093.5,23,4417,1375,1011,342,53,341,288,1,-15.8,42.5,-9999,1352,1198,59
RSA0068234,2012,38.5414,-120.8447,299,15.2,24.7,6.7,18,681,38,37,645.9,34,3774,1720,673,324,75,329,254,5,-13.5,42.6,-9999,1311,933,55,15.9,25.2,7.7,17.4,759,50,34.1,508.6,27,4000,1554,765,337,55,338,282,4,-10.8,43.4,-9999,1303,907,57,2012,16.3,26.4,6.9,19.6,1133,46,23.2,579.4,27,4167,1521,884,340,48,344,295,3,-14.1,42.9,-9999,1315,863,58
RSA0073849,2015,35.5789,-118.2339,1105,15,26.2,5.9,20.2,250,24,100.1,1095.5,45,3774,1897,795,298,96,317,221,3,-17.9,42.7,-9999,1336,1095,55,15.7,26.5,6.5,20,279,23,92.1,1164.9,36,3995,1724,879,314,82,324,241,2,-14.7,44,-9999,1341,1087,57,2015,16.9,26.9,5.2,21.7,288,37,93.5,727.8,29,4427,1422,1031,328,76,333,257,1,-16.7,42.9,-9999,1366,1097,58
RSA0073853,2015,35.5484,-118.044,1175,15.5,26.8,6.5,20.3,180,23,141.8,1149.7,40,3937,1793,877,314,89,324,235,2,-14.2,43.4,-9999,1363,1183,56,16.2,27.1,7.1,20,200,23,130.6,1193.9,32,4154,1632,966,328,72,331,259,1,-11.2,44.8,-9999,1368,1167,58,2015,17.3,27.5,5.8,21.7,235,43,116.4,638.1,26,4540,1373,1107,337,68,339,271,1,-13.2,43.6,-9999,1395,1165,58
RSA0073978,2010,32.726,-116.9404,131,17.1,23.1,12.1,11,299,19,90.9,1242.2,9,4386,1015,664,355,24,355,330,0,-6.7,42.6,-9999,1365,1067,58,17.9,23.9,12.9,11,312,15,89.3,1571,7,4655,856,777,362,10,360,350,0,-3,43.8,-9999,1355,1042,60,2010,17.2,23,13.9,9.1,536,7,50.8,3148.5,7,4405,942,614,363,7,364,357,0,-6.1,42.9,-9999,1273,914,63
RSA0093734,2010,34.9189,-118.6403,1647,12.7,23.1,4.7,18.4,382,29,59.5,795.9,71,3049,2377,458,294,111,317,207,9,-16.5,39.9,19.7,1164,872,61,13.3,23.2,5.5,17.7,416,27,56,871.5,59,3205,2217,501,309,97,324,227,8,-14.1,41.2,18.5,1163,869,63,2010,12.8,23.2,6.4,16.8,685,15,33.4,1547,55,3027,2361,472,309,122,325,203,11,-15.6,40.5,15,1116,775,65
RSA0093736,2010,34.91,-118.6317,1511,12.9,23.4,4.8,18.6,370,28,62,835.7,68,3115,2333,489,293,111,316,205,9,-16.7,40.5,-9999,1197,909,60,13.5,23.6,5.5,18,404,26,58.2,921.3,57,3273,2177,534,308,97,322,225,7,-14.2,41.8,-9999,1196,905,62,2010,13,23.6,6.5,17.1,654,14,35.2,1656.5,53,3095,2319,503,308,122,324,202,10,-15.7,41.1,-9999,1149,819,63
RSA0094763,2015,34.131,-116.4915,1184,15.7,26.1,7.4,18.7,191,26,134.4,1017.6,31,3978,1670,823,311,91,323,232,1,-15.3,42.6,-9999,1421,1231,54,16.4,26.3,8.1,18.2,232,24,113.9,1118.9,26,4207,1513,920,326,73,330,257,1,-12.1,44.2,-9999,1421,1189,56,2015,17.5,27.4,7.3,20.1,240,59,114.9,466.2,19,4607,1251,1079,344,56,342,286,1,-16.2,42.9,-9999,1375,1125,60
RSA0098372,2011,34.2967,-118.0128,1631,13.1,22.8,6,16.8,820,41,28.2,552.7,52,3120,2219,436,316,89,330,241,13,-13.5,39.1,19.2,1076,714,67,13.9,23.1,6.9,16.2,891,39,26.8,593.3,42,3341,2019,501,333,65,338,273,10,-10.2,40.5,18,1061,699,69,2011,13.5,23.2,6.9,16.3,1241,91,18.9,255.5,47,3237,2124,478,327,74,340,265,20,-13.2,39.6,-9999,1046,645,69
RSA0105076,2003,33.8082,-117.2603,579,16.8,24.9,10.2,14.7,280,26,95.7,970,15,4292,1253,787,332,66,337,271,1,-11.7,45.6,17.4,1533,1256,49,17.6,25.6,11,14.6,291,23,94.9,1137.6,12,4560,1077,895,345,43,346,303,0,-8.4,47,16.5,1530,1248,52,2003,18.2,26.9,11.1,15.8,303,15,93.1,1761.7,10,4786,1036,1067,346,46,352,306,0,-12.3,45.8,-9999,1553,1297,51
RSA0110795,2011,34.205,-117.8358,791,15.9,23.5,10,13.4,636,37,40.7,636.3,16,3957,1402,605,347,45,351,307,2,-8.2,42.2,-9999,1276,867,60,16.6,24.3,11.1,13.2,690,34,38.6,705.7,13,4212,1225,696,357,22,358,336,1,-4.3,43.7,-9999,1264,853,63,2011,16.4,24.5,11.1,13.4,953,87,27.6,282.1,14,4130,1302,679,355,27,361,333,2,-8.2,42.7,-9999,1252,795,62
RSA10160,1928,39.1364,-122.7705,1158,13.2,22.7,5.9,16.8,1494,44,15.5,512.2,54,3133,2210,454,318,86,332,246,26,-12.8,39.6,17.3,1049,674,65,13.6,22.9,6.7,16.2,1652,54,14.3,423.1,46,3241,2096,480,331,68,338,271,22,-10.4,39.9,15.1,1015,629,68,1928,13.6,22.9,5.8,17.1,1463,12,16.2,1973.4,48,3266,2078,480,324,75,332,257,16,-12.7,40.1,-9999,1084,778,64
RSA10775,1928,39.1664,-122.7414,777,14.1,23.7,6.4,17.3,1078,43,22.3,550.8,45,3408,2012,568,319,86,332,246,14,-12.7,41.2,-9999,1147,765,61,14.4,23.8,7.1,16.7,1198,53,20.4,449.4,38,3520,1903,595,332,68,339,270,12,-10.3,41.5,-9999,1115,721,64,1928,14.5,23.8,6.2,17.6,1024,11,23.9,2169.8,40,3549,1885,601,326,76,332,256,9,-12.5,41.6,-9999,1184,878,60
RSA113487,1955,36.2742,-121.5045,1100,13.4,21.4,7.3,14.2,788,34,29.7,637.2,38,3143,2033,351,325,85,333,248,8,-11.5,39.6,17.6,1157,813,61,13.9,21.9,7.7,14.2,865,38,27.6,583.3,33,3299,1908,394,335,68,339,270,7,-9.6,40.4,15.4,1157,808,63,1955,12.6,20.5,5.3,15.2,1033,44,21.9,468.8,50,2911,2239,277,312,100,325,225,14,-12.5,39.9,15.7,1139,834,61
RSA114997,1955,40.9229,-123.8067,584,12.4,19.7,6.1,13.6,1837,155,12.2,127.4,48,2806,2278,236,308,104,321,218,24,-14.6,41,-9999,1082,575,58,12.9,20.5,7,13.5,1880,163,12.2,125.3,41,2950,2157,283,320,89,327,238,19,-11.6,41.9,-9999,1085,568,59,1955,11.6,19.5,4.7,14.8,1991,78,10.8,249.1,64,2574,2522,182,289,123,312,189,30,-14.9,41.4,-9999,1068,653,57
RSA12318,1934,33.268,-117.1712,195,16.9,23,12.2,10.8,344,19,78.1,1198.5,10,4292,1066,620,354,26,354,329,0,-5.9,42.8,-9999,1360,1033,57,17.7,23.6,12.9,10.7,352,16,78.5,1436.2,7,4567,894,729,362,9,361,352,0,-2.1,43.7,-9999,1342,1012,60,1934,18,22.9,12.8,10,328,23,85.3,977.1,6,4669,787,727,361,9,359,351,0,-5.9,43.2,-9999,1403,1117,58
RSA12926,1935,33.5963,-117.4647,545,17.1,24.6,12.1,12.4,408,28,66.5,886.4,10,4383,1087,733,362,9,365,356,0,-2.6,43.6,-9999,1274,940,64,17.9,25.3,13.3,11.9,426,25,65.6,1030.9,8,4662,911,840,365,0,365,365,0,1.2,44.9,-9999,1253,933,66,1935,16.7,25.1,11.9,13.2,399,19,67,1327.4,11,4242,1181,682,362,7,364,357,1,-3.3,44.1,-9999,1248,927,64
RSA15266,1927,37.4041,-122.2366,132,14.7,19.8,9.7,10,657,24,37.7,830.2,18,3515,1528,307,347,47,346,299,2,-7.3,40.5,-9999,1215,850,58,15.2,20.3,10.1,10.2,747,28,33.7,728.8,16,3668,1427,359,353,32,350,318,2,-5.6,41,-9999,1211,842,60,1927,14.5,18.8,9.6,9.2,816,20,30.1,961.1,18,3433,1549,241,352,43,344,301,2,-8.2,40.8,-9999,1179,809,60
RSA164843,1963,34.0147,-117.0014,937,15.8,24.7,8.9,15.8,440,56,58.6,440.2,21,3971,1513,702,328,77,337,260,2,-12.1,43.8,-9999,1431,1042,53,16.6,25.3,10,15.3,484,50,54.8,506.5,17,4227,1329,794,342,51,345,294,1,-8.7,45.4,-9999,1427,1048,55,1963,15.8,24,7.9,16.1,445,107,58,224.2,21,3962,1501,674,326,79,345,266,1,-12.6,44.2,-9999,1406,989,54
RSA180273,1965,33.5051,-117.2834,613,16.8,23.9,12.1,11.8,372,25,72.2,969.5,10,4280,1126,667,361,11,364,352,0,-2.7,43.7,-9999,1314,1004,61,17.6,24.6,13.1,11.5,382,21,72.4,1155.3,8,4556,948,771,365,0,365,365,0,1.2,44.8,-9999,1296,993,64,1965,16.5,24.6,12.2,12.4,454,21,58.4,1145.4,10,4162,1179,599,361,8,365,356,0,-3.1,44.1,-9999,1270,967,62
