id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
1372976,DAV,,,PreservedSpecimen,UCD120228,DAV300346,"DAV16008; UCD120228",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Clifton F. Smith",,1200,1945-04-07,1945,4,7,97,,"7 Apr 1945",,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara County",,"Santa Barbara County: Woodland of Rattlesnake Canyon, Santa Barbara.",,0,,34.4575,-119.6915,WGS84,1500,,"UCDavis I",,"GeoLocate (copied from SBBG6133)",,,305,,,,,1000ft,,,tcbarry,"2019-02-14 17:00:23",UCD120228,39,urn:uuid:6d941f3b-e72a-4a6d-8b52-b2635eaca987,http://cch2.org/portal/collections/individual/index.php?occid=1372976
1372977,DAV,,,PreservedSpecimen,UCD120229,DAV300347,"DAV104736; UCD120229",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Clifton F. Smith",,2569,1950-03-18,1950,3,18,77,,"18 Mar 1950",,,,,,,,,,,,,,,,,"United States",California,"Kern County",,"Kern County: Along Soda Lake Road to Carrizo Plain, about 0.8 mile off Highway 399. Near San Luis Obispo County line.",,0,,34.9712,-119.4556,WGS84,500,,"UCDavis I",,"Google Earth (copied from SBBG81949)",,"Date Georeferenced: Thu Nov 3 09:58:37 2016",,,,,,,,,tcbarry,"2019-02-14 17:00:23",UCD120229,39,urn:uuid:c64a28e4-f08a-43a0-8a83-7a7fa1f973e1,http://cch2.org/portal/collections/individual/index.php?occid=1372977
1372978,DAV,,,PreservedSpecimen,UCD120230,DAV300348,"DAV90859; UCD120230",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,"Advanced Plant Taxonomy Class 1980",,,,,,,"Debbie Stamp","Patty P., Joanne S., Cathy R., Cathy M.",15,1980-04-19,1980,4,19,110,,"19 Apr 1980",,,,,,,,,,,,,,,,,"United States",California,"Lake County",,"Lake County: Coldsprings Campground, along access road to Indian Valley Dam. In lower part of campground.",,0,,39.1,-122.495555555556,NAD83,805,"T15N R6W","UCDavis E",,"Coordinates added by herbarium (copied from CHSC32943)",,,,,,,,,,,tcbarry,"2019-02-14 17:00:23",UCD120230,39,urn:uuid:8c6e9000-1ff7-4390-99b5-494578518103,http://cch2.org/portal/collections/individual/index.php?occid=1372978
1372979,DAV,,,PreservedSpecimen,35d4a46a-5886-4ee9-95ad-e848b98926a0,AHUC100011,"AHUC19508; UCD120231",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"E. H. Stanford",,s.n.,1940-04-01,1940,4,1,92,,"1 Apr 1940",,,,,,,,,,,,,,,,,"United States",California,"Yolo County",,"Yolo County: Putah.",,0,,,,,,,,,,,,,,,,,,,,,"2019-02-14 17:00:23",UCD120231,39,urn:uuid:35d4a46a-5886-4ee9-95ad-e848b98926a0,http://cch2.org/portal/collections/individual/index.php?occid=1372979
1372980,DAV,,,PreservedSpecimen,f7add521-2bf7-4f10-8035-4628703f5c0e,DAV300349,"DAV38751; UCD120232",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"R. W. Thorp",,670309D,1967-03-09,1967,3,9,68,,"9 Mar 1967",,,,,,,,,,,,,,,,,"United States",California,"Alameda County",,"Alameda County: One mile southeast of Verona.",,0,,37.619072,-121.864916,WGS84,1500,,"C. Walden",,GeoLocate,,,,,,,,,,,,"2019-08-20 13:17:45",UCD120232,39,urn:uuid:f7add521-2bf7-4f10-8035-4628703f5c0e,http://cch2.org/portal/collections/individual/index.php?occid=1372980
1372981,DAV,,,PreservedSpecimen,UCD120233,DAV300350,"DAV89114; UCD120233",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,"M. J. Teiman, 1980",,,,,,,"M. Vincent",,608,1965-04-11,1965,4,11,101,,"11 Apr 1965","Bright blue petals on outer margins, base white with purple streaks. White pollen. Anthers dark. Growing in very wet place in large colonies.",,,,,,,,,,,,,,,,"United States",California,"Placer County",,"Placer County: 1 mile N. of Marysville on Hwy. 99 E.",,0,,39.156849,-121.635633,WGS84,3726,,"UCDavis F",,GEOLocate,,,,,,,,,,,tcbarry,"2019-02-14 17:00:23",UCD120233,39,urn:uuid:da3a86af-5868-4587-8544-e8eab7bd4efa,http://cch2.org/portal/collections/individual/index.php?occid=1372981
1372982,DAV,,,PreservedSpecimen,da0c9321-8e35-4dd8-9bad-1b0fa9237ad4,DAV300351,"DAV139949; UCD120234",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Michael A. Vincent","Ethan H. Freid",8165,1998-04-07,1998,4,7,97,,"7 Apr 1998","Common. Flowers blue.",,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: Along Rt. 128 at road marker 24/80.",,0,,,,,,,,,,,,,,,,,,,,,"2019-02-14 17:00:23",UCD120234,39,urn:uuid:da0c9321-8e35-4dd8-9bad-1b0fa9237ad4,http://cch2.org/portal/collections/individual/index.php?occid=1372982
1372983,DAV,,,PreservedSpecimen,255d8fde-8b5e-4d8c-bb46-d1d94aaa4962,DAV300353,"DAV4544; UCD120235",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,"L. Constance, 1945",,,,,,,"M. Wiesendanger",,853,1928-04-05,1928,4,5,96,,"5 Apr 1928",,,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: Monticello.",,0,,,,,,,,,,,,,,,,,,,,,"2019-02-14 17:00:23",UCD120235,39,urn:uuid:255d8fde-8b5e-4d8c-bb46-d1d94aaa4962,http://cch2.org/portal/collections/individual/index.php?occid=1372983
1372984,DAV,,,PreservedSpecimen,6934ccfd-58f0-4846-853f-849af28b8930,DAV300352,"DAV42688; UCD120236",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,"L. Constance",,,,,,,"Gene R. Williams",,32,1961-03-29,1961,3,29,88,,"29 Mar 1961","On exposed bank along dirt road.",,,,,,,,,,,,,,,,"United States",California,"Colusa County",,"Colusa County: South of Bear Valley; 3 miles north of junction of State Highways 16 and 20.",,0,,,,,,,,,,,,,,,,,,,,,"2019-02-14 17:00:23",UCD120236,39,urn:uuid:6934ccfd-58f0-4846-853f-849af28b8930,http://cch2.org/portal/collections/individual/index.php?occid=1372984
1372985,DAV,,,PreservedSpecimen,UCD120237,DAV300354,"DAV69279; UCD120237",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"G. L. Webster",,7494,1967-03-23,1967,3,23,82,,"23 Mar 1967","Abundant on sandy soil, grassy roadsides; branches spreading, fls. Pale to deep blue.",,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: c. 1 mi S of Spanish Flat.",,0,,38.52235,-122.21685,WGS84,400,"T8N R3W Sec. 29","UCDavis I",,"GoogleMaps via BerkeleyMapper (copied from UCD100700)",,,168,,,,,550ft,,,tcbarry,"2019-02-14 17:00:23",UCD120237,39,urn:uuid:f36d77a5-d561-45eb-9cc6-05787d560f7d,http://cch2.org/portal/collections/individual/index.php?occid=1372985
1372986,DAV,,,PreservedSpecimen,02d0598c-f0c5-4204-be0a-983a1f3a92fe,DAV300383,"DAV157277; UCD120238",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,"F. Bowcutt and K. Mawdsley, 25 Apr 1996",,,,,,,"J. Adams","J. Weick",254,1993-05-08,1993,5,8,128,,"8 May 1993","Ann; fleshy, fls. White and speckled, lvs 4-6 lobed.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: About 40 air miles N of San Francisco; about 11 air miles E of Santa Rosa and 2.5 air miles NE of Kenwood. In Adobe Canyon N of Sugarloaf Ridge and S of Red Mtn 1 mile.",,0,,38.436744,-122.514134,WGS84,1000,"T7N R7W NE 1/4 of SW 1/4 Sec. 22","cwalden (2019-11-14 11:04:48)",,"georef batch tool 2019-11-14","reviewed - high confidence",,,,,,,,,,,"2019-11-14 13:04:48",UCD120238,39,urn:uuid:02d0598c-f0c5-4204-be0a-983a1f3a92fe,http://cch2.org/portal/collections/individual/index.php?occid=1372986
1372987,DAV,,,PreservedSpecimen,83d8f005-4ae1-476a-8056-0df59e92f648,DAV300382,"DAV9629; UCD120239",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Charles B. Heiser, Jr.",,1880,1947-02-18,1947,2,18,49,,"18 Feb 1947",Pasture.,,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: 14 miles north of Napa.",,0,,,,,,,,,,,,,,,,,,,,,"2019-02-14 17:00:23",UCD120239,39,urn:uuid:83d8f005-4ae1-476a-8056-0df59e92f648,http://cch2.org/portal/collections/individual/index.php?occid=1372987
1372988,DAV,,,PreservedSpecimen,4a719c6d-11f0-4e0a-8127-bda67b24eaf7,DAV300390,"DAV91824; UCD120240",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Mary M. Hektner",,190,1975-08-30,1975,8,30,242,,"30 Aug 1975","Coastal prairie, wet area on the edge of large stand of Calamagrostis nutkaensis.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: Property of Oceanic Properties, Unit 7 Owners' Map, Sea Ranch, near State Highway 1.",,0,,38.71519,-123.454453,WGS84,1500,,"C. Walden",,GeoLocate,,,,,,,,,,,,"2019-07-09 13:44:19",UCD120240,39,urn:uuid:4a719c6d-11f0-4e0a-8127-bda67b24eaf7,http://cch2.org/portal/collections/individual/index.php?occid=1372988
1372989,DAV,,,PreservedSpecimen,a8eb0117-2598-4755-9f12-8029fdb698bd,DAV300389,"DAV117012; UCD120241",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Frederic Hrusa",,5501,1988-02-21,1988,2,21,52,,"21 Feb 1988","Large colony along base of ridge. Open grassland. Assoc. w/mostly Erodium and some Festuca californica.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: South of Mt. St. Helena. Near Kenwood.",,0,,38.426644,-122.558797,WGS84,2500,,"C. Walden",,GeoLocate,,,,,,,,,,,,"2019-07-09 13:48:03",UCD120241,39,urn:uuid:a8eb0117-2598-4755-9f12-8029fdb698bd,http://cch2.org/portal/collections/individual/index.php?occid=1372989
1372990,DAV,,,PreservedSpecimen,977b7225-b80d-4577-94ea-5ea0877e4928,DAV300388,"DAV149312; UCD120242",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"G. F. Hrusa","R. Gross",14152,1998-03-14,1998,3,14,73,,"14 Mar 1998","Open, mixed oak savannah. Colony on rocky outcrop. Flwrs white with purple striations. Annual.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: Foote Ranch, NW base of Mt. St. Helena, corner of Ida Clayton Rd. and Hwy 128. Near 2nd pond on Foote Creek. North Coast Biodiversity Arena.",,0,,38.638058,-122.681057,WGS84,500,,"C. Walden",,GeoLocate,,,110,,,,,,,,,"2019-07-09 13:54:40",UCD120242,39,urn:uuid:977b7225-b80d-4577-94ea-5ea0877e4928,http://cch2.org/portal/collections/individual/index.php?occid=1372990
1372991,DAV,,,PreservedSpecimen,843bbbd5-790a-4568-b9fd-39b07f95cec6,DAV300387,"DAV150356; UCD120243",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,"F. Bowcutt and K. Mawdsley, 25 Apr 1996",,,,,,,"Caitlin Lewis","William Mutch",3,1993-04-17,1993,4,17,107,,"17 Apr 1993","In meadow in opening of mixed evergreen forest adjacent to Sonoma Creek. Associated with Poa bulbosa. Annual herb with white flowers. Flat.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: About 40 air miles N of San Francisco, 11 air miles E of Santa Rosa, and 2.5 air miles NE of Kenwood. In Adobe Canyon N of Sugarloaf Ridge and S of Red Mtn. 1 mile. Near visitor center.",,0,,38.442184,-122.527836,WGS84,1000,"T7N R7W NE 1/4 of SW 1/4 Sec. 22","cwalden (2019-11-07 12:04:19)",,"georef batch tool 2019-11-07","reviewed - high confidence",,366,,,,,1200ft,,,,"2019-11-07 14:04:19",UCD120243,39,urn:uuid:843bbbd5-790a-4568-b9fd-39b07f95cec6,http://cch2.org/portal/collections/individual/index.php?occid=1372991
1372992,DAV,,,PreservedSpecimen,84189b08-b33c-447b-9de5-613245aba033,DAV300396,"DAV29220; UCD120244",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Paul Marsh",,2,1957-03-22,1957,3,22,81,,"22 Mar 1957","Annuals, flowers white with purple spots; hilly pasture in open sun.",,,,,,,,,,,,,,,,"United States",California,"Solano County",,"Solano County: North side of road to Green Valley Falls, 1 mile west of Rockville.",,0,,,,,,,,,,,,,,,,,,,,,"2019-02-14 17:00:23",UCD120244,39,urn:uuid:84189b08-b33c-447b-9de5-613245aba033,http://cch2.org/portal/collections/individual/index.php?occid=1372992
1372993,DAV,,,PreservedSpecimen,UCD120245,DAV300395,"DAV88470; UCD120245",,,,,,"Nemophila menziesii var. integrefolia",,"Hook. and Arn. Parish",,,,,,,,,,,,"Cameron Blake","Jane Turner, Francis M. Ball","SK and F-986",1962-06-03,1962,6,3,154,,"3 Jun 1962","Flowers pale blue. Under oaks.",,,,,,,,,,,,,,,,"United States",California,"San Bernardino County",,"San Bernardino County: Near Lake Arrowhead Hospital, N shore.",,0,,34.27027,-117.18365,WGS84,1479,,"UCRiverside A",,"GoogleMaps via BerkeleyMapper (copied from UCD117214)",,"Date Georeferenced: Sat Jan 7 13:58:36 2017",1585,,,,,5200ft,,,tcbarry,"2019-02-14 17:00:23",UCD120245,39,urn:uuid:46607841-aef5-4079-946e-96b350853d32,http://cch2.org/portal/collections/individual/index.php?occid=1372993
1372994,DAV,,,PreservedSpecimen,UCD120246,DAV300394,"DAV83103; UCD120246",,,,,,"Nemophila menziesii var. integrefolia",,"Hook. and Arn. Parish",,,,,,,,,,,,"Daryl Koutnik","Bruce Holguin",218,1978-04-01,1978,4,1,91,,"1 Apr 1978","Uncommon annual on east-facing slope. Flowers blue with white center.",,,,,,,,,,,,,,,,"United States",California,"Los Angeles County",,"Los Angeles County: West side of Sierra Hwy. and 1 mile north of State Hwy. 14.",,0,,34.512875,-118.236764,WGS84,500,,"Rancho Santa Ana (no. 9)",,"Google Earth (copied from UCD102229)",,,988,,,,,3240ft,,,tcbarry,"2019-02-14 17:00:23",UCD120246,39,urn:uuid:0c68f560-de7f-4763-97cb-af58692ab019,http://cch2.org/portal/collections/individual/index.php?occid=1372994
1372995,DAV,,,PreservedSpecimen,UCD120247,DAV300393,"DAV160599; UCD120247",,,,,,"Nemophila menziesii var. integrefolia",,"Hook. and Arn. Parish",,,,,"A. C. Sanders, 2001",,,,,,,"A. C. Sanders","O. F. Clarke",13652,1993-03-28,1993,3,28,87,,"28 Mar 1993","Rocky cyn. Bottom w/ cold stream from up cyn. And small hot str. Fed by sprs. Many exotics: Nerium o., Ricinus c., Opuntia fic.-i., Pennisetum set., etc. Natives: Opuntia lit., Salix good., Baccharis sal., etc. An uncommon annual on a steep N-facing slope among herbs, fls. Pale blue-lavender.",,,,,,,,,,,,,,,,"United States",California,"San Bernardino County",,"San Bernardino County: San Bernardino Mtns.: Waterman Canyon, 1 km W of Arrowhead Hot Spr. Hotel, at and below the 1st stream Xing of Old Waterman C. Rd. Along E cyn wall.",,0,,34.188765,-117.273261,WGS84,400,"T1N R4W NW/4 S11","Rancho Santa Ana (no. 7)",,"Geolocate (copied from CAS891461)",,"Date Georeferenced: Mon Mar 31 11:05:30 2014",600,,,,,,,,tcbarry,"2019-02-14 17:00:23",UCD120247,39,urn:uuid:bc4d29c9-bf24-4ee4-aef3-7b064d173d99,http://cch2.org/portal/collections/individual/index.php?occid=1372995
1372996,DAV,,,PreservedSpecimen,UCD120248,DAV300392,"DAV79116; UCD120248",,,,,,"Nemophila menziesii var. integrefolia",,"Hook. and Arn. Parish",,,,,,,,,,,,"Geoffrey Levin",,47,1974-04-27,1974,4,27,117,,"27 Apr 1974","Santa Ana River, Pacific slope drainage area. Granitic sand and gravel. California chaparral. South slope.",,,,,,,,,,,,,,,,"United States",California,"Los Angeles County",,"Los Angeles County: Evey Canyon, a side canyon of San Antonio Canyon. San Gabriel Mts. Mt. Range.",,0,,34.167795,-117.68615,WGS84,700,,"Rancho Santa Ana (no. 6)",,"GoogleEarth (copied from POM346550)",,"Date Georeferenced: Thu Jul 11 15:56:20 2013",732,,,,,2400ft,,,tcbarry,"2019-02-14 17:00:23",UCD120248,39,urn:uuid:339de8d0-757a-4ab1-8aab-e84fbffc1140,http://cch2.org/portal/collections/individual/index.php?occid=1372996
1372997,DAV,,,PreservedSpecimen,UCD120249,DAV300391,"DAV172683; UCD120249",,,,,,"Nemophila menziesii var. integrefolia",,"Hook. and Arn. Parish",,,,,"Accord. to PLANTS Database, 2011",,,,,,,"Terri Williamson",,5,1990-04-15,1990,4,15,105,,"15 Apr 1990","Blue flowers with white centers, 8' annual, sun, Foothill Oak woodland, from wildflower seed mix.",,,,,,,,,,,,,,,,"United States",California,"Placer County",,"Placer County: 22587 Sunset Ridge Dr. Lake of the Pines.",,0,,39.049172,-121.065829,WGS84,32,,"UCDavis F",,"GeoLocate (copied from UCD103238)",,,366,,,,,1200ft,,,tcbarry,"2019-02-14 17:00:23",UCD120249,39,urn:uuid:ac56736b-dc4f-4860-8706-8f9fbcde907f,http://cch2.org/portal/collections/individual/index.php?occid=1372997
1372998,DAV,,,PreservedSpecimen,UCD120250,DAV300404,"DAV61122; UCD120250",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. and Arn.",Nemophila,menziesii,var.,menziesii,,,,,,,,"Gerald L. Benny","Colin M. Wainwright",185,1971-04-02,1971,4,2,92,,"2 Apr 1971","Burned 1970. Common in chaparral and mixed evergreen forest. Growing in moist areas in full or part sun. Fls. Light blue.",,,,,,,,,,,,,,,,"United States",California,"San Bernardino County",,"San Bernardino County: Day Canyon, San Bernardino National Forest.",,0,,34.201929,-117.5519,WGS84,3500,,"Rancho Santa Ana (no. 9)",,"Google Earth",,,,,,,,,,,tcbarry,"2019-02-14 17:00:23",UCD120250,39,urn:uuid:0c94e00a-03e0-45af-81ff-0554f73a6abb,http://cch2.org/portal/collections/individual/index.php?occid=1372998
1372999,DAV,,,PreservedSpecimen,021bc7e5-7aab-49a6-a9d3-472f8b0e588b,DAV300402,"DAV171386; UCD120251",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. and Arn.",Nemophila,menziesii,var.,menziesii,,,,,,,,"G. K. Helmkamp","Elizabeth Helmkamp",10204,2006-04-20,2006,4,20,110,,"20 Apr 2006","Foothills. Oak woodland and small meadow beside flowing creek. Common on roadside banks and in a flat meadow in this very local area.",,,,,,,,,,,,,,,,"United States",California,"El Dorado County",,"El Dorado County: Northern Sierra Nevada: Between N and Middle forks of Cosumnes River; junction of Sand Ridge Road and Cutaway Lane, 2.1 mi SW of Somerset.",,0,,38.631944,-120.722222,,,"38° 37m 55s N; 120° 43m 20s W",,,Camino,,,665,,,,,,,,,"2019-02-14 17:00:23",UCD120251,39,urn:uuid:021bc7e5-7aab-49a6-a9d3-472f8b0e588b,http://cch2.org/portal/collections/individual/index.php?occid=1372999
1373000,DAV,,,PreservedSpecimen,93d01389-0213-4f15-a713-91323a9fe287,DAV300403,"DAV176595; UCD120252",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. and Arn.",Nemophila,menziesii,var.,menziesii,,,,,,,,"G. K. Helmkamp","E. A. Helmkamp",11791,2007-04-23,2007,4,23,113,,"23 Apr 2007","Foothills. Chaparral with oaks. Common; open, grassy roadside bank.",,,,,,,,,,,,,,,,"United States",California,"Amador County",,"Amador County: Northern Sierra Nevada Mountains: along Bell Road beside Plymouth Creek just east of CA-49 in the vicinity of Enterprise.",,0,,38.540278,-120.840833,,,"38° 32m 25s N; 120° 50m 27s W",,,Fiddletown,,,302,,,,,,,,,"2019-02-14 17:00:23",UCD120252,39,urn:uuid:93d01389-0213-4f15-a713-91323a9fe287,http://cch2.org/portal/collections/individual/index.php?occid=1373000
1373001,DAV,,,PreservedSpecimen,0a37c3be-5608-468a-9c3c-1f89900b25ed,DAV300399,"DAV150026; UCD120253",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. and Arn.",Nemophila,menziesii,var.,menziesii,,,,,,,,"Ivette Loredo-Prendeville","Nicole Canon",70,1993-04-24,1993,4,24,114,,"24 Apr 1993","Habitat: oak woodland. Associates: Amsinckia, Geranium Galium. N facing slope.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: Sugarloaf Ridge State Park. About 50 air miles N of San Francisco, 10 air miles E of Santa Rosa, 2.5 air miles NE of Kenwood and 18 air miles NW of Napa. Along Hillside Trail.",,0,,38.437955,-122.498336,WGS84,1000,"T7N R6W NW 1/4 SE 1/4 Sec. 22","cwalden (2019-11-07 11:30:01)",,"georef batch tool 2019-11-07","reviewed - high confidence",,381,,,,,1250ft,,,,"2019-11-07 13:30:01",UCD120253,39,urn:uuid:0a37c3be-5608-468a-9c3c-1f89900b25ed,http://cch2.org/portal/collections/individual/index.php?occid=1373001
1373002,DAV,,,PreservedSpecimen,83a275d9-9798-42c4-8ed4-f3d4585b5659,DAV300405,"DAV153370; UCD120254",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. and Arn.",Nemophila,menziesii,var.,menziesii,,,,,,,,"L. P. Thibault",,48,1995-05-21,1995,5,21,141,,"21 May 1995","Annual. Damp soil in shaded low spot. Flowers bright blue with white center.",,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: South side of Highway 128 about 3 mi. west of Wragg Canyon Rd.",,0,,38.433333,-122.166667,,,"38° 26m N; 122° 10m W",,,,,,250,275,,,,,,,,"2019-02-14 17:00:23",UCD120254,39,urn:uuid:83a275d9-9798-42c4-8ed4-f3d4585b5659,http://cch2.org/portal/collections/individual/index.php?occid=1373002
1373003,DAV,,,PreservedSpecimen,e1227e85-3058-437d-bc29-4ceada5f9528,DAV300407,"DAV140305; UCD120255",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. and Arn.",Nemophila,menziesii,var.,menziesii,,,,,,,,"J. L. Wirka",,s.n.,1995-05-19,1995,5,19,139,,"19 May 1995","American River Drainage. Prostrate, spreading annual growing in grassland. Dry, disturbed site. Flowers bright blue with white centers.",,,,,,,,,,,,,,,,"United States",California,"Placer County",,"Placer County: Near a road cut about 1 km from the trailhead of the Steven's Trail that descends the north fork of the American River Canyon outside of Colfax, south of I-80.",,0,,39.083333,-120.883333,,,"39° 5m N; 120° 53m W",,,,,,400,,,,,,,,,"2019-02-14 17:00:23",UCD120255,39,urn:uuid:e1227e85-3058-437d-bc29-4ceada5f9528,http://cch2.org/portal/collections/individual/index.php?occid=1373003
1378925,DAV,,,PreservedSpecimen,4883ebb0-dfb6-4609-85e1-a6a7c47f2944,DAV300365,"DAV40076; UCD126443",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Perry Allen",,s.n.,1961-03-09,1961,3,9,68,,"9 Mar 1961","Hilltop. Flowers blue.",,,,,,,,,,,,,,,,"United States",California,"Stanislaus County",,"Stanislaus County: Vicinity of La Grange. Between Lower and Upper Dominici Creeks.",,0,,,,,,,,,,,,,,,,,,,,,"2019-02-14 17:00:23",UCD126443,39,urn:uuid:4883ebb0-dfb6-4609-85e1-a6a7c47f2944,http://cch2.org/portal/collections/individual/index.php?occid=1378925
